#    L    TT             EE             TE             PP             TP          
  2796   0.377010E+02   0.123480E+01  -0.588665E+00   0.277861E+05   0.232245E+01
  2797   0.375203E+02   0.123922E+01  -0.580722E+00   0.277643E+05   0.231173E+01
  2798   0.373403E+02   0.124369E+01  -0.573322E+00   0.277426E+05   0.230105E+01
  2799   0.371610E+02   0.124819E+01  -0.566463E+00   0.277209E+05   0.229041E+01
  2800   0.369823E+02   0.125273E+01  -0.560143E+00   0.276992E+05   0.227981E+01
  2801   0.368043E+02   0.125730E+01  -0.554359E+00   0.276776E+05   0.226924E+01
  2802   0.366272E+02   0.126189E+01  -0.549108E+00   0.276559E+05   0.225872E+01
  2803   0.364508E+02   0.126652E+01  -0.544387E+00   0.276343E+05   0.224824E+01
  2804   0.362752E+02   0.127116E+01  -0.540195E+00   0.276127E+05   0.223780E+01
  2805   0.361005E+02   0.127582E+01  -0.536529E+00   0.275912E+05   0.222740E+01
  2806   0.359266E+02   0.128050E+01  -0.533385E+00   0.275696E+05   0.221705E+01
  2807   0.357536E+02   0.128519E+01  -0.530760E+00   0.275481E+05   0.220674E+01
  2808   0.355816E+02   0.128988E+01  -0.528651E+00   0.275266E+05   0.219647E+01
  2809   0.354105E+02   0.129458E+01  -0.527055E+00   0.275052E+05   0.218625E+01
  2810   0.352404E+02   0.129928E+01  -0.525968E+00   0.274837E+05   0.217607E+01
  2811   0.350711E+02   0.130398E+01  -0.525387E+00   0.274623E+05   0.216594E+01
  2812   0.349031E+02   0.130868E+01  -0.525307E+00   0.274409E+05   0.215585E+01
  2813   0.347360E+02   0.131336E+01  -0.525723E+00   0.274195E+05   0.214581E+01
  2814   0.345700E+02   0.131804E+01  -0.526630E+00   0.273982E+05   0.213582E+01
  2815   0.344051E+02   0.132270E+01  -0.528020E+00   0.273768E+05   0.212588E+01
  2816   0.342414E+02   0.132734E+01  -0.529891E+00   0.273555E+05   0.211599E+01
  2817   0.340788E+02   0.133197E+01  -0.532235E+00   0.273343E+05   0.210614E+01
  2818   0.339174E+02   0.133657E+01  -0.535047E+00   0.273130E+05   0.209635E+01
  2819   0.337573E+02   0.134115E+01  -0.538322E+00   0.272918E+05   0.208660E+01
  2820   0.335983E+02   0.134570E+01  -0.542054E+00   0.272705E+05   0.207691E+01
  2821   0.334406E+02   0.135023E+01  -0.546238E+00   0.272494E+05   0.206727E+01
  2822   0.332842E+02   0.135472E+01  -0.550867E+00   0.272282E+05   0.205768E+01
  2823   0.331290E+02   0.135917E+01  -0.555937E+00   0.272070E+05   0.204815E+01
  2824   0.329752E+02   0.136358E+01  -0.561440E+00   0.271859E+05   0.203867E+01
  2825   0.328227E+02   0.136796E+01  -0.567372E+00   0.271648E+05   0.202924E+01
  2826   0.326715E+02   0.137228E+01  -0.573727E+00   0.271438E+05   0.201987E+01
  2827   0.325218E+02   0.137656E+01  -0.580495E+00   0.271227E+05   0.201055E+01
  2828   0.323733E+02   0.138079E+01  -0.587671E+00   0.271017E+05   0.200129E+01
  2829   0.322262E+02   0.138497E+01  -0.595248E+00   0.270807E+05   0.199209E+01
  2830   0.320806E+02   0.138910E+01  -0.603219E+00   0.270597E+05   0.198294E+01
  2831   0.319364E+02   0.139317E+01  -0.611575E+00   0.270387E+05   0.197385E+01
  2832   0.317936E+02   0.139719E+01  -0.620312E+00   0.270178E+05   0.196482E+01
  2833   0.316523E+02   0.140114E+01  -0.629421E+00   0.269969E+05   0.195585E+01
  2834   0.315125E+02   0.140503E+01  -0.638893E+00   0.269760E+05   0.194694E+01
  2835   0.313741E+02   0.140885E+01  -0.648724E+00   0.269551E+05   0.193809E+01
  2836   0.312373E+02   0.141260E+01  -0.658911E+00   0.269343E+05   0.192930E+01
  2837   0.311020E+02   0.141629E+01  -0.669431E+00   0.269134E+05   0.192057E+01
  2838   0.309681E+02   0.141990E+01  -0.680294E+00   0.268926E+05   0.191191E+01
  2839   0.308358E+02   0.142343E+01  -0.691485E+00   0.268719E+05   0.190330E+01
  2840   0.307050E+02   0.142688E+01  -0.702998E+00   0.268511E+05   0.189476E+01
  2841   0.305757E+02   0.143027E+01  -0.714819E+00   0.268304E+05   0.188629E+01
  2842   0.304481E+02   0.143357E+01  -0.726950E+00   0.268097E+05   0.187788E+01
  2843   0.303220E+02   0.143679E+01  -0.739376E+00   0.267890E+05   0.186953E+01
  2844   0.301975E+02   0.143992E+01  -0.752083E+00   0.267683E+05   0.186125E+01
  2845   0.300746E+02   0.144297E+01  -0.765081E+00   0.267477E+05   0.185304E+01
  2846   0.299532E+02   0.144593E+01  -0.778339E+00   0.267270E+05   0.184489E+01
  2847   0.298335E+02   0.144881E+01  -0.791868E+00   0.267064E+05   0.183681E+01
  2848   0.297153E+02   0.145159E+01  -0.805652E+00   0.266859E+05   0.182880E+01
  2849   0.295988E+02   0.145429E+01  -0.819678E+00   0.266653E+05   0.182086E+01
  2850   0.294838E+02   0.145689E+01  -0.833948E+00   0.266448E+05   0.181298E+01
  2851   0.293705E+02   0.145939E+01  -0.848446E+00   0.266243E+05   0.180518E+01
  2852   0.292589E+02   0.146180E+01  -0.863175E+00   0.266038E+05   0.179745E+01
  2853   0.291488E+02   0.146412E+01  -0.878110E+00   0.265833E+05   0.178979E+01
  2854   0.290403E+02   0.146633E+01  -0.893254E+00   0.265629E+05   0.178220E+01
  2855   0.289335E+02   0.146843E+01  -0.908590E+00   0.265424E+05   0.177467E+01
  2856   0.288283E+02   0.147043E+01  -0.924120E+00   0.265220E+05   0.176722E+01
  2857   0.287247E+02   0.147234E+01  -0.939822E+00   0.265016E+05   0.175984E+01
  2858   0.286228E+02   0.147413E+01  -0.955695E+00   0.264813E+05   0.175253E+01
  2859   0.285224E+02   0.147582E+01  -0.971733E+00   0.264610E+05   0.174529E+01
  2860   0.284238E+02   0.147740E+01  -0.987921E+00   0.264406E+05   0.173812E+01
  2861   0.283267E+02   0.147887E+01  -0.100425E+01   0.264203E+05   0.173103E+01
  2862   0.282313E+02   0.148022E+01  -0.102072E+01   0.264001E+05   0.172400E+01
  2863   0.281374E+02   0.148147E+01  -0.103731E+01   0.263798E+05   0.171704E+01
  2864   0.280452E+02   0.148260E+01  -0.105401E+01   0.263596E+05   0.171016E+01
  2865   0.279547E+02   0.148362E+01  -0.107083E+01   0.263394E+05   0.170334E+01
  2866   0.278656E+02   0.148452E+01  -0.108775E+01   0.263192E+05   0.169660E+01
  2867   0.277783E+02   0.148530E+01  -0.110475E+01   0.262991E+05   0.168993E+01
  2868   0.276925E+02   0.148597E+01  -0.112184E+01   0.262789E+05   0.168333E+01
  2869   0.276083E+02   0.148651E+01  -0.113900E+01   0.262588E+05   0.167680E+01
  2870   0.275257E+02   0.148694E+01  -0.115622E+01   0.262387E+05   0.167034E+01
  2871   0.274446E+02   0.148725E+01  -0.117351E+01   0.262186E+05   0.166395E+01
  2872   0.273652E+02   0.148745E+01  -0.119083E+01   0.261986E+05   0.165764E+01
  2873   0.272873E+02   0.148752E+01  -0.120820E+01   0.261785E+05   0.165139E+01
  2874   0.272110E+02   0.148748E+01  -0.122561E+01   0.261585E+05   0.164522E+01
  2875   0.271362E+02   0.148731E+01  -0.124302E+01   0.261385E+05   0.163912E+01
  2876   0.270630E+02   0.148703E+01  -0.126046E+01   0.261186E+05   0.163309E+01
  2877   0.269913E+02   0.148662E+01  -0.127789E+01   0.260986E+05   0.162714E+01
  2878   0.269211E+02   0.148610E+01  -0.129534E+01   0.260787E+05   0.162125E+01
  2879   0.268524E+02   0.148545E+01  -0.131276E+01   0.260588E+05   0.161544E+01
  2880   0.267852E+02   0.148468E+01  -0.133017E+01   0.260389E+05   0.160970E+01
  2881   0.267196E+02   0.148379E+01  -0.134755E+01   0.260190E+05   0.160403E+01
  2882   0.266553E+02   0.148278E+01  -0.136489E+01   0.259992E+05   0.159843E+01
  2883   0.265926E+02   0.148165E+01  -0.138220E+01   0.259794E+05   0.159291E+01
  2884   0.265313E+02   0.148039E+01  -0.139945E+01   0.259596E+05   0.158746E+01
  2885   0.264714E+02   0.147902E+01  -0.141664E+01   0.259398E+05   0.158208E+01
  2886   0.264130E+02   0.147753E+01  -0.143377E+01   0.259201E+05   0.157677E+01
  2887   0.263560E+02   0.147591E+01  -0.145083E+01   0.259003E+05   0.157154E+01
  2888   0.263003E+02   0.147418E+01  -0.146780E+01   0.258806E+05   0.156638E+01
  2889   0.262460E+02   0.147232E+01  -0.148469E+01   0.258609E+05   0.156129E+01
  2890   0.261932E+02   0.147035E+01  -0.150149E+01   0.258412E+05   0.155627E+01
  2891   0.261416E+02   0.146825E+01  -0.151817E+01   0.258216E+05   0.155133E+01
  2892   0.260914E+02   0.146604E+01  -0.153475E+01   0.258020E+05   0.154646E+01
  2893   0.260425E+02   0.146372E+01  -0.155123E+01   0.257824E+05   0.154166E+01
  2894   0.259949E+02   0.146127E+01  -0.156757E+01   0.257628E+05   0.153694E+01
  2895   0.259487E+02   0.145871E+01  -0.158379E+01   0.257432E+05   0.153229E+01
  2896   0.259037E+02   0.145603E+01  -0.159986E+01   0.257237E+05   0.152771E+01
  2897   0.258599E+02   0.145324E+01  -0.161580E+01   0.257041E+05   0.152321E+01
  2898   0.258174E+02   0.145033E+01  -0.163158E+01   0.256846E+05   0.151878E+01
  2899   0.257761E+02   0.144731E+01  -0.164722E+01   0.256651E+05   0.151442E+01
  2900   0.257360E+02   0.144417E+01  -0.166268E+01   0.256457E+05   0.151014E+01
  2901   0.256970E+02   0.144092E+01  -0.167799E+01   0.256262E+05   0.150592E+01
  2902   0.256593E+02   0.143756E+01  -0.169312E+01   0.256068E+05   0.150179E+01
  2903   0.256226E+02   0.143409E+01  -0.170806E+01   0.255874E+05   0.149772E+01
  2904   0.255871E+02   0.143051E+01  -0.172282E+01   0.255680E+05   0.149373E+01
  2905   0.255527E+02   0.142681E+01  -0.173738E+01   0.255487E+05   0.148981E+01
  2906   0.255193E+02   0.142301E+01  -0.175175E+01   0.255293E+05   0.148597E+01
  2907   0.254870E+02   0.141910E+01  -0.176591E+01   0.255100E+05   0.148219E+01
  2908   0.254558E+02   0.141509E+01  -0.177986E+01   0.254907E+05   0.147849E+01
  2909   0.254256E+02   0.141098E+01  -0.179360E+01   0.254714E+05   0.147486E+01
  2910   0.253964E+02   0.140676E+01  -0.180711E+01   0.254522E+05   0.147130E+01
  2911   0.253682E+02   0.140244E+01  -0.182040E+01   0.254329E+05   0.146782E+01
  2912   0.253409E+02   0.139802E+01  -0.183344E+01   0.254137E+05   0.146440E+01
  2913   0.253145E+02   0.139350E+01  -0.184626E+01   0.253945E+05   0.146106E+01
  2914   0.252891E+02   0.138888E+01  -0.185883E+01   0.253754E+05   0.145778E+01
  2915   0.252646E+02   0.138417E+01  -0.187115E+01   0.253562E+05   0.145458E+01
  2916   0.252408E+02   0.137935E+01  -0.188322E+01   0.253371E+05   0.145145E+01
  2917   0.252180E+02   0.137445E+01  -0.189502E+01   0.253180E+05   0.144839E+01
  2918   0.251960E+02   0.136945E+01  -0.190657E+01   0.252989E+05   0.144539E+01
  2919   0.251747E+02   0.136436E+01  -0.191786E+01   0.252798E+05   0.144247E+01
  2920   0.251543E+02   0.135918E+01  -0.192887E+01   0.252607E+05   0.143962E+01
  2921   0.251346E+02   0.135391E+01  -0.193961E+01   0.252417E+05   0.143684E+01
  2922   0.251156E+02   0.134855E+01  -0.195007E+01   0.252227E+05   0.143412E+01
  2923   0.250973E+02   0.134312E+01  -0.196025E+01   0.252037E+05   0.143148E+01
  2924   0.250797E+02   0.133760E+01  -0.197015E+01   0.251847E+05   0.142890E+01
  2925   0.250628E+02   0.133199E+01  -0.197976E+01   0.251658E+05   0.142639E+01
  2926   0.250466E+02   0.132630E+01  -0.198908E+01   0.251468E+05   0.142395E+01
  2927   0.250309E+02   0.132054E+01  -0.199810E+01   0.251279E+05   0.142158E+01
  2928   0.250158E+02   0.131470E+01  -0.200683E+01   0.251090E+05   0.141928E+01
  2929   0.250013E+02   0.130878E+01  -0.201525E+01   0.250901E+05   0.141704E+01
  2930   0.249873E+02   0.130279E+01  -0.202338E+01   0.250713E+05   0.141488E+01
  2931   0.249739E+02   0.129672E+01  -0.203120E+01   0.250525E+05   0.141278E+01
  2932   0.249609E+02   0.129058E+01  -0.203871E+01   0.250336E+05   0.141074E+01
  2933   0.249485E+02   0.128438E+01  -0.204591E+01   0.250148E+05   0.140878E+01
  2934   0.249365E+02   0.127811E+01  -0.205280E+01   0.249961E+05   0.140688E+01
  2935   0.249250E+02   0.127178E+01  -0.205938E+01   0.249773E+05   0.140504E+01
  2936   0.249138E+02   0.126539E+01  -0.206565E+01   0.249586E+05   0.140328E+01
  2937   0.249031E+02   0.125894E+01  -0.207160E+01   0.249399E+05   0.140157E+01
  2938   0.248927E+02   0.125242E+01  -0.207723E+01   0.249212E+05   0.139994E+01
  2939   0.248827E+02   0.124585E+01  -0.208255E+01   0.249025E+05   0.139837E+01
  2940   0.248730E+02   0.123924E+01  -0.208755E+01   0.248838E+05   0.139687E+01
  2941   0.248636E+02   0.123256E+01  -0.209222E+01   0.248652E+05   0.139543E+01
  2942   0.248544E+02   0.122583E+01  -0.209658E+01   0.248466E+05   0.139405E+01
  2943   0.248456E+02   0.121907E+01  -0.210061E+01   0.248280E+05   0.139274E+01
  2944   0.248370E+02   0.121225E+01  -0.210433E+01   0.248094E+05   0.139150E+01
  2945   0.248286E+02   0.120538E+01  -0.210771E+01   0.247909E+05   0.139032E+01
  2946   0.248205E+02   0.119847E+01  -0.211077E+01   0.247723E+05   0.138921E+01
  2947   0.248124E+02   0.119152E+01  -0.211351E+01   0.247538E+05   0.138815E+01
  2948   0.248046E+02   0.118453E+01  -0.211592E+01   0.247353E+05   0.138717E+01
  2949   0.247969E+02   0.117751E+01  -0.211801E+01   0.247168E+05   0.138624E+01
  2950   0.247893E+02   0.117044E+01  -0.211978E+01   0.246983E+05   0.138538E+01
  2951   0.247818E+02   0.116335E+01  -0.212122E+01   0.246799E+05   0.138458E+01
  2952   0.247743E+02   0.115622E+01  -0.212234E+01   0.246615E+05   0.138385E+01
  2953   0.247669E+02   0.114907E+01  -0.212314E+01   0.246431E+05   0.138318E+01
  2954   0.247597E+02   0.114189E+01  -0.212361E+01   0.246247E+05   0.138257E+01
  2955   0.247523E+02   0.113467E+01  -0.212377E+01   0.246063E+05   0.138202E+01
  2956   0.247450E+02   0.112745E+01  -0.212360E+01   0.245880E+05   0.138153E+01
  2957   0.247375E+02   0.112020E+01  -0.212310E+01   0.245697E+05   0.138110E+01
  2958   0.247301E+02   0.111292E+01  -0.212229E+01   0.245514E+05   0.138073E+01
  2959   0.247225E+02   0.110563E+01  -0.212116E+01   0.245331E+05   0.138042E+01
  2960   0.247149E+02   0.109832E+01  -0.211971E+01   0.245148E+05   0.138017E+01
  2961   0.247071E+02   0.109101E+01  -0.211794E+01   0.244965E+05   0.137998E+01
  2962   0.246993E+02   0.108368E+01  -0.211587E+01   0.244783E+05   0.137985E+01
  2963   0.246912E+02   0.107634E+01  -0.211347E+01   0.244601E+05   0.137977E+01
  2964   0.246830E+02   0.106900E+01  -0.211077E+01   0.244419E+05   0.137975E+01
  2965   0.246746E+02   0.106165E+01  -0.210776E+01   0.244237E+05   0.137979E+01
  2966   0.246660E+02   0.105430E+01  -0.210444E+01   0.244056E+05   0.137988E+01
  2967   0.246572E+02   0.104695E+01  -0.210082E+01   0.243874E+05   0.138003E+01
  2968   0.246480E+02   0.103960E+01  -0.209690E+01   0.243693E+05   0.138024E+01
  2969   0.246387E+02   0.103225E+01  -0.209268E+01   0.243512E+05   0.138050E+01
  2970   0.246291E+02   0.102491E+01  -0.208816E+01   0.243331E+05   0.138081E+01
  2971   0.246191E+02   0.101757E+01  -0.208334E+01   0.243151E+05   0.138118E+01
  2972   0.246089E+02   0.101025E+01  -0.207824E+01   0.242970E+05   0.138160E+01
  2973   0.245983E+02   0.100294E+01  -0.207285E+01   0.242790E+05   0.138207E+01
  2974   0.245873E+02   0.995637E+00  -0.206716E+01   0.242610E+05   0.138259E+01
  2975   0.245761E+02   0.988351E+00  -0.206120E+01   0.242430E+05   0.138317E+01
  2976   0.245644E+02   0.981085E+00  -0.205495E+01   0.242251E+05   0.138380E+01
  2977   0.245524E+02   0.973832E+00  -0.204843E+01   0.242071E+05   0.138448E+01
  2978   0.245399E+02   0.966599E+00  -0.204163E+01   0.241892E+05   0.138521E+01
  2979   0.245270E+02   0.959387E+00  -0.203457E+01   0.241713E+05   0.138599E+01
  2980   0.245137E+02   0.952202E+00  -0.202724E+01   0.241534E+05   0.138682E+01
  2981   0.244999E+02   0.945045E+00  -0.201964E+01   0.241355E+05   0.138769E+01
  2982   0.244857E+02   0.937916E+00  -0.201180E+01   0.241177E+05   0.138862E+01
  2983   0.244710E+02   0.930814E+00  -0.200369E+01   0.240998E+05   0.138959E+01
  2984   0.244559E+02   0.923740E+00  -0.199533E+01   0.240820E+05   0.139062E+01
  2985   0.244402E+02   0.916701E+00  -0.198674E+01   0.240642E+05   0.139168E+01
  2986   0.244241E+02   0.909696E+00  -0.197789E+01   0.240464E+05   0.139280E+01
  2987   0.244074E+02   0.902727E+00  -0.196880E+01   0.240287E+05   0.139396E+01
  2988   0.243902E+02   0.895799E+00  -0.195949E+01   0.240109E+05   0.139517E+01
  2989   0.243725E+02   0.888907E+00  -0.194993E+01   0.239932E+05   0.139642E+01
  2990   0.243542E+02   0.882056E+00  -0.194016E+01   0.239755E+05   0.139772E+01
  2991   0.243353E+02   0.875241E+00  -0.193015E+01   0.239578E+05   0.139906E+01
  2992   0.243159E+02   0.868475E+00  -0.191993E+01   0.239401E+05   0.140044E+01
  2993   0.242959E+02   0.861751E+00  -0.190949E+01   0.239225E+05   0.140187E+01
  2994   0.242753E+02   0.855076E+00  -0.189884E+01   0.239048E+05   0.140334E+01
  2995   0.242541E+02   0.848451E+00  -0.188798E+01   0.238872E+05   0.140486E+01
  2996   0.242323E+02   0.841868E+00  -0.187693E+01   0.238696E+05   0.140641E+01
  2997   0.242099E+02   0.835341E+00  -0.186568E+01   0.238520E+05   0.140801E+01
  2998   0.241869E+02   0.828864E+00  -0.185424E+01   0.238345E+05   0.140965E+01
  2999   0.241633E+02   0.822444E+00  -0.184261E+01   0.238169E+05   0.141132E+01
  3000   0.241390E+02   0.816072E+00  -0.183080E+01   0.237994E+05   0.141304E+01
  3001   0.241142E+02   0.809765E+00  -0.181882E+01   0.237819E+05   0.141480E+01
  3002   0.240886E+02   0.803508E+00  -0.180666E+01   0.237644E+05   0.141659E+01
  3003   0.240626E+02   0.797314E+00  -0.179434E+01   0.237470E+05   0.141843E+01
  3004   0.240357E+02   0.791178E+00  -0.178186E+01   0.237295E+05   0.142030E+01
  3005   0.240083E+02   0.785106E+00  -0.176922E+01   0.237121E+05   0.142221E+01
  3006   0.239802E+02   0.779091E+00  -0.175643E+01   0.236946E+05   0.142415E+01
  3007   0.239514E+02   0.773149E+00  -0.174350E+01   0.236773E+05   0.142613E+01
  3008   0.239220E+02   0.767265E+00  -0.173042E+01   0.236599E+05   0.142815E+01
  3009   0.238918E+02   0.761445E+00  -0.171721E+01   0.236425E+05   0.143020E+01
  3010   0.238610E+02   0.755698E+00  -0.170387E+01   0.236252E+05   0.143228E+01
  3011   0.238296E+02   0.750017E+00  -0.169040E+01   0.236078E+05   0.143440E+01
  3012   0.237973E+02   0.744401E+00  -0.167682E+01   0.235905E+05   0.143655E+01
  3013   0.237645E+02   0.738858E+00  -0.166311E+01   0.235732E+05   0.143873E+01
  3014   0.237309E+02   0.733388E+00  -0.164931E+01   0.235560E+05   0.144094E+01
  3015   0.236967E+02   0.727992E+00  -0.163540E+01   0.235387E+05   0.144318E+01
  3016   0.236617E+02   0.722662E+00  -0.162139E+01   0.235215E+05   0.144546E+01
  3017   0.236261E+02   0.717410E+00  -0.160729E+01   0.235042E+05   0.144776E+01
  3018   0.235898E+02   0.712231E+00  -0.159310E+01   0.234870E+05   0.145009E+01
  3019   0.235527E+02   0.707127E+00  -0.157883E+01   0.234699E+05   0.145245E+01
  3020   0.235150E+02   0.702100E+00  -0.156448E+01   0.234527E+05   0.145483E+01
  3021   0.234765E+02   0.697149E+00  -0.155006E+01   0.234355E+05   0.145724E+01
  3022   0.234373E+02   0.692275E+00  -0.153557E+01   0.234184E+05   0.145968E+01
  3023   0.233975E+02   0.687480E+00  -0.152103E+01   0.234013E+05   0.146214E+01
  3024   0.233569E+02   0.682763E+00  -0.150642E+01   0.233842E+05   0.146463E+01
  3025   0.233156E+02   0.678125E+00  -0.149177E+01   0.233671E+05   0.146714E+01
  3026   0.232738E+02   0.673568E+00  -0.147707E+01   0.233501E+05   0.146968E+01
  3027   0.232311E+02   0.669090E+00  -0.146234E+01   0.233330E+05   0.147224E+01
  3028   0.231878E+02   0.664694E+00  -0.144758E+01   0.233160E+05   0.147482E+01
  3029   0.231439E+02   0.660380E+00  -0.143278E+01   0.232990E+05   0.147742E+01
  3030   0.230992E+02   0.656148E+00  -0.141797E+01   0.232820E+05   0.148005E+01
  3031   0.230540E+02   0.651998E+00  -0.140313E+01   0.232650E+05   0.148269E+01
  3032   0.230080E+02   0.647930E+00  -0.138829E+01   0.232481E+05   0.148535E+01
  3033   0.229613E+02   0.643944E+00  -0.137343E+01   0.232311E+05   0.148804E+01
  3034   0.229141E+02   0.640042E+00  -0.135858E+01   0.232142E+05   0.149074E+01
  3035   0.228661E+02   0.636223E+00  -0.134373E+01   0.231973E+05   0.149345E+01
  3036   0.228176E+02   0.632488E+00  -0.132889E+01   0.231804E+05   0.149619E+01
  3037   0.227683E+02   0.628836E+00  -0.131406E+01   0.231635E+05   0.149894E+01
  3038   0.227185E+02   0.625268E+00  -0.129925E+01   0.231467E+05   0.150171E+01
  3039   0.226680E+02   0.621785E+00  -0.128446E+01   0.231298E+05   0.150449E+01
  3040   0.226169E+02   0.618385E+00  -0.126969E+01   0.231130E+05   0.150729E+01
  3041   0.225652E+02   0.615069E+00  -0.125496E+01   0.230962E+05   0.151010E+01
  3042   0.225129E+02   0.611837E+00  -0.124027E+01   0.230794E+05   0.151292E+01
  3043   0.224599E+02   0.608690E+00  -0.122562E+01   0.230627E+05   0.151576E+01
  3044   0.224064E+02   0.605627E+00  -0.121102E+01   0.230459E+05   0.151861E+01
  3045   0.223523E+02   0.602647E+00  -0.119646E+01   0.230292E+05   0.152147E+01
  3046   0.222977E+02   0.599752E+00  -0.118197E+01   0.230125E+05   0.152434E+01
  3047   0.222424E+02   0.596939E+00  -0.116752E+01   0.229958E+05   0.152722E+01
  3048   0.221865E+02   0.594211E+00  -0.115315E+01   0.229791E+05   0.153011E+01
  3049   0.221301E+02   0.591566E+00  -0.113885E+01   0.229624E+05   0.153301E+01
  3050   0.220732E+02   0.589004E+00  -0.112461E+01   0.229458E+05   0.153592E+01
  3051   0.220158E+02   0.586526E+00  -0.111045E+01   0.229291E+05   0.153884E+01
  3052   0.219577E+02   0.584129E+00  -0.109638E+01   0.229125E+05   0.154176E+01
  3053   0.218992E+02   0.581815E+00  -0.108239E+01   0.228959E+05   0.154469E+01
  3054   0.218401E+02   0.579583E+00  -0.106849E+01   0.228793E+05   0.154762E+01
  3055   0.217806E+02   0.577433E+00  -0.105468E+01   0.228628E+05   0.155056E+01
  3056   0.217206E+02   0.575364E+00  -0.104097E+01   0.228462E+05   0.155351E+01
  3057   0.216601E+02   0.573376E+00  -0.102738E+01   0.228297E+05   0.155646E+01
  3058   0.215992E+02   0.571469E+00  -0.101389E+01   0.228132E+05   0.155941E+01
  3059   0.215378E+02   0.569642E+00  -0.100051E+01   0.227967E+05   0.156237E+01
  3060   0.214760E+02   0.567894E+00  -0.987249E+00   0.227802E+05   0.156534E+01
  3061   0.214137E+02   0.566225E+00  -0.974105E+00   0.227637E+05   0.156830E+01
  3062   0.213510E+02   0.564635E+00  -0.961092E+00   0.227473E+05   0.157127E+01
  3063   0.212879E+02   0.563122E+00  -0.948202E+00   0.227309E+05   0.157424E+01
  3064   0.212244E+02   0.561688E+00  -0.935443E+00   0.227144E+05   0.157722E+01
  3065   0.211605E+02   0.560329E+00  -0.922823E+00   0.226980E+05   0.158019E+01
  3066   0.210963E+02   0.559047E+00  -0.910342E+00   0.226817E+05   0.158317E+01
  3067   0.210316E+02   0.557839E+00  -0.898000E+00   0.226653E+05   0.158615E+01
  3068   0.209666E+02   0.556706E+00  -0.885805E+00   0.226490E+05   0.158913E+01
  3069   0.209013E+02   0.555648E+00  -0.873758E+00   0.226326E+05   0.159211E+01
  3070   0.208357E+02   0.554663E+00  -0.861866E+00   0.226163E+05   0.159508E+01
  3071   0.207697E+02   0.553750E+00  -0.850130E+00   0.226000E+05   0.159806E+01
  3072   0.207034E+02   0.552909E+00  -0.838556E+00   0.225837E+05   0.160103E+01
  3073   0.206368E+02   0.552138E+00  -0.827139E+00   0.225675E+05   0.160401E+01
  3074   0.205700E+02   0.551437E+00  -0.815885E+00   0.225512E+05   0.160698E+01
  3075   0.205029E+02   0.550806E+00  -0.804803E+00   0.225350E+05   0.160995E+01
  3076   0.204355E+02   0.550243E+00  -0.793885E+00   0.225188E+05   0.161291E+01
  3077   0.203679E+02   0.549748E+00  -0.783147E+00   0.225026E+05   0.161588E+01
  3078   0.203001E+02   0.549318E+00  -0.772581E+00   0.224864E+05   0.161883E+01
  3079   0.202320E+02   0.548955E+00  -0.762188E+00   0.224702E+05   0.162179E+01
  3080   0.201638E+02   0.548657E+00  -0.751975E+00   0.224541E+05   0.162474E+01
  3081   0.200954E+02   0.548421E+00  -0.741950E+00   0.224379E+05   0.162768E+01
  3082   0.200267E+02   0.548249E+00  -0.732107E+00   0.224218E+05   0.163062E+01
  3083   0.199579E+02   0.548139E+00  -0.722448E+00   0.224057E+05   0.163356E+01
  3084   0.198890E+02   0.548088E+00  -0.712977E+00   0.223896E+05   0.163648E+01
  3085   0.198199E+02   0.548098E+00  -0.703697E+00   0.223736E+05   0.163940E+01
  3086   0.197506E+02   0.548166E+00  -0.694608E+00   0.223575E+05   0.164231E+01
  3087   0.196814E+02   0.548292E+00  -0.685713E+00   0.223415E+05   0.164522E+01
  3088   0.196119E+02   0.548474E+00  -0.677013E+00   0.223255E+05   0.164812E+01
  3089   0.195424E+02   0.548713E+00  -0.668509E+00   0.223094E+05   0.165101E+01
  3090   0.194728E+02   0.549005E+00  -0.660203E+00   0.222935E+05   0.165389E+01
  3091   0.194032E+02   0.549351E+00  -0.652096E+00   0.222775E+05   0.165676E+01
  3092   0.193335E+02   0.549749E+00  -0.644191E+00   0.222615E+05   0.165962E+01
  3093   0.192639E+02   0.550200E+00  -0.636487E+00   0.222456E+05   0.166247E+01
  3094   0.191941E+02   0.550699E+00  -0.628985E+00   0.222297E+05   0.166531E+01
  3095   0.191245E+02   0.551248E+00  -0.621688E+00   0.222138E+05   0.166814E+01
  3096   0.190547E+02   0.551845E+00  -0.614594E+00   0.221979E+05   0.167095E+01
  3097   0.189850E+02   0.552488E+00  -0.607706E+00   0.221820E+05   0.167376E+01
  3098   0.189154E+02   0.553177E+00  -0.601023E+00   0.221661E+05   0.167655E+01
  3099   0.188457E+02   0.553911E+00  -0.594547E+00   0.221503E+05   0.167934E+01
  3100   0.187761E+02   0.554687E+00  -0.588278E+00   0.221345E+05   0.168210E+01
  3101   0.187066E+02   0.555506E+00  -0.582216E+00   0.221186E+05   0.168486E+01
  3102   0.186372E+02   0.556366E+00  -0.576362E+00   0.221028E+05   0.168760E+01
  3103   0.185679E+02   0.557264E+00  -0.570715E+00   0.220871E+05   0.169033E+01
  3104   0.184986E+02   0.558202E+00  -0.565277E+00   0.220713E+05   0.169304E+01
  3105   0.184295E+02   0.559176E+00  -0.560047E+00   0.220555E+05   0.169573E+01
