#    L    TT             EE             TE             PP             TP          
  4257   0.105088E+01   0.393090E-01  -0.656871E-01   0.108237E+05   0.587369E+00
  4258   0.104942E+01   0.391065E-01  -0.655135E-01   0.108178E+05   0.587288E+00
  4259   0.104796E+01   0.389045E-01  -0.653340E-01   0.108120E+05   0.587209E+00
  4260   0.104650E+01   0.387028E-01  -0.651487E-01   0.108062E+05   0.587132E+00
  4261   0.104503E+01   0.385015E-01  -0.649576E-01   0.108004E+05   0.587058E+00
  4262   0.104357E+01   0.383007E-01  -0.647608E-01   0.107946E+05   0.586987E+00
  4263   0.104208E+01   0.381005E-01  -0.645585E-01   0.107888E+05   0.586918E+00
  4264   0.104060E+01   0.379008E-01  -0.643505E-01   0.107830E+05   0.586851E+00
  4265   0.103910E+01   0.377016E-01  -0.641372E-01   0.107772E+05   0.586787E+00
  4266   0.103761E+01   0.375030E-01  -0.639183E-01   0.107714E+05   0.586724E+00
  4267   0.103610E+01   0.373052E-01  -0.636942E-01   0.107656E+05   0.586665E+00
  4268   0.103459E+01   0.371079E-01  -0.634648E-01   0.107598E+05   0.586607E+00
  4269   0.103308E+01   0.369114E-01  -0.632302E-01   0.107540E+05   0.586551E+00
  4270   0.103155E+01   0.367157E-01  -0.629906E-01   0.107482E+05   0.586497E+00
  4271   0.103001E+01   0.365207E-01  -0.627460E-01   0.107424E+05   0.586446E+00
  4272   0.102846E+01   0.363266E-01  -0.624966E-01   0.107367E+05   0.586396E+00
  4273   0.102691E+01   0.361333E-01  -0.622423E-01   0.107309E+05   0.586348E+00
  4274   0.102535E+01   0.359408E-01  -0.619833E-01   0.107252E+05   0.586302E+00
  4275   0.102378E+01   0.357493E-01  -0.617197E-01   0.107194E+05   0.586258E+00
  4276   0.102220E+01   0.355587E-01  -0.614516E-01   0.107136E+05   0.586215E+00
  4277   0.102062E+01   0.353691E-01  -0.611791E-01   0.107079E+05   0.586174E+00
  4278   0.101902E+01   0.351805E-01  -0.609021E-01   0.107022E+05   0.586135E+00
  4279   0.101740E+01   0.349928E-01  -0.606210E-01   0.106964E+05   0.586097E+00
  4280   0.101579E+01   0.348063E-01  -0.603356E-01   0.106907E+05   0.586060E+00
  4281   0.101416E+01   0.346208E-01  -0.600462E-01   0.106849E+05   0.586026E+00
  4282   0.101252E+01   0.344363E-01  -0.597528E-01   0.106792E+05   0.585992E+00
  4283   0.101087E+01   0.342530E-01  -0.594555E-01   0.106735E+05   0.585960E+00
  4284   0.100921E+01   0.340709E-01  -0.591544E-01   0.106678E+05   0.585929E+00
  4285   0.100754E+01   0.338900E-01  -0.588497E-01   0.106621E+05   0.585899E+00
  4286   0.100585E+01   0.337103E-01  -0.585414E-01   0.106564E+05   0.585871E+00
  4287   0.100416E+01   0.335317E-01  -0.582298E-01   0.106506E+05   0.585843E+00
  4288   0.100246E+01   0.333545E-01  -0.579147E-01   0.106449E+05   0.585817E+00
  4289   0.100074E+01   0.331785E-01  -0.575964E-01   0.106393E+05   0.585792E+00
  4290   0.999009E+00   0.330039E-01  -0.572751E-01   0.106336E+05   0.585767E+00
  4291   0.997271E+00   0.328306E-01  -0.569506E-01   0.106279E+05   0.585744E+00
  4292   0.995526E+00   0.326586E-01  -0.566233E-01   0.106222E+05   0.585721E+00
  4293   0.993759E+00   0.324879E-01  -0.562931E-01   0.106165E+05   0.585699E+00
  4294   0.991986E+00   0.323187E-01  -0.559601E-01   0.106108E+05   0.585678E+00
  4295   0.990205E+00   0.321509E-01  -0.556246E-01   0.106052E+05   0.585658E+00
  4296   0.988402E+00   0.319844E-01  -0.552865E-01   0.105995E+05   0.585638E+00
  4297   0.986592E+00   0.318194E-01  -0.549459E-01   0.105938E+05   0.585618E+00
  4298   0.984774E+00   0.316559E-01  -0.546031E-01   0.105882E+05   0.585600E+00
  4299   0.982942E+00   0.314938E-01  -0.542580E-01   0.105825E+05   0.585581E+00
  4300   0.981095E+00   0.313332E-01  -0.539109E-01   0.105769E+05   0.585564E+00
  4301   0.979241E+00   0.311742E-01  -0.535618E-01   0.105712E+05   0.585546E+00
  4302   0.977371E+00   0.310166E-01  -0.532108E-01   0.105656E+05   0.585529E+00
  4303   0.975487E+00   0.308606E-01  -0.528580E-01   0.105599E+05   0.585512E+00
  4304   0.973595E+00   0.307062E-01  -0.525036E-01   0.105543E+05   0.585495E+00
  4305   0.971696E+00   0.305533E-01  -0.521476E-01   0.105487E+05   0.585479E+00
  4306   0.969774E+00   0.304019E-01  -0.517903E-01   0.105430E+05   0.585462E+00
  4307   0.967844E+00   0.302522E-01  -0.514316E-01   0.105374E+05   0.585446E+00
  4308   0.965907E+00   0.301041E-01  -0.510717E-01   0.105318E+05   0.585430E+00
  4309   0.963955E+00   0.299576E-01  -0.507107E-01   0.105262E+05   0.585414E+00
  4310   0.961987E+00   0.298127E-01  -0.503488E-01   0.105206E+05   0.585397E+00
  4311   0.960011E+00   0.296694E-01  -0.499859E-01   0.105150E+05   0.585381E+00
  4312   0.958028E+00   0.295279E-01  -0.496224E-01   0.105094E+05   0.585365E+00
  4313   0.956029E+00   0.293880E-01  -0.492583E-01   0.105038E+05   0.585348E+00
  4314   0.954015E+00   0.292497E-01  -0.488937E-01   0.104982E+05   0.585332E+00
  4315   0.951993E+00   0.291132E-01  -0.485287E-01   0.104926E+05   0.585315E+00
  4316   0.949963E+00   0.289783E-01  -0.481635E-01   0.104870E+05   0.585298E+00
  4317   0.947918E+00   0.288451E-01  -0.477980E-01   0.104814E+05   0.585280E+00
  4318   0.945864E+00   0.287137E-01  -0.474326E-01   0.104759E+05   0.585263E+00
  4319   0.943803E+00   0.285839E-01  -0.470673E-01   0.104703E+05   0.585244E+00
  4320   0.941725E+00   0.284559E-01  -0.467021E-01   0.104647E+05   0.585226E+00
  4321   0.939640E+00   0.283296E-01  -0.463371E-01   0.104592E+05   0.585207E+00
  4322   0.937546E+00   0.282050E-01  -0.459726E-01   0.104536E+05   0.585187E+00
  4323   0.935437E+00   0.280822E-01  -0.456085E-01   0.104481E+05   0.585167E+00
  4324   0.933326E+00   0.279611E-01  -0.452450E-01   0.104425E+05   0.585147E+00
  4325   0.931200E+00   0.278417E-01  -0.448821E-01   0.104370E+05   0.585125E+00
  4326   0.929058E+00   0.277241E-01  -0.445200E-01   0.104314E+05   0.585104E+00
  4327   0.926915E+00   0.276082E-01  -0.441588E-01   0.104259E+05   0.585081E+00
  4328   0.924756E+00   0.274940E-01  -0.437985E-01   0.104203E+05   0.585058E+00
  4329   0.922596E+00   0.273816E-01  -0.434393E-01   0.104148E+05   0.585033E+00
  4330   0.920420E+00   0.272710E-01  -0.430813E-01   0.104093E+05   0.585008E+00
  4331   0.918235E+00   0.271621E-01  -0.427246E-01   0.104038E+05   0.584983E+00
  4332   0.916042E+00   0.270549E-01  -0.423693E-01   0.103982E+05   0.584956E+00
  4333   0.913847E+00   0.269494E-01  -0.420154E-01   0.103927E+05   0.584928E+00
  4334   0.911637E+00   0.268457E-01  -0.416630E-01   0.103872E+05   0.584899E+00
  4335   0.909417E+00   0.267437E-01  -0.413123E-01   0.103817E+05   0.584870E+00
  4336   0.907196E+00   0.266434E-01  -0.409633E-01   0.103762E+05   0.584839E+00
  4337   0.904959E+00   0.265449E-01  -0.406161E-01   0.103707E+05   0.584807E+00
  4338   0.902721E+00   0.264481E-01  -0.402708E-01   0.103652E+05   0.584774E+00
  4339   0.900473E+00   0.263530E-01  -0.399275E-01   0.103597E+05   0.584740E+00
  4340   0.898217E+00   0.262596E-01  -0.395862E-01   0.103542E+05   0.584704E+00
  4341   0.895952E+00   0.261679E-01  -0.392471E-01   0.103488E+05   0.584668E+00
  4342   0.893685E+00   0.260779E-01  -0.389102E-01   0.103433E+05   0.584630E+00
  4343   0.891401E+00   0.259895E-01  -0.385755E-01   0.103378E+05   0.584590E+00
  4344   0.889116E+00   0.259028E-01  -0.382431E-01   0.103323E+05   0.584549E+00
  4345   0.886829E+00   0.258178E-01  -0.379132E-01   0.103269E+05   0.584507E+00
  4346   0.884533E+00   0.257345E-01  -0.375858E-01   0.103214E+05   0.584464E+00
  4347   0.882228E+00   0.256528E-01  -0.372610E-01   0.103160E+05   0.584418E+00
  4348   0.879921E+00   0.255728E-01  -0.369388E-01   0.103105E+05   0.584372E+00
  4349   0.877604E+00   0.254943E-01  -0.366193E-01   0.103051E+05   0.584323E+00
  4350   0.875286E+00   0.254176E-01  -0.363027E-01   0.102996E+05   0.584273E+00
  4351   0.872966E+00   0.253424E-01  -0.359888E-01   0.102942E+05   0.584222E+00
  4352   0.870636E+00   0.252687E-01  -0.356781E-01   0.102887E+05   0.584168E+00
  4353   0.868305E+00   0.251968E-01  -0.353702E-01   0.102833E+05   0.584113E+00
  4354   0.865964E+00   0.251263E-01  -0.350654E-01   0.102779E+05   0.584056E+00
  4355   0.863628E+00   0.250574E-01  -0.347638E-01   0.102724E+05   0.583998E+00
  4356   0.861284E+00   0.249901E-01  -0.344654E-01   0.102670E+05   0.583937E+00
  4357   0.858937E+00   0.249243E-01  -0.341701E-01   0.102616E+05   0.583875E+00
  4358   0.856581E+00   0.248599E-01  -0.338782E-01   0.102562E+05   0.583811E+00
  4359   0.854230E+00   0.247971E-01  -0.335897E-01   0.102508E+05   0.583745E+00
  4360   0.851870E+00   0.247358E-01  -0.333045E-01   0.102454E+05   0.583678E+00
  4361   0.849516E+00   0.246759E-01  -0.330230E-01   0.102400E+05   0.583608E+00
  4362   0.847152E+00   0.246175E-01  -0.327448E-01   0.102346E+05   0.583537E+00
  4363   0.844787E+00   0.245604E-01  -0.324702E-01   0.102292E+05   0.583463E+00
  4364   0.842427E+00   0.245048E-01  -0.321993E-01   0.102238E+05   0.583388E+00
  4365   0.840057E+00   0.244507E-01  -0.319320E-01   0.102184E+05   0.583311E+00
  4366   0.837693E+00   0.243978E-01  -0.316684E-01   0.102130E+05   0.583232E+00
  4367   0.835328E+00   0.243463E-01  -0.314087E-01   0.102076E+05   0.583150E+00
  4368   0.832960E+00   0.242961E-01  -0.311527E-01   0.102023E+05   0.583067E+00
  4369   0.830590E+00   0.242473E-01  -0.309005E-01   0.101969E+05   0.582982E+00
  4370   0.828227E+00   0.241997E-01  -0.306522E-01   0.101915E+05   0.582895E+00
  4371   0.825861E+00   0.241534E-01  -0.304078E-01   0.101862E+05   0.582805E+00
  4372   0.823493E+00   0.241084E-01  -0.301674E-01   0.101808E+05   0.582714E+00
  4373   0.821124E+00   0.240646E-01  -0.299309E-01   0.101755E+05   0.582620E+00
  4374   0.818760E+00   0.240220E-01  -0.296984E-01   0.101701E+05   0.582525E+00
  4375   0.816394E+00   0.239807E-01  -0.294699E-01   0.101648E+05   0.582427E+00
  4376   0.814034E+00   0.239405E-01  -0.292455E-01   0.101594E+05   0.582327E+00
  4377   0.811672E+00   0.239014E-01  -0.290253E-01   0.101541E+05   0.582225E+00
  4378   0.809315E+00   0.238635E-01  -0.288091E-01   0.101487E+05   0.582120E+00
  4379   0.806964E+00   0.238268E-01  -0.285971E-01   0.101434E+05   0.582014E+00
  4380   0.804612E+00   0.237910E-01  -0.283892E-01   0.101381E+05   0.581905E+00
  4381   0.802265E+00   0.237564E-01  -0.281856E-01   0.101328E+05   0.581793E+00
  4382   0.799916E+00   0.237228E-01  -0.279861E-01   0.101274E+05   0.581680E+00
  4383   0.797580E+00   0.236903E-01  -0.277909E-01   0.101221E+05   0.581564E+00
  4384   0.795242E+00   0.236588E-01  -0.275999E-01   0.101168E+05   0.581446E+00
  4385   0.792910E+00   0.236282E-01  -0.274132E-01   0.101115E+05   0.581326E+00
  4386   0.790577E+00   0.235987E-01  -0.272308E-01   0.101062E+05   0.581203E+00
  4387   0.788256E+00   0.235700E-01  -0.270526E-01   0.101009E+05   0.581078E+00
  4388   0.785933E+00   0.235424E-01  -0.268787E-01   0.100956E+05   0.580950E+00
  4389   0.783624E+00   0.235155E-01  -0.267090E-01   0.100903E+05   0.580820E+00
  4390   0.781313E+00   0.234896E-01  -0.265437E-01   0.100850E+05   0.580688E+00
  4391   0.779007E+00   0.234645E-01  -0.263826E-01   0.100797E+05   0.580553E+00
  4392   0.776707E+00   0.234404E-01  -0.262258E-01   0.100745E+05   0.580415E+00
  4393   0.774420E+00   0.234170E-01  -0.260733E-01   0.100692E+05   0.580276E+00
  4394   0.772132E+00   0.233943E-01  -0.259251E-01   0.100639E+05   0.580133E+00
  4395   0.769849E+00   0.233725E-01  -0.257811E-01   0.100586E+05   0.579988E+00
  4396   0.767579E+00   0.233514E-01  -0.256415E-01   0.100534E+05   0.579841E+00
  4397   0.765307E+00   0.233310E-01  -0.255060E-01   0.100481E+05   0.579690E+00
  4398   0.763049E+00   0.233113E-01  -0.253749E-01   0.100429E+05   0.579538E+00
  4399   0.760796E+00   0.232924E-01  -0.252479E-01   0.100376E+05   0.579382E+00
  4400   0.758549E+00   0.232740E-01  -0.251253E-01   0.100324E+05   0.579224E+00
  4401   0.756315E+00   0.232563E-01  -0.250068E-01   0.100271E+05   0.579064E+00
  4402   0.754079E+00   0.232392E-01  -0.248925E-01   0.100219E+05   0.578900E+00
  4403   0.751857E+00   0.232227E-01  -0.247824E-01   0.100166E+05   0.578734E+00
  4404   0.749640E+00   0.232067E-01  -0.246765E-01   0.100114E+05   0.578566E+00
  4405   0.747437E+00   0.231914E-01  -0.245746E-01   0.100062E+05   0.578394E+00
  4406   0.745239E+00   0.231765E-01  -0.244769E-01   0.100009E+05   0.578220E+00
  4407   0.743047E+00   0.231621E-01  -0.243834E-01   0.999571E+04   0.578044E+00
  4408   0.740869E+00   0.231481E-01  -0.242938E-01   0.999049E+04   0.577864E+00
  4409   0.738697E+00   0.231346E-01  -0.242083E-01   0.998527E+04   0.577682E+00
  4410   0.736538E+00   0.231215E-01  -0.241268E-01   0.998006E+04   0.577498E+00
  4411   0.734385E+00   0.231089E-01  -0.240492E-01   0.997485E+04   0.577310E+00
  4412   0.732238E+00   0.230966E-01  -0.239756E-01   0.996965E+04   0.577120E+00
  4413   0.730105E+00   0.230847E-01  -0.239058E-01   0.996445E+04   0.576927E+00
  4414   0.727985E+00   0.230731E-01  -0.238400E-01   0.995925E+04   0.576732E+00
  4415   0.725872E+00   0.230617E-01  -0.237779E-01   0.995406E+04   0.576533E+00
  4416   0.723764E+00   0.230507E-01  -0.237196E-01   0.994887E+04   0.576332E+00
  4417   0.721678E+00   0.230399E-01  -0.236651E-01   0.994368E+04   0.576129E+00
  4418   0.719591E+00   0.230293E-01  -0.236142E-01   0.993850E+04   0.575922E+00
  4419   0.717524E+00   0.230189E-01  -0.235670E-01   0.993332E+04   0.575713E+00
  4420   0.715460E+00   0.230087E-01  -0.235234E-01   0.992815E+04   0.575501E+00
  4421   0.713410E+00   0.229987E-01  -0.234834E-01   0.992298E+04   0.575287E+00
  4422   0.711371E+00   0.229888E-01  -0.234469E-01   0.991781E+04   0.575069E+00
  4423   0.709344E+00   0.229791E-01  -0.234138E-01   0.991265E+04   0.574849E+00
  4424   0.707328E+00   0.229694E-01  -0.233842E-01   0.990749E+04   0.574626E+00
  4425   0.705323E+00   0.229598E-01  -0.233580E-01   0.990233E+04   0.574401E+00
  4426   0.703330E+00   0.229502E-01  -0.233351E-01   0.989718E+04   0.574172E+00
  4427   0.701348E+00   0.229407E-01  -0.233155E-01   0.989203E+04   0.573941E+00
  4428   0.699377E+00   0.229312E-01  -0.232992E-01   0.988689E+04   0.573707E+00
  4429   0.697419E+00   0.229216E-01  -0.232860E-01   0.988175E+04   0.573471E+00
  4430   0.695472E+00   0.229121E-01  -0.232760E-01   0.987661E+04   0.573232E+00
  4431   0.693538E+00   0.229024E-01  -0.232690E-01   0.987148E+04   0.572989E+00
  4432   0.691615E+00   0.228927E-01  -0.232652E-01   0.986635E+04   0.572745E+00
  4433   0.689705E+00   0.228829E-01  -0.232643E-01   0.986122E+04   0.572497E+00
  4434   0.687807E+00   0.228730E-01  -0.232663E-01   0.985610E+04   0.572246E+00
  4435   0.685923E+00   0.228630E-01  -0.232713E-01   0.985098E+04   0.571993E+00
  4436   0.684050E+00   0.228528E-01  -0.232791E-01   0.984587E+04   0.571737E+00
  4437   0.682190E+00   0.228424E-01  -0.232897E-01   0.984075E+04   0.571478E+00
  4438   0.680343E+00   0.228319E-01  -0.233030E-01   0.983565E+04   0.571217E+00
  4439   0.678508E+00   0.228212E-01  -0.233191E-01   0.983054E+04   0.570952E+00
  4440   0.676687E+00   0.228103E-01  -0.233377E-01   0.982544E+04   0.570685E+00
  4441   0.674878E+00   0.227991E-01  -0.233589E-01   0.982035E+04   0.570415E+00
  4442   0.673082E+00   0.227876E-01  -0.233827E-01   0.981525E+04   0.570142E+00
  4443   0.671299E+00   0.227759E-01  -0.234089E-01   0.981016E+04   0.569867E+00
  4444   0.669528E+00   0.227640E-01  -0.234376E-01   0.980508E+04   0.569589E+00
  4445   0.667770E+00   0.227517E-01  -0.234685E-01   0.980000E+04   0.569307E+00
  4446   0.666025E+00   0.227391E-01  -0.235018E-01   0.979492E+04   0.569023E+00
  4447   0.664293E+00   0.227262E-01  -0.235372E-01   0.978984E+04   0.568736E+00
  4448   0.662574E+00   0.227130E-01  -0.235749E-01   0.978477E+04   0.568447E+00
  4449   0.660868E+00   0.226994E-01  -0.236147E-01   0.977971E+04   0.568154E+00
  4450   0.659175E+00   0.226854E-01  -0.236565E-01   0.977464E+04   0.567859E+00
  4451   0.657495E+00   0.226710E-01  -0.237002E-01   0.976958E+04   0.567561E+00
  4452   0.655827E+00   0.226563E-01  -0.237460E-01   0.976453E+04   0.567260E+00
  4453   0.654173E+00   0.226412E-01  -0.237936E-01   0.975947E+04   0.566956E+00
  4454   0.652532E+00   0.226256E-01  -0.238430E-01   0.975443E+04   0.566649E+00
  4455   0.650903E+00   0.226096E-01  -0.238941E-01   0.974938E+04   0.566340E+00
  4456   0.649288E+00   0.225931E-01  -0.239469E-01   0.974434E+04   0.566027E+00
  4457   0.647685E+00   0.225762E-01  -0.240013E-01   0.973930E+04   0.565712E+00
  4458   0.646094E+00   0.225588E-01  -0.240573E-01   0.973427E+04   0.565394E+00
  4459   0.644517E+00   0.225409E-01  -0.241146E-01   0.972923E+04   0.565073E+00
  4460   0.642951E+00   0.225225E-01  -0.241734E-01   0.972421E+04   0.564750E+00
  4461   0.641399E+00   0.225036E-01  -0.242334E-01   0.971918E+04   0.564423E+00
  4462   0.639858E+00   0.224842E-01  -0.242948E-01   0.971416E+04   0.564094E+00
  4463   0.638330E+00   0.224643E-01  -0.243572E-01   0.970915E+04   0.563762E+00
  4464   0.636813E+00   0.224437E-01  -0.244208E-01   0.970413E+04   0.563427E+00
  4465   0.635309E+00   0.224226E-01  -0.244853E-01   0.969913E+04   0.563089E+00
  4466   0.633817E+00   0.224010E-01  -0.245509E-01   0.969412E+04   0.562748E+00
  4467   0.632338E+00   0.223788E-01  -0.246173E-01   0.968912E+04   0.562405E+00
  4468   0.630870E+00   0.223560E-01  -0.246845E-01   0.968412E+04   0.562059E+00
  4469   0.629414E+00   0.223327E-01  -0.247526E-01   0.967912E+04   0.561710E+00
  4470   0.627970E+00   0.223087E-01  -0.248212E-01   0.967413E+04   0.561358E+00
  4471   0.626538E+00   0.222841E-01  -0.248906E-01   0.966915E+04   0.561003E+00
  4472   0.625118E+00   0.222590E-01  -0.249605E-01   0.966416E+04   0.560646E+00
  4473   0.623710E+00   0.222332E-01  -0.250308E-01   0.965918E+04   0.560286E+00
  4474   0.622313E+00   0.222068E-01  -0.251016E-01   0.965420E+04   0.559923E+00
  4475   0.620927E+00   0.221797E-01  -0.251727E-01   0.964923E+04   0.559557E+00
  4476   0.619553E+00   0.221521E-01  -0.252441E-01   0.964426E+04   0.559188E+00
  4477   0.618190E+00   0.221238E-01  -0.253157E-01   0.963929E+04   0.558817E+00
  4478   0.616837E+00   0.220948E-01  -0.253875E-01   0.963433E+04   0.558442E+00
  4479   0.615496E+00   0.220652E-01  -0.254593E-01   0.962937E+04   0.558065E+00
  4480   0.614166E+00   0.220349E-01  -0.255312E-01   0.962442E+04   0.557686E+00
  4481   0.612846E+00   0.220039E-01  -0.256031E-01   0.961946E+04   0.557303E+00
  4482   0.611537E+00   0.219722E-01  -0.256748E-01   0.961452E+04   0.556918E+00
  4483   0.610239E+00   0.219399E-01  -0.257464E-01   0.960957E+04   0.556529E+00
  4484   0.608951E+00   0.219069E-01  -0.258178E-01   0.960463E+04   0.556138E+00
  4485   0.607674E+00   0.218732E-01  -0.258889E-01   0.959969E+04   0.555745E+00
  4486   0.606406E+00   0.218389E-01  -0.259597E-01   0.959476E+04   0.555348E+00
  4487   0.605149E+00   0.218038E-01  -0.260301E-01   0.958983E+04   0.554949E+00
  4488   0.603901E+00   0.217681E-01  -0.261001E-01   0.958490E+04   0.554546E+00
  4489   0.602663E+00   0.217317E-01  -0.261695E-01   0.957997E+04   0.554141E+00
  4490   0.601435E+00   0.216945E-01  -0.262384E-01   0.957505E+04   0.553734E+00
  4491   0.600217E+00   0.216567E-01  -0.263067E-01   0.957014E+04   0.553323E+00
  4492   0.599007E+00   0.216181E-01  -0.263743E-01   0.956522E+04   0.552910E+00
  4493   0.597807E+00   0.215789E-01  -0.264412E-01   0.956031E+04   0.552494E+00
  4494   0.596615E+00   0.215390E-01  -0.265074E-01   0.955541E+04   0.552075E+00
  4495   0.595433E+00   0.214983E-01  -0.265728E-01   0.955050E+04   0.551653E+00
  4496   0.594260E+00   0.214571E-01  -0.266373E-01   0.954560E+04   0.551229E+00
  4497   0.593096E+00   0.214151E-01  -0.267009E-01   0.954071E+04   0.550802E+00
  4498   0.591939E+00   0.213724E-01  -0.267636E-01   0.953582E+04   0.550372E+00
  4499   0.590793E+00   0.213291E-01  -0.268253E-01   0.953093E+04   0.549939E+00
  4500   0.589654E+00   0.212851E-01  -0.268859E-01   0.952604E+04   0.549504E+00
  4501   0.588524E+00   0.212404E-01  -0.269455E-01   0.952116E+04   0.549066E+00
  4502   0.587401E+00   0.211950E-01  -0.270039E-01   0.951628E+04   0.548625E+00
  4503   0.586287E+00   0.211490E-01  -0.270612E-01   0.951141E+04   0.548181E+00
  4504   0.585180E+00   0.211022E-01  -0.271173E-01   0.950653E+04   0.547735E+00
  4505   0.584080E+00   0.210549E-01  -0.271720E-01   0.950167E+04   0.547286E+00
  4506   0.582987E+00   0.210069E-01  -0.272255E-01   0.949680E+04   0.546834E+00
  4507   0.581902E+00   0.209581E-01  -0.272776E-01   0.949194E+04   0.546380E+00
  4508   0.580824E+00   0.209089E-01  -0.273282E-01   0.948708E+04   0.545924E+00
  4509   0.579752E+00   0.208589E-01  -0.273775E-01   0.948223E+04   0.545465E+00
  4510   0.578687E+00   0.208082E-01  -0.274252E-01   0.947738E+04   0.545003E+00
  4511   0.577629E+00   0.207570E-01  -0.274714E-01   0.947253E+04   0.544539E+00
  4512   0.576576E+00   0.207051E-01  -0.275160E-01   0.946769E+04   0.544073E+00
  4513   0.575529E+00   0.206527E-01  -0.275590E-01   0.946285E+04   0.543604E+00
  4514   0.574488E+00   0.205996E-01  -0.276004E-01   0.945801E+04   0.543133E+00
  4515   0.573453E+00   0.205459E-01  -0.276400E-01   0.945317E+04   0.542660E+00
  4516   0.572422E+00   0.204916E-01  -0.276780E-01   0.944834E+04   0.542184E+00
  4517   0.571397E+00   0.204368E-01  -0.277141E-01   0.944352E+04   0.541707E+00
  4518   0.570376E+00   0.203813E-01  -0.277484E-01   0.943869E+04   0.541227E+00
  4519   0.569360E+00   0.203252E-01  -0.277809E-01   0.943387E+04   0.540745E+00
  4520   0.568348E+00   0.202687E-01  -0.278115E-01   0.942906E+04   0.540261E+00
  4521   0.567340E+00   0.202114E-01  -0.278401E-01   0.942424E+04   0.539775E+00
  4522   0.566337E+00   0.201537E-01  -0.278668E-01   0.941944E+04   0.539287E+00
  4523   0.565336E+00   0.200954E-01  -0.278915E-01   0.941463E+04   0.538797E+00
  4524   0.564340E+00   0.200366E-01  -0.279142E-01   0.940983E+04   0.538304E+00
  4525   0.563347E+00   0.199773E-01  -0.279349E-01   0.940503E+04   0.537810E+00
  4526   0.562359E+00   0.199175E-01  -0.279535E-01   0.940023E+04   0.537315E+00
  4527   0.561373E+00   0.198571E-01  -0.279700E-01   0.939544E+04   0.536817E+00
  4528   0.560390E+00   0.197963E-01  -0.279843E-01   0.939065E+04   0.536317E+00
  4529   0.559409E+00   0.197350E-01  -0.279966E-01   0.938586E+04   0.535816E+00
  4530   0.558432E+00   0.196732E-01  -0.280067E-01   0.938108E+04   0.535313E+00
  4531   0.557457E+00   0.196109E-01  -0.280145E-01   0.937630E+04   0.534808E+00
  4532   0.556484E+00   0.195481E-01  -0.280202E-01   0.937153E+04   0.534302E+00
  4533   0.555513E+00   0.194849E-01  -0.280236E-01   0.936675E+04   0.533794E+00
  4534   0.554544E+00   0.194213E-01  -0.280249E-01   0.936198E+04   0.533284E+00
  4535   0.553577E+00   0.193573E-01  -0.280238E-01   0.935722E+04   0.532773E+00
  4536   0.552611E+00   0.192927E-01  -0.280204E-01   0.935246E+04   0.532260E+00
  4537   0.551647E+00   0.192279E-01  -0.280148E-01   0.934770E+04   0.531746E+00
  4538   0.550684E+00   0.191625E-01  -0.280068E-01   0.934294E+04   0.531230E+00
  4539   0.549722E+00   0.190969E-01  -0.279965E-01   0.933819E+04   0.530713E+00
  4540   0.548762E+00   0.190307E-01  -0.279838E-01   0.933344E+04   0.530194E+00
  4541   0.547801E+00   0.189643E-01  -0.279689E-01   0.932869E+04   0.529674E+00
  4542   0.546842E+00   0.188975E-01  -0.279515E-01   0.932395E+04   0.529153E+00
  4543   0.545883E+00   0.188304E-01  -0.279319E-01   0.931921E+04   0.528631E+00
  4544   0.544925E+00   0.187629E-01  -0.279098E-01   0.931448E+04   0.528107E+00
  4545   0.543966E+00   0.186951E-01  -0.278854E-01   0.930975E+04   0.527582E+00
  4546   0.543008E+00   0.186269E-01  -0.278586E-01   0.930502E+04   0.527056E+00
  4547   0.542049E+00   0.185584E-01  -0.278294E-01   0.930029E+04   0.526529E+00
  4548   0.541090E+00   0.184897E-01  -0.277978E-01   0.929557E+04   0.526000E+00
  4549   0.540130E+00   0.184207E-01  -0.277639E-01   0.929085E+04   0.525471E+00
  4550   0.539170E+00   0.183514E-01  -0.277275E-01   0.928614E+04   0.524941E+00
  4551   0.538209E+00   0.182818E-01  -0.276887E-01   0.928142E+04   0.524409E+00
  4552   0.537247E+00   0.182120E-01  -0.276477E-01   0.927672E+04   0.523877E+00
  4553   0.536284E+00   0.181420E-01  -0.276042E-01   0.927201E+04   0.523343E+00
  4554   0.535321E+00   0.180718E-01  -0.275584E-01   0.926731E+04   0.522809E+00
  4555   0.534356E+00   0.180013E-01  -0.275102E-01   0.926261E+04   0.522273E+00
  4556   0.533390E+00   0.179307E-01  -0.274596E-01   0.925791E+04   0.521737E+00
  4557   0.532422E+00   0.178599E-01  -0.274067E-01   0.925322E+04   0.521200E+00
  4558   0.531452E+00   0.177889E-01  -0.273515E-01   0.924853E+04   0.520661E+00
  4559   0.530481E+00   0.177178E-01  -0.272940E-01   0.924385E+04   0.520122E+00
  4560   0.529508E+00   0.176466E-01  -0.272341E-01   0.923916E+04   0.519582E+00
  4561   0.528533E+00   0.175752E-01  -0.271720E-01   0.923449E+04   0.519041E+00
  4562   0.527556E+00   0.175037E-01  -0.271077E-01   0.922981E+04   0.518499E+00
  4563   0.526576E+00   0.174321E-01  -0.270409E-01   0.922514E+04   0.517956E+00
  4564   0.525594E+00   0.173605E-01  -0.269720E-01   0.922047E+04   0.517412E+00
  4565   0.524609E+00   0.172888E-01  -0.269009E-01   0.921580E+04   0.516867E+00
  4566   0.523620E+00   0.172170E-01  -0.268275E-01   0.921114E+04   0.516321E+00
