#    L    TT             EE             TE             PP             TP          
  5198   0.109353E+00   0.290429E-02  -0.330057E-02   0.681354E+04   0.333562E+00
  5199   0.109121E+00   0.289417E-02  -0.329213E-02   0.681047E+04   0.333315E+00
  5200   0.108889E+00   0.288407E-02  -0.328361E-02   0.680741E+04   0.333067E+00
  5201   0.108656E+00   0.287399E-02  -0.327501E-02   0.680434E+04   0.332820E+00
  5202   0.108424E+00   0.286394E-02  -0.326633E-02   0.680128E+04   0.332572E+00
  5203   0.108190E+00   0.285391E-02  -0.325757E-02   0.679822E+04   0.332324E+00
  5204   0.107957E+00   0.284389E-02  -0.324874E-02   0.679517E+04   0.332076E+00
  5205   0.107724E+00   0.283391E-02  -0.323982E-02   0.679211E+04   0.331828E+00
  5206   0.107490E+00   0.282395E-02  -0.323084E-02   0.678906E+04   0.331579E+00
  5207   0.107256E+00   0.281402E-02  -0.322176E-02   0.678600E+04   0.331331E+00
  5208   0.107021E+00   0.280413E-02  -0.321262E-02   0.678295E+04   0.331082E+00
  5209   0.106786E+00   0.279426E-02  -0.320339E-02   0.677991E+04   0.330833E+00
  5210   0.106551E+00   0.278442E-02  -0.319409E-02   0.677686E+04   0.330584E+00
  5211   0.106315E+00   0.277463E-02  -0.318472E-02   0.677382E+04   0.330334E+00
  5212   0.106080E+00   0.276486E-02  -0.317526E-02   0.677077E+04   0.330085E+00
  5213   0.105843E+00   0.275513E-02  -0.316573E-02   0.676773E+04   0.329835E+00
  5214   0.105606E+00   0.274544E-02  -0.315612E-02   0.676469E+04   0.329585E+00
  5215   0.105369E+00   0.273578E-02  -0.314643E-02   0.676166E+04   0.329335E+00
  5216   0.105132E+00   0.272617E-02  -0.313667E-02   0.675862E+04   0.329085E+00
  5217   0.104893E+00   0.271660E-02  -0.312684E-02   0.675559E+04   0.328835E+00
  5218   0.104654E+00   0.270708E-02  -0.311692E-02   0.675256E+04   0.328585E+00
  5219   0.104415E+00   0.269759E-02  -0.310694E-02   0.674953E+04   0.328334E+00
  5220   0.104175E+00   0.268816E-02  -0.309687E-02   0.674650E+04   0.328083E+00
  5221   0.103935E+00   0.267877E-02  -0.308673E-02   0.674348E+04   0.327833E+00
  5222   0.103694E+00   0.266943E-02  -0.307652E-02   0.674045E+04   0.327582E+00
  5223   0.103452E+00   0.266014E-02  -0.306623E-02   0.673743E+04   0.327331E+00
  5224   0.103210E+00   0.265090E-02  -0.305587E-02   0.673441E+04   0.327080E+00
  5225   0.102967E+00   0.264172E-02  -0.304543E-02   0.673139E+04   0.326828E+00
  5226   0.102724E+00   0.263259E-02  -0.303492E-02   0.672838E+04   0.326577E+00
  5227   0.102480E+00   0.262351E-02  -0.302434E-02   0.672536E+04   0.326325E+00
  5228   0.102235E+00   0.261449E-02  -0.301368E-02   0.672235E+04   0.326074E+00
  5229   0.101990E+00   0.260553E-02  -0.300294E-02   0.671934E+04   0.325822E+00
  5230   0.101744E+00   0.259663E-02  -0.299214E-02   0.671633E+04   0.325570E+00
  5231   0.101496E+00   0.258779E-02  -0.298126E-02   0.671333E+04   0.325318E+00
  5232   0.101249E+00   0.257902E-02  -0.297031E-02   0.671032E+04   0.325066E+00
  5233   0.101001E+00   0.257030E-02  -0.295928E-02   0.670732E+04   0.324814E+00
  5234   0.100752E+00   0.256165E-02  -0.294818E-02   0.670432E+04   0.324562E+00
  5235   0.100502E+00   0.255306E-02  -0.293702E-02   0.670132E+04   0.324310E+00
  5236   0.100251E+00   0.254454E-02  -0.292578E-02   0.669832E+04   0.324057E+00
  5237   0.100000E+00   0.253608E-02  -0.291447E-02   0.669533E+04   0.323805E+00
  5238   0.997477E-01   0.252768E-02  -0.290310E-02   0.669233E+04   0.323553E+00
  5239   0.994951E-01   0.251934E-02  -0.289166E-02   0.668934E+04   0.323300E+00
  5240   0.992417E-01   0.251106E-02  -0.288015E-02   0.668635E+04   0.323047E+00
  5241   0.989876E-01   0.250285E-02  -0.286858E-02   0.668336E+04   0.322795E+00
  5242   0.987335E-01   0.249468E-02  -0.285695E-02   0.668038E+04   0.322542E+00
  5243   0.984778E-01   0.248659E-02  -0.284525E-02   0.667739E+04   0.322289E+00
  5244   0.982221E-01   0.247855E-02  -0.283349E-02   0.667441E+04   0.322036E+00
  5245   0.979657E-01   0.247057E-02  -0.282167E-02   0.667143E+04   0.321783E+00
  5246   0.977084E-01   0.246265E-02  -0.280979E-02   0.666845E+04   0.321530E+00
  5247   0.974512E-01   0.245479E-02  -0.279785E-02   0.666548E+04   0.321277E+00
  5248   0.971924E-01   0.244698E-02  -0.278586E-02   0.666250E+04   0.321024E+00
  5249   0.969336E-01   0.243923E-02  -0.277380E-02   0.665953E+04   0.320771E+00
  5250   0.966748E-01   0.243154E-02  -0.276169E-02   0.665656E+04   0.320518E+00
  5251   0.964145E-01   0.242390E-02  -0.274953E-02   0.665359E+04   0.320264E+00
  5252   0.961541E-01   0.241632E-02  -0.273731E-02   0.665062E+04   0.320011E+00
  5253   0.958938E-01   0.240880E-02  -0.272505E-02   0.664765E+04   0.319758E+00
  5254   0.956319E-01   0.240133E-02  -0.271273E-02   0.664469E+04   0.319505E+00
  5255   0.953707E-01   0.239392E-02  -0.270036E-02   0.664173E+04   0.319251E+00
  5256   0.951080E-01   0.238656E-02  -0.268793E-02   0.663877E+04   0.318998E+00
  5257   0.948453E-01   0.237926E-02  -0.267546E-02   0.663581E+04   0.318745E+00
  5258   0.945818E-01   0.237201E-02  -0.266295E-02   0.663285E+04   0.318491E+00
  5259   0.943183E-01   0.236481E-02  -0.265038E-02   0.662990E+04   0.318238E+00
  5260   0.940548E-01   0.235767E-02  -0.263778E-02   0.662694E+04   0.317984E+00
  5261   0.937898E-01   0.235057E-02  -0.262512E-02   0.662399E+04   0.317731E+00
  5262   0.935254E-01   0.234354E-02  -0.261243E-02   0.662104E+04   0.317478E+00
  5263   0.932603E-01   0.233655E-02  -0.259969E-02   0.661810E+04   0.317224E+00
  5264   0.929945E-01   0.232961E-02  -0.258691E-02   0.661515E+04   0.316971E+00
  5265   0.927286E-01   0.232272E-02  -0.257409E-02   0.661221E+04   0.316718E+00
  5266   0.924627E-01   0.231589E-02  -0.256122E-02   0.660927E+04   0.316464E+00
  5267   0.921960E-01   0.230910E-02  -0.254833E-02   0.660633E+04   0.316211E+00
  5268   0.919293E-01   0.230236E-02  -0.253539E-02   0.660339E+04   0.315958E+00
  5269   0.916618E-01   0.229567E-02  -0.252242E-02   0.660045E+04   0.315704E+00
  5270   0.913943E-01   0.228904E-02  -0.250941E-02   0.659752E+04   0.315451E+00
  5271   0.911268E-01   0.228244E-02  -0.249637E-02   0.659458E+04   0.315198E+00
  5272   0.908585E-01   0.227590E-02  -0.248330E-02   0.659165E+04   0.314945E+00
  5273   0.905902E-01   0.226941E-02  -0.247018E-02   0.658872E+04   0.314691E+00
  5274   0.903218E-01   0.226296E-02  -0.245705E-02   0.658579E+04   0.314438E+00
  5275   0.900535E-01   0.225656E-02  -0.244388E-02   0.658287E+04   0.314185E+00
  5276   0.897843E-01   0.225021E-02  -0.243068E-02   0.657995E+04   0.313932E+00
  5277   0.895151E-01   0.224389E-02  -0.241745E-02   0.657702E+04   0.313679E+00
  5278   0.892460E-01   0.223764E-02  -0.240420E-02   0.657410E+04   0.313426E+00
  5279   0.889767E-01   0.223142E-02  -0.239092E-02   0.657118E+04   0.313173E+00
  5280   0.887075E-01   0.222524E-02  -0.237761E-02   0.656827E+04   0.312921E+00
  5281   0.884375E-01   0.221911E-02  -0.236428E-02   0.656535E+04   0.312668E+00
  5282   0.881675E-01   0.221303E-02  -0.235093E-02   0.656244E+04   0.312415E+00
  5283   0.878974E-01   0.220699E-02  -0.233755E-02   0.655953E+04   0.312162E+00
  5284   0.876281E-01   0.220099E-02  -0.232416E-02   0.655662E+04   0.311910E+00
  5285   0.873572E-01   0.219503E-02  -0.231074E-02   0.655371E+04   0.311657E+00
  5286   0.870871E-01   0.218912E-02  -0.229730E-02   0.655080E+04   0.311405E+00
  5287   0.868169E-01   0.218325E-02  -0.228385E-02   0.654790E+04   0.311153E+00
  5288   0.865467E-01   0.217742E-02  -0.227038E-02   0.654500E+04   0.310900E+00
  5289   0.862765E-01   0.217163E-02  -0.225689E-02   0.654210E+04   0.310648E+00
  5290   0.860063E-01   0.216588E-02  -0.224339E-02   0.653920E+04   0.310396E+00
  5291   0.857352E-01   0.216017E-02  -0.222988E-02   0.653630E+04   0.310144E+00
  5292   0.854650E-01   0.215450E-02  -0.221635E-02   0.653341E+04   0.309892E+00
  5293   0.851946E-01   0.214888E-02  -0.220281E-02   0.653051E+04   0.309640E+00
  5294   0.849243E-01   0.214329E-02  -0.218925E-02   0.652762E+04   0.309389E+00
  5295   0.846539E-01   0.213774E-02  -0.217569E-02   0.652473E+04   0.309137E+00
  5296   0.843836E-01   0.213222E-02  -0.216212E-02   0.652184E+04   0.308886E+00
  5297   0.841131E-01   0.212675E-02  -0.214854E-02   0.651896E+04   0.308634E+00
  5298   0.838434E-01   0.212131E-02  -0.213496E-02   0.651607E+04   0.308383E+00
  5299   0.835730E-01   0.211591E-02  -0.212136E-02   0.651319E+04   0.308132E+00
  5300   0.833032E-01   0.211055E-02  -0.210776E-02   0.651031E+04   0.307881E+00
  5301   0.830335E-01   0.210522E-02  -0.209416E-02   0.650743E+04   0.307630E+00
  5302   0.827637E-01   0.209993E-02  -0.208056E-02   0.650455E+04   0.307379E+00
  5303   0.824938E-01   0.209468E-02  -0.206696E-02   0.650168E+04   0.307129E+00
  5304   0.822247E-01   0.208945E-02  -0.205335E-02   0.649880E+04   0.306878E+00
  5305   0.819556E-01   0.208426E-02  -0.203974E-02   0.649593E+04   0.306628E+00
  5306   0.816864E-01   0.207911E-02  -0.202613E-02   0.649306E+04   0.306378E+00
  5307   0.814173E-01   0.207399E-02  -0.201253E-02   0.649019E+04   0.306128E+00
  5308   0.811488E-01   0.206891E-02  -0.199893E-02   0.648732E+04   0.305878E+00
  5309   0.808803E-01   0.206385E-02  -0.198533E-02   0.648446E+04   0.305628E+00
  5310   0.806125E-01   0.205883E-02  -0.197174E-02   0.648159E+04   0.305378E+00
  5311   0.803440E-01   0.205385E-02  -0.195815E-02   0.647873E+04   0.305129E+00
  5312   0.800762E-01   0.204889E-02  -0.194458E-02   0.647587E+04   0.304880E+00
  5313   0.798091E-01   0.204397E-02  -0.193101E-02   0.647301E+04   0.304630E+00
  5314   0.795420E-01   0.203908E-02  -0.191745E-02   0.647016E+04   0.304381E+00
  5315   0.792748E-01   0.203422E-02  -0.190390E-02   0.646730E+04   0.304133E+00
  5316   0.790084E-01   0.202938E-02  -0.189036E-02   0.646445E+04   0.303884E+00
  5317   0.787419E-01   0.202458E-02  -0.187683E-02   0.646160E+04   0.303636E+00
  5318   0.784762E-01   0.201981E-02  -0.186332E-02   0.645875E+04   0.303387E+00
  5319   0.782111E-01   0.201506E-02  -0.184981E-02   0.645590E+04   0.303139E+00
  5320   0.779454E-01   0.201034E-02  -0.183633E-02   0.645305E+04   0.302891E+00
  5321   0.776810E-01   0.200565E-02  -0.182287E-02   0.645021E+04   0.302644E+00
  5322   0.774167E-01   0.200099E-02  -0.180941E-02   0.644737E+04   0.302396E+00
  5323   0.771523E-01   0.199636E-02  -0.179599E-02   0.644453E+04   0.302149E+00
  5324   0.768886E-01   0.199175E-02  -0.178257E-02   0.644169E+04   0.301902E+00
  5325   0.766257E-01   0.198718E-02  -0.176918E-02   0.643885E+04   0.301655E+00
  5326   0.763627E-01   0.198263E-02  -0.175581E-02   0.643601E+04   0.301408E+00
  5327   0.761005E-01   0.197810E-02  -0.174246E-02   0.643318E+04   0.301161E+00
  5328   0.758382E-01   0.197360E-02  -0.172914E-02   0.643035E+04   0.300915E+00
  5329   0.755774E-01   0.196912E-02  -0.171583E-02   0.642752E+04   0.300669E+00
  5330   0.753165E-01   0.196466E-02  -0.170255E-02   0.642469E+04   0.300423E+00
  5331   0.750557E-01   0.196024E-02  -0.168931E-02   0.642186E+04   0.300178E+00
  5332   0.747963E-01   0.195583E-02  -0.167609E-02   0.641904E+04   0.299932E+00
  5333   0.745369E-01   0.195144E-02  -0.166289E-02   0.641621E+04   0.299687E+00
  5334   0.742782E-01   0.194709E-02  -0.164972E-02   0.641339E+04   0.299442E+00
  5335   0.740194E-01   0.194275E-02  -0.163659E-02   0.641057E+04   0.299197E+00
  5336   0.737621E-01   0.193844E-02  -0.162349E-02   0.640775E+04   0.298953E+00
  5337   0.735049E-01   0.193414E-02  -0.161042E-02   0.640493E+04   0.298708E+00
  5338   0.732483E-01   0.192987E-02  -0.159739E-02   0.640212E+04   0.298464E+00
  5339   0.729924E-01   0.192562E-02  -0.158438E-02   0.639931E+04   0.298221E+00
  5340   0.727373E-01   0.192139E-02  -0.157142E-02   0.639649E+04   0.297977E+00
  5341   0.724829E-01   0.191718E-02  -0.155849E-02   0.639368E+04   0.297734E+00
  5342   0.722284E-01   0.191299E-02  -0.154560E-02   0.639088E+04   0.297491E+00
  5343   0.719754E-01   0.190881E-02  -0.153274E-02   0.638807E+04   0.297248E+00
  5344   0.717224E-01   0.190466E-02  -0.151993E-02   0.638526E+04   0.297006E+00
  5345   0.714709E-01   0.190052E-02  -0.150716E-02   0.638246E+04   0.296763E+00
  5346   0.712193E-01   0.189641E-02  -0.149443E-02   0.637966E+04   0.296521E+00
  5347   0.709684E-01   0.189231E-02  -0.148174E-02   0.637686E+04   0.296280E+00
  5348   0.707190E-01   0.188823E-02  -0.146909E-02   0.637406E+04   0.296038E+00
  5349   0.704696E-01   0.188417E-02  -0.145649E-02   0.637126E+04   0.295797E+00
  5350   0.702212E-01   0.188012E-02  -0.144394E-02   0.636847E+04   0.295556E+00
  5351   0.699736E-01   0.187608E-02  -0.143143E-02   0.636568E+04   0.295316E+00
  5352   0.697267E-01   0.187207E-02  -0.141897E-02   0.636288E+04   0.295075E+00
  5353   0.694807E-01   0.186806E-02  -0.140656E-02   0.636009E+04   0.294835E+00
  5354   0.692354E-01   0.186408E-02  -0.139420E-02   0.635731E+04   0.294596E+00
  5355   0.689910E-01   0.186011E-02  -0.138189E-02   0.635452E+04   0.294356E+00
  5356   0.687473E-01   0.185614E-02  -0.136963E-02   0.635174E+04   0.294117E+00
  5357   0.685045E-01   0.185220E-02  -0.135742E-02   0.634895E+04   0.293878E+00
  5358   0.682625E-01   0.184827E-02  -0.134527E-02   0.634617E+04   0.293640E+00
  5359   0.680214E-01   0.184434E-02  -0.133317E-02   0.634339E+04   0.293402E+00
  5360   0.677812E-01   0.184044E-02  -0.132113E-02   0.634061E+04   0.293164E+00
  5361   0.675419E-01   0.183655E-02  -0.130914E-02   0.633784E+04   0.292926E+00
  5362   0.673034E-01   0.183266E-02  -0.129722E-02   0.633506E+04   0.292689E+00
  5363   0.670659E-01   0.182879E-02  -0.128535E-02   0.633229E+04   0.292452E+00
  5364   0.668294E-01   0.182492E-02  -0.127353E-02   0.632952E+04   0.292216E+00
  5365   0.665937E-01   0.182107E-02  -0.126179E-02   0.632675E+04   0.291979E+00
  5366   0.663590E-01   0.181724E-02  -0.125011E-02   0.632398E+04   0.291743E+00
  5367   0.661253E-01   0.181340E-02  -0.123848E-02   0.632121E+04   0.291508E+00
  5368   0.658925E-01   0.180957E-02  -0.122692E-02   0.631845E+04   0.291273E+00
  5369   0.656608E-01   0.180576E-02  -0.121543E-02   0.631569E+04   0.291038E+00
  5370   0.654300E-01   0.180195E-02  -0.120400E-02   0.631292E+04   0.290803E+00
  5371   0.652003E-01   0.179816E-02  -0.119264E-02   0.631016E+04   0.290569E+00
  5372   0.649716E-01   0.179437E-02  -0.118134E-02   0.630741E+04   0.290335E+00
  5373   0.647439E-01   0.179058E-02  -0.117012E-02   0.630465E+04   0.290102E+00
  5374   0.645173E-01   0.178681E-02  -0.115897E-02   0.630189E+04   0.289868E+00
  5375   0.642918E-01   0.178303E-02  -0.114788E-02   0.629914E+04   0.289636E+00
  5376   0.640673E-01   0.177927E-02  -0.113687E-02   0.629639E+04   0.289403E+00
  5377   0.638439E-01   0.177551E-02  -0.112593E-02   0.629364E+04   0.289171E+00
  5378   0.636217E-01   0.177175E-02  -0.111507E-02   0.629089E+04   0.288939E+00
  5379   0.634006E-01   0.176801E-02  -0.110427E-02   0.628815E+04   0.288708E+00
  5380   0.631806E-01   0.176426E-02  -0.109356E-02   0.628540E+04   0.288477E+00
  5381   0.629617E-01   0.176052E-02  -0.108292E-02   0.628266E+04   0.288247E+00
  5382   0.627440E-01   0.175678E-02  -0.107237E-02   0.627992E+04   0.288017E+00
  5383   0.625275E-01   0.175304E-02  -0.106189E-02   0.627718E+04   0.287787E+00
  5384   0.623121E-01   0.174931E-02  -0.105149E-02   0.627444E+04   0.287557E+00
  5385   0.620980E-01   0.174558E-02  -0.104117E-02   0.627170E+04   0.287328E+00
  5386   0.618851E-01   0.174185E-02  -0.103093E-02   0.626897E+04   0.287100E+00
  5387   0.616734E-01   0.173812E-02  -0.102078E-02   0.626623E+04   0.286872E+00
  5388   0.614629E-01   0.173439E-02  -0.101071E-02   0.626350E+04   0.286644E+00
  5389   0.612537E-01   0.173067E-02  -0.100073E-02   0.626077E+04   0.286416E+00
  5390   0.610457E-01   0.172694E-02  -0.990828E-03   0.625804E+04   0.286189E+00
  5391   0.608390E-01   0.172321E-02  -0.981019E-03   0.625531E+04   0.285963E+00
  5392   0.606337E-01   0.171949E-02  -0.971298E-03   0.625259E+04   0.285737E+00
  5393   0.604296E-01   0.171576E-02  -0.961667E-03   0.624986E+04   0.285511E+00
  5394   0.602267E-01   0.171203E-02  -0.952125E-03   0.624714E+04   0.285286E+00
  5395   0.600253E-01   0.170830E-02  -0.942671E-03   0.624442E+04   0.285061E+00
  5396   0.598251E-01   0.170457E-02  -0.933314E-03   0.624170E+04   0.284836E+00
  5397   0.596264E-01   0.170083E-02  -0.924046E-03   0.623899E+04   0.284612E+00
  5398   0.594290E-01   0.169709E-02  -0.914874E-03   0.623627E+04   0.284389E+00
  5399   0.592330E-01   0.169335E-02  -0.905798E-03   0.623356E+04   0.284165E+00
  5400   0.590384E-01   0.168961E-02  -0.896819E-03   0.623084E+04   0.283943E+00
  5401   0.588643E-01   0.168682E-02  -0.899475E-03   0.622813E+04   0.283720E+00
  5402   0.586908E-01   0.168403E-02  -0.902106E-03   0.622542E+04   0.283499E+00
  5403   0.585178E-01   0.168125E-02  -0.904711E-03   0.622272E+04   0.283277E+00
  5404   0.583454E-01   0.167846E-02  -0.907292E-03   0.622001E+04   0.283056E+00
  5405   0.581735E-01   0.167568E-02  -0.909848E-03   0.621731E+04   0.282836E+00
  5406   0.580021E-01   0.167289E-02  -0.912379E-03   0.621460E+04   0.282616E+00
  5407   0.578313E-01   0.167011E-02  -0.914886E-03   0.621190E+04   0.282396E+00
  5408   0.576610E-01   0.166732E-02  -0.917367E-03   0.620920E+04   0.282177E+00
  5409   0.574912E-01   0.166454E-02  -0.919824E-03   0.620650E+04   0.281958E+00
  5410   0.573220E-01   0.166176E-02  -0.922257E-03   0.620381E+04   0.281740E+00
  5411   0.571533E-01   0.165897E-02  -0.924665E-03   0.620111E+04   0.281522E+00
  5412   0.569851E-01   0.165619E-02  -0.927049E-03   0.619842E+04   0.281304E+00
  5413   0.568174E-01   0.165341E-02  -0.929408E-03   0.619573E+04   0.281087E+00
  5414   0.566503E-01   0.165063E-02  -0.931743E-03   0.619304E+04   0.280871E+00
  5415   0.564837E-01   0.164784E-02  -0.934053E-03   0.619035E+04   0.280655E+00
  5416   0.563176E-01   0.164506E-02  -0.936339E-03   0.618766E+04   0.280439E+00
  5417   0.561521E-01   0.164228E-02  -0.938602E-03   0.618498E+04   0.280224E+00
  5418   0.559871E-01   0.163950E-02  -0.940840E-03   0.618229E+04   0.280009E+00
  5419   0.558225E-01   0.163672E-02  -0.943054E-03   0.617961E+04   0.279794E+00
  5420   0.556586E-01   0.163394E-02  -0.945243E-03   0.617693E+04   0.279580E+00
  5421   0.554951E-01   0.163116E-02  -0.947409E-03   0.617425E+04   0.279367E+00
  5422   0.553321E-01   0.162838E-02  -0.949551E-03   0.617157E+04   0.279154E+00
  5423   0.551697E-01   0.162560E-02  -0.951670E-03   0.616890E+04   0.278941E+00
  5424   0.550078E-01   0.162283E-02  -0.953764E-03   0.616622E+04   0.278729E+00
  5425   0.548464E-01   0.162005E-02  -0.955835E-03   0.616355E+04   0.278517E+00
  5426   0.546855E-01   0.161727E-02  -0.957882E-03   0.616088E+04   0.278305E+00
  5427   0.545252E-01   0.161450E-02  -0.959905E-03   0.615821E+04   0.278094E+00
  5428   0.543653E-01   0.161172E-02  -0.961905E-03   0.615554E+04   0.277884E+00
  5429   0.542060E-01   0.160894E-02  -0.963882E-03   0.615288E+04   0.277674E+00
  5430   0.540472E-01   0.160617E-02  -0.965834E-03   0.615021E+04   0.277464E+00
  5431   0.538888E-01   0.160339E-02  -0.967764E-03   0.614755E+04   0.277255E+00
  5432   0.537310E-01   0.160062E-02  -0.969670E-03   0.614489E+04   0.277046E+00
  5433   0.535738E-01   0.159785E-02  -0.971553E-03   0.614223E+04   0.276837E+00
  5434   0.534170E-01   0.159507E-02  -0.973413E-03   0.613957E+04   0.276629E+00
  5435   0.532607E-01   0.159230E-02  -0.975249E-03   0.613691E+04   0.276422E+00
  5436   0.531049E-01   0.158953E-02  -0.977062E-03   0.613426E+04   0.276214E+00
  5437   0.529497E-01   0.158676E-02  -0.978853E-03   0.613160E+04   0.276008E+00
  5438   0.527949E-01   0.158398E-02  -0.980620E-03   0.612895E+04   0.275801E+00
  5439   0.526406E-01   0.158121E-02  -0.982364E-03   0.612630E+04   0.275595E+00
  5440   0.524869E-01   0.157844E-02  -0.984086E-03   0.612365E+04   0.275390E+00
  5441   0.523336E-01   0.157567E-02  -0.985784E-03   0.612100E+04   0.275185E+00
  5442   0.521809E-01   0.157291E-02  -0.987460E-03   0.611836E+04   0.274980E+00
  5443   0.520286E-01   0.157014E-02  -0.989113E-03   0.611571E+04   0.274776E+00
  5444   0.518769E-01   0.156737E-02  -0.990744E-03   0.611307E+04   0.274572E+00
  5445   0.517257E-01   0.156460E-02  -0.992351E-03   0.611043E+04   0.274368E+00
  5446   0.515749E-01   0.156183E-02  -0.993937E-03   0.610779E+04   0.274165E+00
  5447   0.514246E-01   0.155907E-02  -0.995499E-03   0.610515E+04   0.273963E+00
  5448   0.512749E-01   0.155630E-02  -0.997040E-03   0.610252E+04   0.273760E+00
  5449   0.511256E-01   0.155354E-02  -0.998558E-03   0.609988E+04   0.273558E+00
  5450   0.509769E-01   0.155077E-02  -0.100005E-02   0.609725E+04   0.273357E+00
  5451   0.508286E-01   0.154801E-02  -0.100153E-02   0.609462E+04   0.273156E+00
  5452   0.506808E-01   0.154525E-02  -0.100298E-02   0.609199E+04   0.272955E+00
  5453   0.505335E-01   0.154248E-02  -0.100441E-02   0.608936E+04   0.272755E+00
  5454   0.503867E-01   0.153972E-02  -0.100581E-02   0.608673E+04   0.272555E+00
  5455   0.502404E-01   0.153696E-02  -0.100720E-02   0.608411E+04   0.272356E+00
  5456   0.500946E-01   0.153420E-02  -0.100856E-02   0.608148E+04   0.272157E+00
  5457   0.499492E-01   0.153144E-02  -0.100990E-02   0.607886E+04   0.271958E+00
  5458   0.498044E-01   0.152868E-02  -0.101122E-02   0.607624E+04   0.271760E+00
  5459   0.496600E-01   0.152592E-02  -0.101252E-02   0.607362E+04   0.271562E+00
  5460   0.495161E-01   0.152317E-02  -0.101379E-02   0.607100E+04   0.271365E+00
  5461   0.493727E-01   0.152041E-02  -0.101505E-02   0.606838E+04   0.271168E+00
  5462   0.492298E-01   0.151765E-02  -0.101628E-02   0.606577E+04   0.270971E+00
  5463   0.490874E-01   0.151490E-02  -0.101749E-02   0.606316E+04   0.270775E+00
  5464   0.489454E-01   0.151214E-02  -0.101868E-02   0.606055E+04   0.270579E+00
  5465   0.488040E-01   0.150939E-02  -0.101984E-02   0.605794E+04   0.270384E+00
  5466   0.486630E-01   0.150663E-02  -0.102099E-02   0.605533E+04   0.270189E+00
  5467   0.485225E-01   0.150388E-02  -0.102211E-02   0.605272E+04   0.269994E+00
  5468   0.483825E-01   0.150113E-02  -0.102322E-02   0.605011E+04   0.269800E+00
  5469   0.482429E-01   0.149838E-02  -0.102430E-02   0.604751E+04   0.269606E+00
  5470   0.481038E-01   0.149562E-02  -0.102536E-02   0.604491E+04   0.269413E+00
  5471   0.479652E-01   0.149287E-02  -0.102640E-02   0.604231E+04   0.269220E+00
  5472   0.478271E-01   0.149012E-02  -0.102742E-02   0.603971E+04   0.269027E+00
  5473   0.476894E-01   0.148738E-02  -0.102841E-02   0.603711E+04   0.268835E+00
  5474   0.475523E-01   0.148463E-02  -0.102939E-02   0.603451E+04   0.268643E+00
  5475   0.474155E-01   0.148188E-02  -0.103035E-02   0.603192E+04   0.268451E+00
  5476   0.472793E-01   0.147913E-02  -0.103128E-02   0.602933E+04   0.268260E+00
  5477   0.471435E-01   0.147639E-02  -0.103219E-02   0.602673E+04   0.268070E+00
  5478   0.470082E-01   0.147364E-02  -0.103309E-02   0.602414E+04   0.267879E+00
  5479   0.468734E-01   0.147090E-02  -0.103396E-02   0.602156E+04   0.267689E+00
  5480   0.467390E-01   0.146816E-02  -0.103481E-02   0.601897E+04   0.267500E+00
  5481   0.466051E-01   0.146541E-02  -0.103564E-02   0.601638E+04   0.267311E+00
  5482   0.464717E-01   0.146267E-02  -0.103645E-02   0.601380E+04   0.267122E+00
  5483   0.463387E-01   0.145993E-02  -0.103724E-02   0.601122E+04   0.266933E+00
  5484   0.462062E-01   0.145719E-02  -0.103801E-02   0.600864E+04   0.266745E+00
  5485   0.460742E-01   0.145445E-02  -0.103876E-02   0.600606E+04   0.266558E+00
  5486   0.459426E-01   0.145171E-02  -0.103949E-02   0.600348E+04   0.266371E+00
  5487   0.458114E-01   0.144898E-02  -0.104020E-02   0.600090E+04   0.266184E+00
  5488   0.456808E-01   0.144624E-02  -0.104088E-02   0.599833E+04   0.265997E+00
  5489   0.455506E-01   0.144350E-02  -0.104155E-02   0.599576E+04   0.265811E+00
  5490   0.454208E-01   0.144077E-02  -0.104220E-02   0.599318E+04   0.265625E+00
  5491   0.452915E-01   0.143804E-02  -0.104283E-02   0.599061E+04   0.265440E+00
  5492   0.451627E-01   0.143530E-02  -0.104344E-02   0.598804E+04   0.265255E+00
  5493   0.450343E-01   0.143257E-02  -0.104402E-02   0.598548E+04   0.265070E+00
  5494   0.449064E-01   0.142984E-02  -0.104459E-02   0.598291E+04   0.264886E+00
  5495   0.447789E-01   0.142711E-02  -0.104514E-02   0.598035E+04   0.264702E+00
  5496   0.446519E-01   0.142438E-02  -0.104567E-02   0.597779E+04   0.264519E+00
  5497   0.445253E-01   0.142165E-02  -0.104618E-02   0.597522E+04   0.264336E+00
  5498   0.443992E-01   0.141892E-02  -0.104667E-02   0.597266E+04   0.264153E+00
  5499   0.442735E-01   0.141619E-02  -0.104713E-02   0.597011E+04   0.263971E+00
  5500   0.441483E-01   0.141347E-02  -0.104758E-02   0.596755E+04   0.263789E+00
  5501   0.440236E-01   0.141074E-02  -0.104801E-02   0.596499E+04   0.263607E+00
  5502   0.438992E-01   0.140802E-02  -0.104843E-02   0.596244E+04   0.263426E+00
  5503   0.437753E-01   0.140530E-02  -0.104882E-02   0.595989E+04   0.263245E+00
  5504   0.436519E-01   0.140257E-02  -0.104919E-02   0.595734E+04   0.263064E+00
  5505   0.435289E-01   0.139985E-02  -0.104954E-02   0.595479E+04   0.262884E+00
  5506   0.434064E-01   0.139713E-02  -0.104988E-02   0.595224E+04   0.262704E+00
  5507   0.432843E-01   0.139441E-02  -0.105019E-02   0.594970E+04   0.262525E+00
