#    L    TT             EE             TE             PP             TP          
  1318   0.650457E+03   0.300309E+02  -0.420519E+02   0.132496E+06   0.296524E+02
  1319   0.650772E+03   0.299628E+02  -0.427559E+02   0.132301E+06   0.297958E+02
  1320   0.651143E+03   0.298907E+02  -0.434521E+02   0.132106E+06   0.299375E+02
  1321   0.651568E+03   0.298148E+02  -0.441402E+02   0.131912E+06   0.300775E+02
  1322   0.652049E+03   0.297352E+02  -0.448199E+02   0.131718E+06   0.302158E+02
  1323   0.652582E+03   0.296518E+02  -0.454910E+02   0.131524E+06   0.303523E+02
  1324   0.653167E+03   0.295647E+02  -0.461532E+02   0.131331E+06   0.304871E+02
  1325   0.653803E+03   0.294739E+02  -0.468062E+02   0.131138E+06   0.306202E+02
  1326   0.654491E+03   0.293794E+02  -0.474498E+02   0.130946E+06   0.307514E+02
  1327   0.655228E+03   0.292812E+02  -0.480837E+02   0.130754E+06   0.308809E+02
  1328   0.656014E+03   0.291795E+02  -0.487076E+02   0.130562E+06   0.310085E+02
  1329   0.656847E+03   0.290742E+02  -0.493212E+02   0.130371E+06   0.311344E+02
  1330   0.657727E+03   0.289654E+02  -0.499246E+02   0.130180E+06   0.312584E+02
  1331   0.658653E+03   0.288532E+02  -0.505172E+02   0.129989E+06   0.313806E+02
  1332   0.659623E+03   0.287375E+02  -0.510990E+02   0.129799E+06   0.315010E+02
  1333   0.660638E+03   0.286185E+02  -0.516697E+02   0.129610E+06   0.316195E+02
  1334   0.661695E+03   0.284962E+02  -0.522290E+02   0.129421E+06   0.317361E+02
  1335   0.662794E+03   0.283706E+02  -0.527767E+02   0.129232E+06   0.318509E+02
  1336   0.663934E+03   0.282419E+02  -0.533127E+02   0.129043E+06   0.319637E+02
  1337   0.665113E+03   0.281099E+02  -0.538368E+02   0.128855E+06   0.320747E+02
  1338   0.666331E+03   0.279750E+02  -0.543488E+02   0.128668E+06   0.321837E+02
  1339   0.667586E+03   0.278369E+02  -0.548484E+02   0.128481E+06   0.322908E+02
  1340   0.668878E+03   0.276959E+02  -0.553355E+02   0.128294E+06   0.323960E+02
  1341   0.670205E+03   0.275519E+02  -0.558100E+02   0.128107E+06   0.324992E+02
  1342   0.671566E+03   0.274051E+02  -0.562715E+02   0.127921E+06   0.326004E+02
  1343   0.672960E+03   0.272554E+02  -0.567201E+02   0.127736E+06   0.326997E+02
  1344   0.674385E+03   0.271030E+02  -0.571554E+02   0.127550E+06   0.327970E+02
  1345   0.675842E+03   0.269478E+02  -0.575773E+02   0.127365E+06   0.328923E+02
  1346   0.677327E+03   0.267900E+02  -0.579857E+02   0.127181E+06   0.329855E+02
  1347   0.678841E+03   0.266296E+02  -0.583804E+02   0.126997E+06   0.330768E+02
  1348   0.680381E+03   0.264665E+02  -0.587612E+02   0.126813E+06   0.331660E+02
  1349   0.681948E+03   0.263011E+02  -0.591280E+02   0.126629E+06   0.332531E+02
  1350   0.683539E+03   0.261333E+02  -0.594809E+02   0.126446E+06   0.333382E+02
  1351   0.685154E+03   0.259631E+02  -0.598196E+02   0.126264E+06   0.334212E+02
  1352   0.686790E+03   0.257907E+02  -0.601441E+02   0.126081E+06   0.335022E+02
  1353   0.688450E+03   0.256161E+02  -0.604544E+02   0.125900E+06   0.335811E+02
  1354   0.690124E+03   0.254395E+02  -0.607502E+02   0.125718E+06   0.336579E+02
  1355   0.691823E+03   0.252608E+02  -0.610315E+02   0.125537E+06   0.337327E+02
  1356   0.693539E+03   0.250803E+02  -0.612983E+02   0.125356E+06   0.338054E+02
  1357   0.695272E+03   0.248979E+02  -0.615504E+02   0.125176E+06   0.338761E+02
  1358   0.697023E+03   0.247137E+02  -0.617877E+02   0.124996E+06   0.339447E+02
  1359   0.698783E+03   0.245278E+02  -0.620103E+02   0.124816E+06   0.340112E+02
  1360   0.700554E+03   0.243403E+02  -0.622178E+02   0.124637E+06   0.340758E+02
  1361   0.702335E+03   0.241512E+02  -0.624104E+02   0.124458E+06   0.341382E+02
  1362   0.704134E+03   0.239606E+02  -0.625879E+02   0.124279E+06   0.341987E+02
  1363   0.705936E+03   0.237686E+02  -0.627502E+02   0.124101E+06   0.342571E+02
  1364   0.707747E+03   0.235751E+02  -0.628973E+02   0.123923E+06   0.343135E+02
  1365   0.709570E+03   0.233804E+02  -0.630293E+02   0.123745E+06   0.343678E+02
  1366   0.711388E+03   0.231846E+02  -0.631461E+02   0.123568E+06   0.344202E+02
  1367   0.713216E+03   0.229876E+02  -0.632475E+02   0.123392E+06   0.344705E+02
  1368   0.715048E+03   0.227895E+02  -0.633337E+02   0.123215E+06   0.345188E+02
  1369   0.716875E+03   0.225904E+02  -0.634046E+02   0.123039E+06   0.345651E+02
  1370   0.718714E+03   0.223906E+02  -0.634602E+02   0.122863E+06   0.346093E+02
  1371   0.720540E+03   0.221898E+02  -0.635005E+02   0.122688E+06   0.346516E+02
  1372   0.722370E+03   0.219884E+02  -0.635256E+02   0.122513E+06   0.346919E+02
  1373   0.724197E+03   0.217863E+02  -0.635354E+02   0.122338E+06   0.347301E+02
  1374   0.726019E+03   0.215836E+02  -0.635301E+02   0.122164E+06   0.347664E+02
  1375   0.727830E+03   0.213805E+02  -0.635095E+02   0.121990E+06   0.348007E+02
  1376   0.729637E+03   0.211770E+02  -0.634738E+02   0.121816E+06   0.348329E+02
  1377   0.731441E+03   0.209730E+02  -0.634229E+02   0.121643E+06   0.348632E+02
  1378   0.733233E+03   0.207689E+02  -0.633570E+02   0.121470E+06   0.348915E+02
  1379   0.735015E+03   0.205645E+02  -0.632760E+02   0.121298E+06   0.349179E+02
  1380   0.736778E+03   0.203600E+02  -0.631798E+02   0.121126E+06   0.349422E+02
  1381   0.738538E+03   0.201554E+02  -0.630688E+02   0.120954E+06   0.349646E+02
  1382   0.740279E+03   0.199509E+02  -0.629427E+02   0.120782E+06   0.349850E+02
  1383   0.742003E+03   0.197464E+02  -0.628016E+02   0.120611E+06   0.350034E+02
  1384   0.743708E+03   0.195420E+02  -0.626458E+02   0.120440E+06   0.350199E+02
  1385   0.745403E+03   0.193379E+02  -0.624752E+02   0.120270E+06   0.350344E+02
  1386   0.747079E+03   0.191342E+02  -0.622900E+02   0.120100E+06   0.350470E+02
  1387   0.748730E+03   0.189308E+02  -0.620904E+02   0.119930E+06   0.350576E+02
  1388   0.750364E+03   0.187279E+02  -0.618766E+02   0.119760E+06   0.350662E+02
  1389   0.751972E+03   0.185256E+02  -0.616485E+02   0.119591E+06   0.350729E+02
  1390   0.753562E+03   0.183240E+02  -0.614064E+02   0.119422E+06   0.350777E+02
  1391   0.755128E+03   0.181230E+02  -0.611504E+02   0.119254E+06   0.350805E+02
  1392   0.756668E+03   0.179229E+02  -0.608806E+02   0.119086E+06   0.350813E+02
  1393   0.758191E+03   0.177235E+02  -0.605971E+02   0.118918E+06   0.350803E+02
  1394   0.759681E+03   0.175251E+02  -0.603000E+02   0.118750E+06   0.350773E+02
  1395   0.761139E+03   0.173277E+02  -0.599895E+02   0.118583E+06   0.350723E+02
  1396   0.762572E+03   0.171312E+02  -0.596656E+02   0.118416E+06   0.350655E+02
  1397   0.763981E+03   0.169360E+02  -0.593285E+02   0.118250E+06   0.350567E+02
  1398   0.765350E+03   0.167418E+02  -0.589783E+02   0.118084E+06   0.350460E+02
  1399   0.766694E+03   0.165489E+02  -0.586152E+02   0.117918E+06   0.350334E+02
  1400   0.767999E+03   0.163573E+02  -0.582395E+02   0.117752E+06   0.350189E+02
  1401   0.769280E+03   0.161671E+02  -0.578513E+02   0.117587E+06   0.350025E+02
  1402   0.770521E+03   0.159783E+02  -0.574507E+02   0.117422E+06   0.349841E+02
  1403   0.771730E+03   0.157910E+02  -0.570380E+02   0.117258E+06   0.349639E+02
  1404   0.772907E+03   0.156053E+02  -0.566134E+02   0.117094E+06   0.349418E+02
  1405   0.774045E+03   0.154212E+02  -0.561769E+02   0.116930E+06   0.349179E+02
  1406   0.775143E+03   0.152388E+02  -0.557288E+02   0.116766E+06   0.348920E+02
  1407   0.776201E+03   0.150582E+02  -0.552694E+02   0.116603E+06   0.348644E+02
  1408   0.777228E+03   0.148794E+02  -0.547987E+02   0.116440E+06   0.348348E+02
  1409   0.778207E+03   0.147024E+02  -0.543169E+02   0.116277E+06   0.348035E+02
  1410   0.779154E+03   0.145274E+02  -0.538243E+02   0.116115E+06   0.347703E+02
  1411   0.780054E+03   0.143543E+02  -0.533210E+02   0.115953E+06   0.347354E+02
  1412   0.780915E+03   0.141834E+02  -0.528073E+02   0.115791E+06   0.346986E+02
  1413   0.781728E+03   0.140146E+02  -0.522834E+02   0.115630E+06   0.346600E+02
  1414   0.782501E+03   0.138480E+02  -0.517496E+02   0.115469E+06   0.346197E+02
  1415   0.783227E+03   0.136835E+02  -0.512061E+02   0.115308E+06   0.345776E+02
  1416   0.783914E+03   0.135214E+02  -0.506532E+02   0.115148E+06   0.345337E+02
  1417   0.784552E+03   0.133616E+02  -0.500910E+02   0.114988E+06   0.344881E+02
  1418   0.785151E+03   0.132042E+02  -0.495200E+02   0.114828E+06   0.344407E+02
  1419   0.785703E+03   0.130493E+02  -0.489402E+02   0.114668E+06   0.343916E+02
  1420   0.786207E+03   0.128969E+02  -0.483520E+02   0.114509E+06   0.343408E+02
  1421   0.786664E+03   0.127471E+02  -0.477556E+02   0.114350E+06   0.342883E+02
  1422   0.787073E+03   0.125998E+02  -0.471511E+02   0.114192E+06   0.342340E+02
  1423   0.787443E+03   0.124552E+02  -0.465389E+02   0.114034E+06   0.341781E+02
  1424   0.787757E+03   0.123133E+02  -0.459191E+02   0.113876E+06   0.341205E+02
  1425   0.788023E+03   0.121741E+02  -0.452921E+02   0.113718E+06   0.340613E+02
  1426   0.788242E+03   0.120377E+02  -0.446581E+02   0.113561E+06   0.340003E+02
  1427   0.788406E+03   0.119041E+02  -0.440172E+02   0.113404E+06   0.339377E+02
  1428   0.788522E+03   0.117733E+02  -0.433698E+02   0.113247E+06   0.338735E+02
  1429   0.788591E+03   0.116454E+02  -0.427162E+02   0.113090E+06   0.338077E+02
  1430   0.788611E+03   0.115204E+02  -0.420565E+02   0.112934E+06   0.337402E+02
  1431   0.788577E+03   0.113984E+02  -0.413912E+02   0.112778E+06   0.336711E+02
  1432   0.788495E+03   0.112795E+02  -0.407203E+02   0.112623E+06   0.336005E+02
  1433   0.788357E+03   0.111635E+02  -0.400441E+02   0.112468E+06   0.335282E+02
  1434   0.788171E+03   0.110505E+02  -0.393630E+02   0.112313E+06   0.334543E+02
  1435   0.787930E+03   0.109407E+02  -0.386772E+02   0.112158E+06   0.333789E+02
  1436   0.787642E+03   0.108339E+02  -0.379870E+02   0.112004E+06   0.333019E+02
  1437   0.787297E+03   0.107303E+02  -0.372926E+02   0.111850E+06   0.332234E+02
  1438   0.786897E+03   0.106298E+02  -0.365943E+02   0.111696E+06   0.331433E+02
  1439   0.786450E+03   0.105326E+02  -0.358924E+02   0.111542E+06   0.330617E+02
  1440   0.785954E+03   0.104385E+02  -0.351870E+02   0.111389E+06   0.329786E+02
  1441   0.785402E+03   0.103477E+02  -0.344785E+02   0.111236E+06   0.328939E+02
  1442   0.784795E+03   0.102600E+02  -0.337672E+02   0.111084E+06   0.328078E+02
  1443   0.784132E+03   0.101756E+02  -0.330532E+02   0.110931E+06   0.327202E+02
  1444   0.783421E+03   0.100946E+02  -0.323370E+02   0.110779E+06   0.326311E+02
  1445   0.782655E+03   0.100168E+02  -0.316186E+02   0.110628E+06   0.325405E+02
  1446   0.781832E+03   0.994226E+01  -0.308984E+02   0.110476E+06   0.324484E+02
  1447   0.780961E+03   0.987106E+01  -0.301766E+02   0.110325E+06   0.323549E+02
  1448   0.780035E+03   0.980316E+01  -0.294535E+02   0.110174E+06   0.322600E+02
  1449   0.779052E+03   0.973863E+01  -0.287295E+02   0.110024E+06   0.321636E+02
  1450   0.778021E+03   0.967741E+01  -0.280047E+02   0.109873E+06   0.320658E+02
  1451   0.776942E+03   0.961956E+01  -0.272795E+02   0.109723E+06   0.319666E+02
  1452   0.775807E+03   0.956501E+01  -0.265541E+02   0.109574E+06   0.318660E+02
  1453   0.774615E+03   0.951384E+01  -0.258289E+02   0.109424E+06   0.317641E+02
  1454   0.773375E+03   0.946607E+01  -0.251041E+02   0.109275E+06   0.316607E+02
  1455   0.772086E+03   0.942161E+01  -0.243799E+02   0.109126E+06   0.315560E+02
  1456   0.770748E+03   0.938055E+01  -0.236567E+02   0.108977E+06   0.314500E+02
  1457   0.769361E+03   0.934289E+01  -0.229346E+02   0.108829E+06   0.313427E+02
  1458   0.767918E+03   0.930849E+01  -0.222140E+02   0.108681E+06   0.312341E+02
  1459   0.766425E+03   0.927750E+01  -0.214951E+02   0.108533E+06   0.311242E+02
  1460   0.764883E+03   0.924992E+01  -0.207781E+02   0.108386E+06   0.310130E+02
  1461   0.763292E+03   0.922562E+01  -0.200634E+02   0.108239E+06   0.309006E+02
  1462   0.761651E+03   0.920468E+01  -0.193512E+02   0.108092E+06   0.307869E+02
  1463   0.759961E+03   0.918709E+01  -0.186417E+02   0.107945E+06   0.306720E+02
  1464   0.758221E+03   0.917278E+01  -0.179352E+02   0.107799E+06   0.305559E+02
  1465   0.756432E+03   0.916184E+01  -0.172318E+02   0.107652E+06   0.304387E+02
  1466   0.754600E+03   0.915420E+01  -0.165321E+02   0.107507E+06   0.303203E+02
  1467   0.752718E+03   0.914979E+01  -0.158360E+02   0.107361E+06   0.302007E+02
  1468   0.750794E+03   0.914876E+01  -0.151440E+02   0.107216E+06   0.300800E+02
  1469   0.748820E+03   0.915089E+01  -0.144562E+02   0.107071E+06   0.299581E+02
  1470   0.746795E+03   0.915633E+01  -0.137729E+02   0.106926E+06   0.298352E+02
  1471   0.744736E+03   0.916495E+01  -0.130943E+02   0.106781E+06   0.297112E+02
  1472   0.742626E+03   0.917682E+01  -0.124206E+02   0.106637E+06   0.295861E+02
  1473   0.740465E+03   0.919180E+01  -0.117521E+02   0.106493E+06   0.294599E+02
  1474   0.738269E+03   0.921003E+01  -0.110890E+02   0.106350E+06   0.293327E+02
  1475   0.736022E+03   0.923131E+01  -0.104316E+02   0.106206E+06   0.292045E+02
  1476   0.733740E+03   0.925579E+01  -0.977992E+01   0.106063E+06   0.290753E+02
  1477   0.731414E+03   0.928332E+01  -0.913440E+01   0.105920E+06   0.289451E+02
  1478   0.729045E+03   0.931383E+01  -0.849516E+01   0.105778E+06   0.288139E+02
  1479   0.726640E+03   0.934748E+01  -0.786238E+01   0.105635E+06   0.286818E+02
  1480   0.724191E+03   0.938404E+01  -0.723633E+01   0.105493E+06   0.285487E+02
  1481   0.721706E+03   0.942368E+01  -0.661718E+01   0.105351E+06   0.284147E+02
  1482   0.719177E+03   0.946617E+01  -0.600515E+01   0.105210E+06   0.282798E+02
  1483   0.716612E+03   0.951159E+01  -0.540041E+01   0.105068E+06   0.281440E+02
  1484   0.714018E+03   0.955988E+01  -0.480315E+01   0.104927E+06   0.280073E+02
  1485   0.711379E+03   0.961103E+01  -0.421356E+01   0.104787E+06   0.278698E+02
  1486   0.708712E+03   0.966491E+01  -0.363181E+01   0.104646E+06   0.277314E+02
  1487   0.706000E+03   0.972159E+01  -0.305811E+01   0.104506E+06   0.275922E+02
  1488   0.703259E+03   0.978101E+01  -0.249262E+01   0.104366E+06   0.274522E+02
  1489   0.700488E+03   0.984309E+01  -0.193552E+01   0.104226E+06   0.273114E+02
  1490   0.697677E+03   0.990783E+01  -0.138697E+01   0.104087E+06   0.271698E+02
  1491   0.694836E+03   0.997511E+01  -0.847120E+00   0.103947E+06   0.270274E+02
  1492   0.691964E+03   0.100450E+02  -0.316141E+00   0.103808E+06   0.268843E+02
  1493   0.689061E+03   0.101174E+02   0.205799E+00   0.103670E+06   0.267405E+02
  1494   0.686128E+03   0.101922E+02   0.718549E+00   0.103531E+06   0.265960E+02
  1495   0.683165E+03   0.102695E+02   0.122195E+01   0.103393E+06   0.264507E+02
  1496   0.680173E+03   0.103491E+02   0.171587E+01   0.103255E+06   0.263048E+02
  1497   0.677155E+03   0.104311E+02   0.220020E+01   0.103117E+06   0.261582E+02
  1498   0.674109E+03   0.105153E+02   0.267480E+01   0.102980E+06   0.260110E+02
  1499   0.671037E+03   0.106018E+02   0.313956E+01   0.102843E+06   0.258631E+02
  1500   0.667940E+03   0.106904E+02   0.359435E+01   0.102706E+06   0.257146E+02
  1501   0.664818E+03   0.107812E+02   0.403904E+01   0.102569E+06   0.255655E+02
  1502   0.661674E+03   0.108741E+02   0.447351E+01   0.102433E+06   0.254159E+02
  1503   0.658507E+03   0.109690E+02   0.489763E+01   0.102296E+06   0.252656E+02
  1504   0.655318E+03   0.110658E+02   0.531129E+01   0.102161E+06   0.251149E+02
  1505   0.652108E+03   0.111646E+02   0.571438E+01   0.102025E+06   0.249635E+02
  1506   0.648878E+03   0.112652E+02   0.610678E+01   0.101889E+06   0.248117E+02
  1507   0.645629E+03   0.113677E+02   0.648838E+01   0.101754E+06   0.246594E+02
  1508   0.642361E+03   0.114719E+02   0.685903E+01   0.101619E+06   0.245066E+02
  1509   0.639075E+03   0.115778E+02   0.721874E+01   0.101485E+06   0.243533E+02
  1510   0.635773E+03   0.116853E+02   0.756727E+01   0.101350E+06   0.241995E+02
  1511   0.632454E+03   0.117944E+02   0.790469E+01   0.101216E+06   0.240454E+02
  1512   0.629122E+03   0.119051E+02   0.823091E+01   0.101082E+06   0.238908E+02
  1513   0.625775E+03   0.120173E+02   0.854591E+01   0.100948E+06   0.237358E+02
  1514   0.622417E+03   0.121308E+02   0.884953E+01   0.100815E+06   0.235804E+02
  1515   0.619048E+03   0.122458E+02   0.914184E+01   0.100681E+06   0.234247E+02
  1516   0.615669E+03   0.123620E+02   0.942268E+01   0.100548E+06   0.232686E+02
  1517   0.612280E+03   0.124795E+02   0.969202E+01   0.100416E+06   0.231122E+02
  1518   0.608884E+03   0.125982E+02   0.994988E+01   0.100283E+06   0.229555E+02
  1519   0.605480E+03   0.127181E+02   0.101962E+02   0.100151E+06   0.227984E+02
  1520   0.602070E+03   0.128389E+02   0.104309E+02   0.100019E+06   0.226411E+02
  1521   0.598653E+03   0.129608E+02   0.106539E+02   0.998871E+05   0.224835E+02
  1522   0.595232E+03   0.130838E+02   0.108654E+02   0.997556E+05   0.223257E+02
  1523   0.591807E+03   0.132075E+02   0.110650E+02   0.996242E+05   0.221676E+02
  1524   0.588379E+03   0.133321E+02   0.112530E+02   0.994932E+05   0.220093E+02
  1525   0.584948E+03   0.134575E+02   0.114292E+02   0.993623E+05   0.218508E+02
  1526   0.581517E+03   0.135836E+02   0.115936E+02   0.992317E+05   0.216922E+02
  1527   0.578085E+03   0.137104E+02   0.117464E+02   0.991014E+05   0.215333E+02
  1528   0.574653E+03   0.138377E+02   0.118874E+02   0.989713E+05   0.213743E+02
  1529   0.571224E+03   0.139656E+02   0.120167E+02   0.988414E+05   0.212152E+02
  1530   0.567796E+03   0.140939E+02   0.121343E+02   0.987117E+05   0.210560E+02
  1531   0.564372E+03   0.142227E+02   0.122402E+02   0.985823E+05   0.208966E+02
  1532   0.560951E+03   0.143519E+02   0.123343E+02   0.984531E+05   0.207372E+02
  1533   0.557536E+03   0.144813E+02   0.124168E+02   0.983242E+05   0.205777E+02
  1534   0.554126E+03   0.146109E+02   0.124877E+02   0.981954E+05   0.204182E+02
  1535   0.550723E+03   0.147408E+02   0.125469E+02   0.980669E+05   0.202586E+02
  1536   0.547326E+03   0.148707E+02   0.125945E+02   0.979387E+05   0.200990E+02
  1537   0.543937E+03   0.150007E+02   0.126305E+02   0.978107E+05   0.199394E+02
  1538   0.540558E+03   0.151307E+02   0.126550E+02   0.976829E+05   0.197798E+02
  1539   0.537188E+03   0.152605E+02   0.126680E+02   0.975553E+05   0.196203E+02
  1540   0.533828E+03   0.153903E+02   0.126697E+02   0.974280E+05   0.194608E+02
  1541   0.530479E+03   0.155199E+02   0.126600E+02   0.973009E+05   0.193014E+02
  1542   0.527144E+03   0.156492E+02   0.126391E+02   0.971740E+05   0.191420E+02
  1543   0.523821E+03   0.157782E+02   0.126070E+02   0.970474E+05   0.189828E+02
  1544   0.520512E+03   0.159070E+02   0.125638E+02   0.969209E+05   0.188236E+02
  1545   0.517217E+03   0.160352E+02   0.125096E+02   0.967947E+05   0.186646E+02
  1546   0.513939E+03   0.161630E+02   0.124445E+02   0.966688E+05   0.185058E+02
  1547   0.510676E+03   0.162903E+02   0.123684E+02   0.965430E+05   0.183471E+02
  1548   0.507430E+03   0.164170E+02   0.122816E+02   0.964175E+05   0.181886E+02
  1549   0.504201E+03   0.165431E+02   0.121842E+02   0.962922E+05   0.180303E+02
  1550   0.500991E+03   0.166684E+02   0.120761E+02   0.961672E+05   0.178722E+02
  1551   0.497799E+03   0.167930E+02   0.119575E+02   0.960423E+05   0.177143E+02
  1552   0.494626E+03   0.169168E+02   0.118284E+02   0.959177E+05   0.175567E+02
  1553   0.491474E+03   0.170398E+02   0.116892E+02   0.957933E+05   0.173994E+02
  1554   0.488343E+03   0.171618E+02   0.115396E+02   0.956692E+05   0.172423E+02
  1555   0.485233E+03   0.172828E+02   0.113801E+02   0.955452E+05   0.170855E+02
  1556   0.482145E+03   0.174028E+02   0.112105E+02   0.954215E+05   0.169290E+02
  1557   0.479081E+03   0.175217E+02   0.110312E+02   0.952980E+05   0.167728E+02
  1558   0.476040E+03   0.176394E+02   0.108422E+02   0.951747E+05   0.166169E+02
  1559   0.473024E+03   0.177561E+02   0.106436E+02   0.950516E+05   0.164613E+02
  1560   0.470033E+03   0.178714E+02   0.104355E+02   0.949288E+05   0.163061E+02
  1561   0.467067E+03   0.179855E+02   0.102181E+02   0.948062E+05   0.161512E+02
  1562   0.464128E+03   0.180982E+02   0.999163E+01   0.946838E+05   0.159967E+02
  1563   0.461216E+03   0.182096E+02   0.975612E+01   0.945616E+05   0.158426E+02
  1564   0.458332E+03   0.183195E+02   0.951173E+01   0.944396E+05   0.156889E+02
  1565   0.455475E+03   0.184280E+02   0.925868E+01   0.943179E+05   0.155356E+02
  1566   0.452648E+03   0.185349E+02   0.899702E+01   0.941963E+05   0.153827E+02
  1567   0.449849E+03   0.186403E+02   0.872695E+01   0.940750E+05   0.152302E+02
  1568   0.447080E+03   0.187440E+02   0.844853E+01   0.939539E+05   0.150781E+02
  1569   0.444342E+03   0.188461E+02   0.816205E+01   0.938331E+05   0.149265E+02
  1570   0.441634E+03   0.189464E+02   0.786762E+01   0.937124E+05   0.147754E+02
  1571   0.438958E+03   0.190450E+02   0.756534E+01   0.935919E+05   0.146248E+02
  1572   0.436313E+03   0.191418E+02   0.725538E+01   0.934717E+05   0.144746E+02
  1573   0.433700E+03   0.192368E+02   0.693794E+01   0.933517E+05   0.143249E+02
  1574   0.431120E+03   0.193298E+02   0.661320E+01   0.932319E+05   0.141758E+02
  1575   0.428574E+03   0.194209E+02   0.628135E+01   0.931123E+05   0.140271E+02
  1576   0.426060E+03   0.195102E+02   0.594259E+01   0.929929E+05   0.138791E+02
  1577   0.423581E+03   0.195974E+02   0.559708E+01   0.928737E+05   0.137315E+02
  1578   0.421136E+03   0.196827E+02   0.524503E+01   0.927548E+05   0.135845E+02
  1579   0.418727E+03   0.197659E+02   0.488662E+01   0.926360E+05   0.134381E+02
  1580   0.416353E+03   0.198470E+02   0.452203E+01   0.925175E+05   0.132923E+02
  1581   0.414014E+03   0.199260E+02   0.415143E+01   0.923992E+05   0.131471E+02
  1582   0.411712E+03   0.200030E+02   0.377500E+01   0.922810E+05   0.130025E+02
  1583   0.409446E+03   0.200777E+02   0.339290E+01   0.921631E+05   0.128585E+02
  1584   0.407216E+03   0.201503E+02   0.300532E+01   0.920454E+05   0.127151E+02
  1585   0.405022E+03   0.202205E+02   0.261243E+01   0.919279E+05   0.125724E+02
  1586   0.402865E+03   0.202886E+02   0.221439E+01   0.918107E+05   0.124303E+02
  1587   0.400746E+03   0.203543E+02   0.181140E+01   0.916936E+05   0.122890E+02
  1588   0.398664E+03   0.204177E+02   0.140366E+01   0.915767E+05   0.121482E+02
  1589   0.396619E+03   0.204787E+02   0.991348E+00   0.914601E+05   0.120082E+02
  1590   0.394612E+03   0.205374E+02   0.574652E+00   0.913436E+05   0.118689E+02
  1591   0.392643E+03   0.205937E+02   0.153762E+00   0.912274E+05   0.117304E+02
  1592   0.390712E+03   0.206476E+02  -0.271123E+00   0.911114E+05   0.115925E+02
  1593   0.388819E+03   0.206990E+02  -0.699827E+00   0.909955E+05   0.114554E+02
  1594   0.386964E+03   0.207480E+02  -0.113215E+01   0.908799E+05   0.113191E+02
  1595   0.385148E+03   0.207944E+02  -0.156789E+01   0.907645E+05   0.111835E+02
  1596   0.383370E+03   0.208384E+02  -0.200686E+01   0.906493E+05   0.110487E+02
  1597   0.381631E+03   0.208799E+02  -0.244888E+01   0.905342E+05   0.109147E+02
  1598   0.379931E+03   0.209189E+02  -0.289373E+01   0.904194E+05   0.107815E+02
  1599   0.378268E+03   0.209553E+02  -0.334122E+01   0.903048E+05   0.106491E+02
  1600   0.376646E+03   0.209892E+02  -0.379118E+01   0.901904E+05   0.105175E+02
  1601   0.375061E+03   0.210205E+02  -0.424340E+01   0.900762E+05   0.103868E+02
  1602   0.373515E+03   0.210493E+02  -0.469769E+01   0.899622E+05   0.102569E+02
  1603   0.372008E+03   0.210753E+02  -0.515387E+01   0.898484E+05   0.101279E+02
  1604   0.370540E+03   0.210989E+02  -0.561173E+01   0.897348E+05   0.999972E+01
  1605   0.369110E+03   0.211197E+02  -0.607111E+01   0.896214E+05   0.987241E+01
  1606   0.367719E+03   0.211380E+02  -0.653178E+01   0.895082E+05   0.974596E+01
  1607   0.366366E+03   0.211535E+02  -0.699349E+01   0.893952E+05   0.962038E+01
  1608   0.365052E+03   0.211664E+02  -0.745618E+01   0.892824E+05   0.949568E+01
  1609   0.363776E+03   0.211766E+02  -0.791948E+01   0.891698E+05   0.937185E+01
  1610   0.362539E+03   0.211841E+02  -0.838334E+01   0.890574E+05   0.924890E+01
  1611   0.361340E+03   0.211891E+02  -0.884737E+01   0.889452E+05   0.912684E+01
  1612   0.360179E+03   0.211914E+02  -0.931152E+01   0.888332E+05   0.900567E+01
  1613   0.359057E+03   0.211910E+02  -0.977550E+01   0.887213E+05   0.888539E+01
  1614   0.357972E+03   0.211881E+02  -0.102391E+02   0.886097E+05   0.876601E+01
  1615   0.356925E+03   0.211826E+02  -0.107021E+02   0.884983E+05   0.864754E+01
  1616   0.355916E+03   0.211745E+02  -0.111645E+02   0.883871E+05   0.852998E+01
  1617   0.354944E+03   0.211637E+02  -0.116260E+02   0.882760E+05   0.841333E+01
  1618   0.354010E+03   0.211504E+02  -0.120863E+02   0.881652E+05   0.829760E+01
  1619   0.353112E+03   0.211343E+02  -0.125454E+02   0.880546E+05   0.818279E+01
  1620   0.352251E+03   0.211158E+02  -0.130029E+02   0.879441E+05   0.806891E+01
  1621   0.351427E+03   0.210945E+02  -0.134589E+02   0.878339E+05   0.795596E+01
  1622   0.350639E+03   0.210707E+02  -0.139131E+02   0.877238E+05   0.784395E+01
  1623   0.349887E+03   0.210443E+02  -0.143652E+02   0.876140E+05   0.773287E+01
  1624   0.349171E+03   0.210153E+02  -0.148152E+02   0.875043E+05   0.762275E+01
  1625   0.348490E+03   0.209838E+02  -0.152628E+02   0.873948E+05   0.751357E+01
  1626   0.347844E+03   0.209498E+02  -0.157079E+02   0.872855E+05   0.740534E+01
  1627   0.347233E+03   0.209132E+02  -0.161502E+02   0.871764E+05   0.729808E+01
  1628   0.346657E+03   0.208742E+02  -0.165896E+02   0.870675E+05   0.719178E+01
  1629   0.346115E+03   0.208326E+02  -0.170260E+02   0.869588E+05   0.708644E+01
