#    L    TT             EE             BB             TE          
 10337   0.355310E-01   0.372194E-03   0.310183E-03  -0.441014E-03
 10338   0.355037E-01   0.372081E-03   0.310100E-03  -0.440988E-03
 10339   0.354617E-01   0.371965E-03   0.310018E-03  -0.441030E-03
 10340   0.354054E-01   0.371845E-03   0.309939E-03  -0.441138E-03
 10341   0.353353E-01   0.371722E-03   0.309861E-03  -0.441312E-03
 10342   0.352518E-01   0.371595E-03   0.309785E-03  -0.441547E-03
 10343   0.351558E-01   0.371466E-03   0.309710E-03  -0.441840E-03
 10344   0.350480E-01   0.371334E-03   0.309638E-03  -0.442188E-03
 10345   0.349293E-01   0.371200E-03   0.309566E-03  -0.442587E-03
 10346   0.348009E-01   0.371064E-03   0.309497E-03  -0.443031E-03
 10347   0.346638E-01   0.370925E-03   0.309428E-03  -0.443515E-03
 10348   0.345193E-01   0.370785E-03   0.309360E-03  -0.444034E-03
 10349   0.343686E-01   0.370644E-03   0.309293E-03  -0.444582E-03
 10350   0.342131E-01   0.370503E-03   0.309227E-03  -0.445152E-03
 10351   0.340542E-01   0.370360E-03   0.309161E-03  -0.445738E-03
 10352   0.338933E-01   0.370218E-03   0.309096E-03  -0.446334E-03
 10353   0.337317E-01   0.370075E-03   0.309031E-03  -0.446933E-03
 10354   0.335711E-01   0.369933E-03   0.308965E-03  -0.447527E-03
 10355   0.334127E-01   0.369792E-03   0.308900E-03  -0.448112E-03
 10356   0.332580E-01   0.369653E-03   0.308833E-03  -0.448679E-03
 10357   0.331084E-01   0.369514E-03   0.308767E-03  -0.449223E-03
 10358   0.329651E-01   0.369378E-03   0.308699E-03  -0.449738E-03
 10359   0.328295E-01   0.369244E-03   0.308631E-03  -0.450217E-03
 10360   0.327027E-01   0.369112E-03   0.308561E-03  -0.450655E-03
 10361   0.325859E-01   0.368983E-03   0.308490E-03  -0.451047E-03
 10362   0.324800E-01   0.368857E-03   0.308417E-03  -0.451389E-03
 10363   0.323859E-01   0.368734E-03   0.308344E-03  -0.451676E-03
 10364   0.323045E-01   0.368614E-03   0.308268E-03  -0.451905E-03
 10365   0.322363E-01   0.368498E-03   0.308191E-03  -0.452072E-03
 10366   0.321820E-01   0.368385E-03   0.308111E-03  -0.452174E-03
 10367   0.321419E-01   0.368275E-03   0.308030E-03  -0.452211E-03
 10368   0.321163E-01   0.368170E-03   0.307948E-03  -0.452181E-03
 10369   0.321053E-01   0.368068E-03   0.307863E-03  -0.452083E-03
 10370   0.321090E-01   0.367969E-03   0.307776E-03  -0.451916E-03
 10371   0.321272E-01   0.367874E-03   0.307687E-03  -0.451683E-03
 10372   0.321596E-01   0.367783E-03   0.307597E-03  -0.451384E-03
 10373   0.322058E-01   0.367694E-03   0.307504E-03  -0.451020E-03
 10374   0.322652E-01   0.367609E-03   0.307410E-03  -0.450596E-03
 10375   0.323372E-01   0.367527E-03   0.307315E-03  -0.450112E-03
 10376   0.324209E-01   0.367447E-03   0.307217E-03  -0.449575E-03
 10377   0.325156E-01   0.367370E-03   0.307119E-03  -0.448986E-03
 10378   0.326201E-01   0.367296E-03   0.307019E-03  -0.448352E-03
 10379   0.327334E-01   0.367223E-03   0.306917E-03  -0.447677E-03
 10380   0.328542E-01   0.367151E-03   0.306815E-03  -0.446966E-03
 10381   0.329814E-01   0.367081E-03   0.306712E-03  -0.446226E-03
 10382   0.331137E-01   0.367012E-03   0.306609E-03  -0.445462E-03
 10383   0.332496E-01   0.366944E-03   0.306504E-03  -0.444682E-03
 10384   0.333877E-01   0.366876E-03   0.306400E-03  -0.443890E-03
 10385   0.335268E-01   0.366807E-03   0.306295E-03  -0.443094E-03
 10386   0.336653E-01   0.366738E-03   0.306191E-03  -0.442301E-03
 10387   0.338018E-01   0.366669E-03   0.306087E-03  -0.441516E-03
 10388   0.339350E-01   0.366598E-03   0.305983E-03  -0.440747E-03
 10389   0.340634E-01   0.366526E-03   0.305880E-03  -0.439999E-03
 10390   0.341859E-01   0.366452E-03   0.305778E-03  -0.439279E-03
 10391   0.343010E-01   0.366376E-03   0.305676E-03  -0.438593E-03
 10392   0.344078E-01   0.366298E-03   0.305576E-03  -0.437945E-03
 10393   0.345049E-01   0.366217E-03   0.305477E-03  -0.437342E-03
 10394   0.345916E-01   0.366133E-03   0.305380E-03  -0.436787E-03
 10395   0.346667E-01   0.366046E-03   0.305284E-03  -0.436285E-03
 10396   0.347296E-01   0.365956E-03   0.305189E-03  -0.435839E-03
 10397   0.347796E-01   0.365863E-03   0.305097E-03  -0.435454E-03
 10398   0.348161E-01   0.365766E-03   0.305006E-03  -0.435130E-03
 10399   0.348387E-01   0.365666E-03   0.304917E-03  -0.434871E-03
 10400   0.348471E-01   0.365563E-03   0.304830E-03  -0.434678E-03
 10401   0.348412E-01   0.365455E-03   0.304744E-03  -0.434551E-03
 10402   0.348209E-01   0.365344E-03   0.304661E-03  -0.434491E-03
 10403   0.347863E-01   0.365230E-03   0.304580E-03  -0.434496E-03
 10404   0.347378E-01   0.365113E-03   0.304500E-03  -0.434566E-03
 10405   0.346756E-01   0.364992E-03   0.304423E-03  -0.434700E-03
 10406   0.346004E-01   0.364868E-03   0.304347E-03  -0.434894E-03
 10407   0.345128E-01   0.364741E-03   0.304272E-03  -0.435145E-03
 10408   0.344135E-01   0.364611E-03   0.304200E-03  -0.435451E-03
 10409   0.343033E-01   0.364479E-03   0.304128E-03  -0.435807E-03
 10410   0.341834E-01   0.364345E-03   0.304059E-03  -0.436208E-03
 10411   0.340547E-01   0.364209E-03   0.303990E-03  -0.436651E-03
 10412   0.339183E-01   0.364072E-03   0.303922E-03  -0.437129E-03
 10413   0.337756E-01   0.363933E-03   0.303856E-03  -0.437636E-03
 10414   0.336278E-01   0.363793E-03   0.303789E-03  -0.438168E-03
 10415   0.334761E-01   0.363652E-03   0.303724E-03  -0.438717E-03
 10416   0.333221E-01   0.363512E-03   0.303659E-03  -0.439278E-03
 10417   0.331670E-01   0.363371E-03   0.303594E-03  -0.439844E-03
 10418   0.330122E-01   0.363231E-03   0.303529E-03  -0.440409E-03
 10419   0.328592E-01   0.363091E-03   0.303464E-03  -0.440966E-03
 10420   0.327092E-01   0.362953E-03   0.303398E-03  -0.441509E-03
 10421   0.325637E-01   0.362816E-03   0.303332E-03  -0.442032E-03
 10422   0.324239E-01   0.362681E-03   0.303265E-03  -0.442529E-03
 10423   0.322911E-01   0.362548E-03   0.303198E-03  -0.442993E-03
 10424   0.321664E-01   0.362417E-03   0.303129E-03  -0.443421E-03
 10425   0.320509E-01   0.362289E-03   0.303059E-03  -0.443806E-03
 10426   0.319457E-01   0.362163E-03   0.302988E-03  -0.444145E-03
 10427   0.318515E-01   0.362041E-03   0.302915E-03  -0.444432E-03
 10428   0.317692E-01   0.361922E-03   0.302841E-03  -0.444664E-03
 10429   0.316995E-01   0.361805E-03   0.302765E-03  -0.444839E-03
 10430   0.316429E-01   0.361693E-03   0.302688E-03  -0.444953E-03
 10431   0.315999E-01   0.361584E-03   0.302608E-03  -0.445005E-03
 10432   0.315708E-01   0.361478E-03   0.302527E-03  -0.444992E-03
 10433   0.315556E-01   0.361376E-03   0.302445E-03  -0.444915E-03
 10434   0.315546E-01   0.361277E-03   0.302360E-03  -0.444773E-03
 10435   0.315674E-01   0.361182E-03   0.302273E-03  -0.444567E-03
 10436   0.315940E-01   0.361090E-03   0.302185E-03  -0.444298E-03
 10437   0.316339E-01   0.361002E-03   0.302095E-03  -0.443967E-03
 10438   0.316867E-01   0.360916E-03   0.302003E-03  -0.443576E-03
 10439   0.317517E-01   0.360834E-03   0.301910E-03  -0.443129E-03
 10440   0.318281E-01   0.360754E-03   0.301815E-03  -0.442629E-03
 10441   0.319152E-01   0.360676E-03   0.301719E-03  -0.442079E-03
 10442   0.320121E-01   0.360601E-03   0.301621E-03  -0.441485E-03
 10443   0.321176E-01   0.360528E-03   0.301522E-03  -0.440851E-03
 10444   0.322306E-01   0.360456E-03   0.301423E-03  -0.440181E-03
 10445   0.323500E-01   0.360385E-03   0.301322E-03  -0.439482E-03
 10446   0.324745E-01   0.360316E-03   0.301221E-03  -0.438759E-03
 10447   0.326028E-01   0.360247E-03   0.301119E-03  -0.438018E-03
 10448   0.327337E-01   0.360179E-03   0.301017E-03  -0.437266E-03
 10449   0.328656E-01   0.360110E-03   0.300915E-03  -0.436508E-03
 10450   0.329974E-01   0.360041E-03   0.300813E-03  -0.435751E-03
 10451   0.331275E-01   0.359972E-03   0.300711E-03  -0.435001E-03
 10452   0.332548E-01   0.359901E-03   0.300610E-03  -0.434264E-03
 10453   0.333778E-01   0.359829E-03   0.300509E-03  -0.433546E-03
 10454   0.334953E-01   0.359756E-03   0.300408E-03  -0.432854E-03
 10455   0.336061E-01   0.359680E-03   0.300309E-03  -0.432192E-03
 10456   0.337090E-01   0.359602E-03   0.300211E-03  -0.431566E-03
 10457   0.338031E-01   0.359522E-03   0.300113E-03  -0.430981E-03
 10458   0.338872E-01   0.359439E-03   0.300018E-03  -0.430442E-03
 10459   0.339606E-01   0.359353E-03   0.299923E-03  -0.429952E-03
 10460   0.340224E-01   0.359264E-03   0.299830E-03  -0.429516E-03
 10461   0.340719E-01   0.359172E-03   0.299739E-03  -0.429135E-03
 10462   0.341087E-01   0.359077E-03   0.299649E-03  -0.428814E-03
 10463   0.341323E-01   0.358978E-03   0.299561E-03  -0.428553E-03
 10464   0.341424E-01   0.358876E-03   0.299475E-03  -0.428354E-03
 10465   0.341388E-01   0.358770E-03   0.299391E-03  -0.428218E-03
 10466   0.341215E-01   0.358661E-03   0.299308E-03  -0.428146E-03
 10467   0.340906E-01   0.358549E-03   0.299227E-03  -0.428136E-03
 10468   0.340463E-01   0.358433E-03   0.299149E-03  -0.428188E-03
 10469   0.339890E-01   0.358314E-03   0.299071E-03  -0.428300E-03
 10470   0.339192E-01   0.358192E-03   0.298996E-03  -0.428469E-03
 10471   0.338375E-01   0.358068E-03   0.298922E-03  -0.428694E-03
 10472   0.337445E-01   0.357940E-03   0.298849E-03  -0.428971E-03
 10473   0.336411E-01   0.357811E-03   0.298778E-03  -0.429296E-03
 10474   0.335282E-01   0.357679E-03   0.298708E-03  -0.429664E-03
 10475   0.334069E-01   0.357545E-03   0.298640E-03  -0.430072E-03
 10476   0.332782E-01   0.357410E-03   0.298572E-03  -0.430514E-03
 10477   0.331433E-01   0.357273E-03   0.298505E-03  -0.430985E-03
 10478   0.330034E-01   0.357136E-03   0.298439E-03  -0.431479E-03
 10479   0.328597E-01   0.356998E-03   0.298374E-03  -0.431991E-03
 10480   0.327136E-01   0.356860E-03   0.298308E-03  -0.432514E-03
 10481   0.325665E-01   0.356722E-03   0.298243E-03  -0.433042E-03
 10482   0.324195E-01   0.356584E-03   0.298178E-03  -0.433570E-03
 10483   0.322741E-01   0.356447E-03   0.298113E-03  -0.434091E-03
 10484   0.321315E-01   0.356311E-03   0.298048E-03  -0.434599E-03
 10485   0.319931E-01   0.356176E-03   0.297982E-03  -0.435088E-03
 10486   0.318601E-01   0.356043E-03   0.297915E-03  -0.435553E-03
 10487   0.317336E-01   0.355912E-03   0.297847E-03  -0.435988E-03
 10488   0.316147E-01   0.355783E-03   0.297779E-03  -0.436387E-03
 10489   0.315046E-01   0.355657E-03   0.297709E-03  -0.436747E-03
 10490   0.314042E-01   0.355533E-03   0.297639E-03  -0.437063E-03
 10491   0.313143E-01   0.355413E-03   0.297566E-03  -0.437331E-03
 10492   0.312358E-01   0.355295E-03   0.297493E-03  -0.437546E-03
 10493   0.311691E-01   0.355181E-03   0.297418E-03  -0.437707E-03
 10494   0.311150E-01   0.355069E-03   0.297341E-03  -0.437811E-03
 10495   0.310737E-01   0.354962E-03   0.297263E-03  -0.437855E-03
 10496   0.310456E-01   0.354857E-03   0.297182E-03  -0.437839E-03
 10497   0.310309E-01   0.354756E-03   0.297101E-03  -0.437762E-03
 10498   0.310295E-01   0.354659E-03   0.297017E-03  -0.437624E-03
 10499   0.310415E-01   0.354565E-03   0.296932E-03  -0.437424E-03
 10500   0.310664E-01   0.354474E-03   0.296845E-03  -0.437165E-03
 10501   0.311040E-01   0.354386E-03   0.296756E-03  -0.436847E-03
 10502   0.311539E-01   0.354301E-03   0.296666E-03  -0.436473E-03
 10503   0.312154E-01   0.354219E-03   0.296574E-03  -0.436046E-03
 10504   0.312877E-01   0.354140E-03   0.296481E-03  -0.435569E-03
 10505   0.313702E-01   0.354063E-03   0.296387E-03  -0.435045E-03
 10506   0.314619E-01   0.353988E-03   0.296291E-03  -0.434479E-03
 10507   0.315618E-01   0.353915E-03   0.296195E-03  -0.433875E-03
 10508   0.316689E-01   0.353844E-03   0.296097E-03  -0.433238E-03
 10509   0.317819E-01   0.353774E-03   0.295999E-03  -0.432574E-03
 10510   0.318997E-01   0.353705E-03   0.295900E-03  -0.431887E-03
 10511   0.320211E-01   0.353637E-03   0.295800E-03  -0.431184E-03
 10512   0.321448E-01   0.353569E-03   0.295701E-03  -0.430471E-03
 10513   0.322695E-01   0.353500E-03   0.295601E-03  -0.429752E-03
 10514   0.323938E-01   0.353432E-03   0.295501E-03  -0.429035E-03
 10515   0.325166E-01   0.353363E-03   0.295401E-03  -0.428326E-03
 10516   0.326364E-01   0.353293E-03   0.295302E-03  -0.427629E-03
 10517   0.327521E-01   0.353221E-03   0.295203E-03  -0.426951E-03
 10518   0.328625E-01   0.353148E-03   0.295105E-03  -0.426298E-03
 10519   0.329664E-01   0.353073E-03   0.295008E-03  -0.425675E-03
 10520   0.330627E-01   0.352996E-03   0.294912E-03  -0.425086E-03
 10521   0.331504E-01   0.352916E-03   0.294817E-03  -0.424536E-03
 10522   0.332285E-01   0.352834E-03   0.294723E-03  -0.424030E-03
 10523   0.332963E-01   0.352749E-03   0.294631E-03  -0.423572E-03
 10524   0.333530E-01   0.352661E-03   0.294540E-03  -0.423165E-03
 10525   0.333980E-01   0.352570E-03   0.294450E-03  -0.422811E-03
 10526   0.334307E-01   0.352476E-03   0.294362E-03  -0.422514E-03
 10527   0.334507E-01   0.352379E-03   0.294276E-03  -0.422274E-03
 10528   0.334579E-01   0.352278E-03   0.294191E-03  -0.422093E-03
 10529   0.334520E-01   0.352174E-03   0.294108E-03  -0.421973E-03
 10530   0.334331E-01   0.352067E-03   0.294027E-03  -0.421912E-03
 10531   0.334012E-01   0.351956E-03   0.293948E-03  -0.421911E-03
 10532   0.333566E-01   0.351842E-03   0.293870E-03  -0.421967E-03
 10533   0.332996E-01   0.351725E-03   0.293794E-03  -0.422081E-03
 10534   0.332308E-01   0.351605E-03   0.293719E-03  -0.422249E-03
 10535   0.331506E-01   0.351483E-03   0.293646E-03  -0.422469E-03
 10536   0.330599E-01   0.351358E-03   0.293575E-03  -0.422737E-03
 10537   0.329595E-01   0.351231E-03   0.293504E-03  -0.423050E-03
 10538   0.328501E-01   0.351102E-03   0.293435E-03  -0.423404E-03
 10539   0.327329E-01   0.350970E-03   0.293367E-03  -0.423794E-03
 10540   0.326088E-01   0.350838E-03   0.293300E-03  -0.424215E-03
 10541   0.324791E-01   0.350704E-03   0.293233E-03  -0.424663E-03
 10542   0.323448E-01   0.350570E-03   0.293167E-03  -0.425131E-03
 10543   0.322072E-01   0.350435E-03   0.293102E-03  -0.425614E-03
 10544   0.320676E-01   0.350299E-03   0.293037E-03  -0.426107E-03
 10545   0.319272E-01   0.350164E-03   0.292972E-03  -0.426603E-03
 10546   0.317873E-01   0.350029E-03   0.292906E-03  -0.427097E-03
 10547   0.316492E-01   0.349895E-03   0.292841E-03  -0.427583E-03
 10548   0.315141E-01   0.349762E-03   0.292776E-03  -0.428055E-03
 10549   0.313832E-01   0.349631E-03   0.292709E-03  -0.428508E-03
 10550   0.312578E-01   0.349501E-03   0.292643E-03  -0.428936E-03
 10551   0.311390E-01   0.349373E-03   0.292575E-03  -0.429333E-03
 10552   0.310277E-01   0.349247E-03   0.292506E-03  -0.429696E-03
 10553   0.309251E-01   0.349124E-03   0.292437E-03  -0.430020E-03
 10554   0.308320E-01   0.349003E-03   0.292366E-03  -0.430300E-03
 10555   0.307492E-01   0.348885E-03   0.292294E-03  -0.430532E-03
 10556   0.306774E-01   0.348770E-03   0.292220E-03  -0.430715E-03
 10557   0.306172E-01   0.348659E-03   0.292145E-03  -0.430844E-03
 10558   0.305691E-01   0.348550E-03   0.292068E-03  -0.430917E-03
 10559   0.305335E-01   0.348445E-03   0.291990E-03  -0.430934E-03
 10560   0.305106E-01   0.348343E-03   0.291910E-03  -0.430892E-03
 10561   0.305006E-01   0.348245E-03   0.291829E-03  -0.430792E-03
 10562   0.305033E-01   0.348150E-03   0.291746E-03  -0.430633E-03
 10563   0.305188E-01   0.348058E-03   0.291661E-03  -0.430416E-03
 10564   0.305467E-01   0.347969E-03   0.291575E-03  -0.430142E-03
 10565   0.305867E-01   0.347884E-03   0.291487E-03  -0.429813E-03
 10566   0.306382E-01   0.347801E-03   0.291398E-03  -0.429430E-03
 10567   0.307007E-01   0.347721E-03   0.291307E-03  -0.428998E-03
 10568   0.307735E-01   0.347643E-03   0.291215E-03  -0.428519E-03
 10569   0.308558E-01   0.347568E-03   0.291122E-03  -0.427996E-03
 10570   0.309465E-01   0.347495E-03   0.291027E-03  -0.427435E-03
 10571   0.310449E-01   0.347423E-03   0.290932E-03  -0.426839E-03
 10572   0.311497E-01   0.347354E-03   0.290836E-03  -0.426213E-03
 10573   0.312599E-01   0.347285E-03   0.290739E-03  -0.425562E-03
 10574   0.313744E-01   0.347217E-03   0.290642E-03  -0.424893E-03
 10575   0.314918E-01   0.347150E-03   0.290544E-03  -0.424210E-03
 10576   0.316110E-01   0.347083E-03   0.290446E-03  -0.423519E-03
 10577   0.317307E-01   0.347015E-03   0.290348E-03  -0.422825E-03
 10578   0.318496E-01   0.346948E-03   0.290250E-03  -0.422136E-03
 10579   0.319666E-01   0.346880E-03   0.290152E-03  -0.421455E-03
 10580   0.320802E-01   0.346810E-03   0.290055E-03  -0.420790E-03
 10581   0.321895E-01   0.346739E-03   0.289959E-03  -0.420145E-03
 10582   0.322931E-01   0.346667E-03   0.289863E-03  -0.419526E-03
 10583   0.323900E-01   0.346593E-03   0.289768E-03  -0.418937E-03
 10584   0.324792E-01   0.346516E-03   0.289674E-03  -0.418384E-03
 10585   0.325596E-01   0.346437E-03   0.289581E-03  -0.417871E-03
 10586   0.326306E-01   0.346356E-03   0.289489E-03  -0.417402E-03
 10587   0.326911E-01   0.346272E-03   0.289399E-03  -0.416980E-03
 10588   0.327406E-01   0.346185E-03   0.289310E-03  -0.416609E-03
 10589   0.327786E-01   0.346094E-03   0.289223E-03  -0.416290E-03
 10590   0.328045E-01   0.346001E-03   0.289137E-03  -0.416027E-03
 10591   0.328180E-01   0.345904E-03   0.289053E-03  -0.415820E-03
 10592   0.328189E-01   0.345804E-03   0.288971E-03  -0.415671E-03
 10593   0.328071E-01   0.345701E-03   0.288890E-03  -0.415580E-03
 10594   0.327826E-01   0.345594E-03   0.288811E-03  -0.415547E-03
 10595   0.327457E-01   0.345485E-03   0.288733E-03  -0.415571E-03
 10596   0.326965E-01   0.345372E-03   0.288657E-03  -0.415651E-03
 10597   0.326354E-01   0.345256E-03   0.288583E-03  -0.415784E-03
 10598   0.325631E-01   0.345138E-03   0.288510E-03  -0.415970E-03
 10599   0.324800E-01   0.345017E-03   0.288438E-03  -0.416204E-03
 10600   0.323870E-01   0.344893E-03   0.288368E-03  -0.416483E-03
 10601   0.322848E-01   0.344767E-03   0.288299E-03  -0.416804E-03
 10602   0.321744E-01   0.344640E-03   0.288231E-03  -0.417162E-03
 10603   0.320567E-01   0.344510E-03   0.288164E-03  -0.417554E-03
 10604   0.319329E-01   0.344380E-03   0.288098E-03  -0.417973E-03
 10605   0.318041E-01   0.344248E-03   0.288032E-03  -0.418415E-03
 10606   0.316713E-01   0.344115E-03   0.287967E-03  -0.418874E-03
 10607   0.315359E-01   0.343982E-03   0.287902E-03  -0.419345E-03
 10608   0.313991E-01   0.343849E-03   0.287838E-03  -0.419822E-03
 10609   0.312621E-01   0.343715E-03   0.287773E-03  -0.420300E-03
 10610   0.311262E-01   0.343583E-03   0.287709E-03  -0.420772E-03
 10611   0.309926E-01   0.343451E-03   0.287644E-03  -0.421234E-03
 10612   0.308626E-01   0.343320E-03   0.287579E-03  -0.421678E-03
 10613   0.307372E-01   0.343191E-03   0.287513E-03  -0.422101E-03
 10614   0.306178E-01   0.343064E-03   0.287446E-03  -0.422497E-03
 10615   0.305053E-01   0.342938E-03   0.287378E-03  -0.422860E-03
 10616   0.304007E-01   0.342815E-03   0.287310E-03  -0.423187E-03
 10617   0.303051E-01   0.342694E-03   0.287240E-03  -0.423473E-03
 10618   0.302192E-01   0.342576E-03   0.287169E-03  -0.423714E-03
 10619   0.301438E-01   0.342460E-03   0.287097E-03  -0.423907E-03
 10620   0.300795E-01   0.342348E-03   0.287023E-03  -0.424048E-03
 10621   0.300269E-01   0.342239E-03   0.286948E-03  -0.424136E-03
 10622   0.299865E-01   0.342133E-03   0.286871E-03  -0.424168E-03
 10623   0.299584E-01   0.342030E-03   0.286793E-03  -0.424143E-03
 10624   0.299430E-01   0.341930E-03   0.286713E-03  -0.424061E-03
 10625   0.299402E-01   0.341834E-03   0.286631E-03  -0.423921E-03
 10626   0.299500E-01   0.341741E-03   0.286548E-03  -0.423722E-03
 10627   0.299723E-01   0.341651E-03   0.286463E-03  -0.423468E-03
 10628   0.300067E-01   0.341565E-03   0.286377E-03  -0.423157E-03
 10629   0.300528E-01   0.341481E-03   0.286289E-03  -0.422793E-03
 10630   0.301100E-01   0.341400E-03   0.286200E-03  -0.422379E-03
 10631   0.301777E-01   0.341322E-03   0.286109E-03  -0.421916E-03
