#    L    TT             EE             BB             TE             PP             TP             EP          
   675   0.167969E+04   0.360976E+02   0.000000E+00  -0.496003E+02   0.961327E-08   0.840116E-05  -0.113047E-05
   676   0.167951E+04   0.361806E+02   0.000000E+00  -0.512969E+02   0.958927E-08   0.845080E-05  -0.113179E-05
   677   0.167953E+04   0.362579E+02   0.000000E+00  -0.529930E+02   0.956537E-08   0.850006E-05  -0.113298E-05
   678   0.167974E+04   0.363293E+02   0.000000E+00  -0.546877E+02   0.954156E-08   0.854894E-05  -0.113405E-05
   679   0.168014E+04   0.363947E+02   0.000000E+00  -0.563803E+02   0.951784E-08   0.859742E-05  -0.113498E-05
   680   0.168074E+04   0.364542E+02   0.000000E+00  -0.580700E+02   0.949421E-08   0.864550E-05  -0.113579E-05
   681   0.168153E+04   0.365077E+02   0.000000E+00  -0.597561E+02   0.947067E-08   0.869318E-05  -0.113648E-05
   682   0.168250E+04   0.365551E+02   0.000000E+00  -0.614377E+02   0.944722E-08   0.874044E-05  -0.113704E-05
   683   0.168367E+04   0.365964E+02   0.000000E+00  -0.631142E+02   0.942386E-08   0.878728E-05  -0.113747E-05
   684   0.168503E+04   0.366316E+02   0.000000E+00  -0.647848E+02   0.940058E-08   0.883368E-05  -0.113778E-05
   685   0.168657E+04   0.366608E+02   0.000000E+00  -0.664490E+02   0.937739E-08   0.887965E-05  -0.113797E-05
   686   0.168830E+04   0.366840E+02   0.000000E+00  -0.681057E+02   0.935429E-08   0.892517E-05  -0.113803E-05
   687   0.169022E+04   0.367012E+02   0.000000E+00  -0.697549E+02   0.933128E-08   0.897023E-05  -0.113797E-05
   688   0.169233E+04   0.367123E+02   0.000000E+00  -0.713961E+02   0.930835E-08   0.901483E-05  -0.113779E-05
   689   0.169462E+04   0.367175E+02   0.000000E+00  -0.730278E+02   0.928551E-08   0.905896E-05  -0.113748E-05
   690   0.169709E+04   0.367169E+02   0.000000E+00  -0.746493E+02   0.926275E-08   0.910262E-05  -0.113705E-05
   691   0.169975E+04   0.367102E+02   0.000000E+00  -0.762606E+02   0.924008E-08   0.914579E-05  -0.113651E-05
   692   0.170258E+04   0.366976E+02   0.000000E+00  -0.778610E+02   0.921749E-08   0.918846E-05  -0.113584E-05
   693   0.170560E+04   0.366791E+02   0.000000E+00  -0.794498E+02   0.919499E-08   0.923063E-05  -0.113505E-05
   694   0.170879E+04   0.366547E+02   0.000000E+00  -0.810256E+02   0.917257E-08   0.927229E-05  -0.113415E-05
   695   0.171216E+04   0.366243E+02   0.000000E+00  -0.825884E+02   0.915023E-08   0.931344E-05  -0.113313E-05
   696   0.171569E+04   0.365880E+02   0.000000E+00  -0.841367E+02   0.912798E-08   0.935406E-05  -0.113198E-05
   697   0.171940E+04   0.365458E+02   0.000000E+00  -0.856707E+02   0.910580E-08   0.939414E-05  -0.113073E-05
   698   0.172327E+04   0.364977E+02   0.000000E+00  -0.871888E+02   0.908371E-08   0.943369E-05  -0.112935E-05
   699   0.172732E+04   0.364438E+02   0.000000E+00  -0.886911E+02   0.906170E-08   0.947269E-05  -0.112786E-05
   700   0.173152E+04   0.363840E+02   0.000000E+00  -0.901769E+02   0.903977E-08   0.951113E-05  -0.112625E-05
   701   0.173589E+04   0.363185E+02   0.000000E+00  -0.916455E+02   0.901792E-08   0.954900E-05  -0.112453E-05
   702   0.174041E+04   0.362472E+02   0.000000E+00  -0.930961E+02   0.899615E-08   0.958631E-05  -0.112269E-05
   703   0.174509E+04   0.361702E+02   0.000000E+00  -0.945287E+02   0.897446E-08   0.962306E-05  -0.112074E-05
   704   0.174993E+04   0.360874E+02   0.000000E+00  -0.959412E+02   0.895285E-08   0.965922E-05  -0.111868E-05
   705   0.175491E+04   0.359991E+02   0.000000E+00  -0.973343E+02   0.893132E-08   0.969482E-05  -0.111650E-05
   706   0.176005E+04   0.359051E+02   0.000000E+00  -0.987064E+02   0.890986E-08   0.972983E-05  -0.111421E-05
   707   0.176533E+04   0.358057E+02   0.000000E+00  -0.100058E+03   0.888848E-08   0.976427E-05  -0.111181E-05
   708   0.177075E+04   0.357007E+02   0.000000E+00  -0.101388E+03   0.886718E-08   0.979812E-05  -0.110930E-05
   709   0.177631E+04   0.355903E+02   0.000000E+00  -0.102695E+03   0.884596E-08   0.983139E-05  -0.110668E-05
   710   0.178201E+04   0.354745E+02   0.000000E+00  -0.103980E+03   0.882482E-08   0.986407E-05  -0.110395E-05
   711   0.178784E+04   0.353533E+02   0.000000E+00  -0.105242E+03   0.880375E-08   0.989616E-05  -0.110111E-05
   712   0.179382E+04   0.352269E+02   0.000000E+00  -0.106479E+03   0.878276E-08   0.992765E-05  -0.109816E-05
   713   0.179991E+04   0.350952E+02   0.000000E+00  -0.107691E+03   0.876184E-08   0.995855E-05  -0.109511E-05
   714   0.180613E+04   0.349583E+02   0.000000E+00  -0.108879E+03   0.874100E-08   0.998885E-05  -0.109195E-05
   715   0.181247E+04   0.348163E+02   0.000000E+00  -0.110040E+03   0.872023E-08   0.100185E-04  -0.108868E-05
   716   0.181893E+04   0.346691E+02   0.000000E+00  -0.111176E+03   0.869954E-08   0.100476E-04  -0.108530E-05
   717   0.182550E+04   0.345169E+02   0.000000E+00  -0.112284E+03   0.867892E-08   0.100761E-04  -0.108182E-05
   718   0.183218E+04   0.343596E+02   0.000000E+00  -0.113365E+03   0.865838E-08   0.101040E-04  -0.107824E-05
   719   0.183896E+04   0.341974E+02   0.000000E+00  -0.114417E+03   0.863791E-08   0.101313E-04  -0.107455E-05
   720   0.184586E+04   0.340303E+02   0.000000E+00  -0.115442E+03   0.861751E-08   0.101579E-04  -0.107076E-05
   721   0.185285E+04   0.338585E+02   0.000000E+00  -0.116438E+03   0.859719E-08   0.101839E-04  -0.106687E-05
   722   0.185994E+04   0.336821E+02   0.000000E+00  -0.117405E+03   0.857694E-08   0.102094E-04  -0.106287E-05
   723   0.186712E+04   0.335011E+02   0.000000E+00  -0.118342E+03   0.855676E-08   0.102341E-04  -0.105877E-05
   724   0.187441E+04   0.333158E+02   0.000000E+00  -0.119250E+03   0.853665E-08   0.102583E-04  -0.105457E-05
   725   0.188178E+04   0.331261E+02   0.000000E+00  -0.120128E+03   0.851661E-08   0.102818E-04  -0.105027E-05
   726   0.188924E+04   0.329322E+02   0.000000E+00  -0.120975E+03   0.849665E-08   0.103047E-04  -0.104587E-05
   727   0.189678E+04   0.327341E+02   0.000000E+00  -0.121792E+03   0.847675E-08   0.103270E-04  -0.104138E-05
   728   0.190441E+04   0.325319E+02   0.000000E+00  -0.122578E+03   0.845693E-08   0.103486E-04  -0.103678E-05
   729   0.191210E+04   0.323258E+02   0.000000E+00  -0.123331E+03   0.843717E-08   0.103696E-04  -0.103209E-05
   730   0.191987E+04   0.321157E+02   0.000000E+00  -0.124053E+03   0.841749E-08   0.103900E-04  -0.102729E-05
   731   0.192771E+04   0.319017E+02   0.000000E+00  -0.124743E+03   0.839787E-08   0.104097E-04  -0.102241E-05
   732   0.193561E+04   0.316840E+02   0.000000E+00  -0.125400E+03   0.837832E-08   0.104287E-04  -0.101742E-05
   733   0.194358E+04   0.314627E+02   0.000000E+00  -0.126024E+03   0.835885E-08   0.104472E-04  -0.101234E-05
   734   0.195160E+04   0.312378E+02   0.000000E+00  -0.126613E+03   0.833944E-08   0.104649E-04  -0.100717E-05
   735   0.195966E+04   0.310094E+02   0.000000E+00  -0.127170E+03   0.832009E-08   0.104820E-04  -0.100190E-05
   736   0.196779E+04   0.307778E+02   0.000000E+00  -0.127693E+03   0.830082E-08   0.104985E-04  -0.996540E-06
   737   0.197594E+04   0.305429E+02   0.000000E+00  -0.128182E+03   0.828161E-08   0.105142E-04  -0.991085E-06
   738   0.198415E+04   0.303048E+02   0.000000E+00  -0.128636E+03   0.826247E-08   0.105294E-04  -0.985539E-06
   739   0.199238E+04   0.300637E+02   0.000000E+00  -0.129056E+03   0.824339E-08   0.105438E-04  -0.979900E-06
   740   0.200065E+04   0.298198E+02   0.000000E+00  -0.129440E+03   0.822438E-08   0.105576E-04  -0.974171E-06
   741   0.200894E+04   0.295731E+02   0.000000E+00  -0.129790E+03   0.820544E-08   0.105707E-04  -0.968351E-06
   742   0.201726E+04   0.293237E+02   0.000000E+00  -0.130105E+03   0.818656E-08   0.105831E-04  -0.962441E-06
   743   0.202559E+04   0.290717E+02   0.000000E+00  -0.130384E+03   0.816775E-08   0.105949E-04  -0.956443E-06
   744   0.203393E+04   0.288174E+02   0.000000E+00  -0.130627E+03   0.814900E-08   0.106060E-04  -0.950355E-06
   745   0.204229E+04   0.285608E+02   0.000000E+00  -0.130835E+03   0.813031E-08   0.106164E-04  -0.944180E-06
   746   0.205064E+04   0.283020E+02   0.000000E+00  -0.131008E+03   0.811169E-08   0.106261E-04  -0.937917E-06
   747   0.205899E+04   0.280412E+02   0.000000E+00  -0.131145E+03   0.809313E-08   0.106351E-04  -0.931568E-06
   748   0.206734E+04   0.277784E+02   0.000000E+00  -0.131246E+03   0.807464E-08   0.106435E-04  -0.925132E-06
   749   0.207569E+04   0.275138E+02   0.000000E+00  -0.131312E+03   0.805620E-08   0.106511E-04  -0.918611E-06
   750   0.208402E+04   0.272474E+02   0.000000E+00  -0.131342E+03   0.803783E-08   0.106581E-04  -0.912005E-06
   751   0.209233E+04   0.269794E+02   0.000000E+00  -0.131335E+03   0.801953E-08   0.106643E-04  -0.905316E-06
   752   0.210062E+04   0.267099E+02   0.000000E+00  -0.131292E+03   0.800128E-08   0.106699E-04  -0.898543E-06
   753   0.210888E+04   0.264390E+02   0.000000E+00  -0.131214E+03   0.798309E-08   0.106748E-04  -0.891689E-06
   754   0.211712E+04   0.261669E+02   0.000000E+00  -0.131100E+03   0.796497E-08   0.106790E-04  -0.884755E-06
   755   0.212532E+04   0.258936E+02   0.000000E+00  -0.130950E+03   0.794691E-08   0.106825E-04  -0.877743E-06
   756   0.213349E+04   0.256194E+02   0.000000E+00  -0.130764E+03   0.792890E-08   0.106853E-04  -0.870654E-06
   757   0.214162E+04   0.253444E+02   0.000000E+00  -0.130542E+03   0.791096E-08   0.106874E-04  -0.863489E-06
   758   0.214972E+04   0.250685E+02   0.000000E+00  -0.130286E+03   0.789308E-08   0.106889E-04  -0.856251E-06
   759   0.215777E+04   0.247922E+02   0.000000E+00  -0.129994E+03   0.787526E-08   0.106897E-04  -0.848940E-06
   760   0.216578E+04   0.245155E+02   0.000000E+00  -0.129667E+03   0.785749E-08   0.106899E-04  -0.841558E-06
   761   0.217374E+04   0.242385E+02   0.000000E+00  -0.129304E+03   0.783979E-08   0.106894E-04  -0.834107E-06
   762   0.218164E+04   0.239612E+02   0.000000E+00  -0.128906E+03   0.782214E-08   0.106882E-04  -0.826588E-06
   763   0.218949E+04   0.236839E+02   0.000000E+00  -0.128474E+03   0.780456E-08   0.106864E-04  -0.819002E-06
   764   0.219726E+04   0.234066E+02   0.000000E+00  -0.128005E+03   0.778703E-08   0.106839E-04  -0.811351E-06
   765   0.220497E+04   0.231295E+02   0.000000E+00  -0.127502E+03   0.776956E-08   0.106808E-04  -0.803636E-06
   766   0.221260E+04   0.228526E+02   0.000000E+00  -0.126963E+03   0.775215E-08   0.106771E-04  -0.795860E-06
   767   0.222015E+04   0.225760E+02   0.000000E+00  -0.126389E+03   0.773479E-08   0.106727E-04  -0.788023E-06
   768   0.222763E+04   0.223000E+02   0.000000E+00  -0.125779E+03   0.771750E-08   0.106677E-04  -0.780127E-06
   769   0.223500E+04   0.220247E+02   0.000000E+00  -0.125135E+03   0.770026E-08   0.106621E-04  -0.772173E-06
   770   0.224229E+04   0.217501E+02   0.000000E+00  -0.124457E+03   0.768307E-08   0.106558E-04  -0.764163E-06
   771   0.224948E+04   0.214765E+02   0.000000E+00  -0.123745E+03   0.766595E-08   0.106489E-04  -0.756098E-06
   772   0.225656E+04   0.212040E+02   0.000000E+00  -0.122998E+03   0.764888E-08   0.106415E-04  -0.747980E-06
   773   0.226355E+04   0.209327E+02   0.000000E+00  -0.122219E+03   0.763186E-08   0.106334E-04  -0.739810E-06
   774   0.227042E+04   0.206627E+02   0.000000E+00  -0.121407E+03   0.761490E-08   0.106247E-04  -0.731590E-06
   775   0.227718E+04   0.203942E+02   0.000000E+00  -0.120562E+03   0.759800E-08   0.106153E-04  -0.723321E-06
   776   0.228383E+04   0.201273E+02   0.000000E+00  -0.119685E+03   0.758115E-08   0.106054E-04  -0.715005E-06
   777   0.229036E+04   0.198621E+02   0.000000E+00  -0.118777E+03   0.756436E-08   0.105949E-04  -0.706643E-06
   778   0.229679E+04   0.195988E+02   0.000000E+00  -0.117837E+03   0.754762E-08   0.105838E-04  -0.698237E-06
   779   0.230310E+04   0.193373E+02   0.000000E+00  -0.116867E+03   0.753093E-08   0.105722E-04  -0.689788E-06
   780   0.230929E+04   0.190780E+02   0.000000E+00  -0.115866E+03   0.751430E-08   0.105599E-04  -0.681298E-06
   781   0.231536E+04   0.188207E+02   0.000000E+00  -0.114836E+03   0.749773E-08   0.105471E-04  -0.672767E-06
   782   0.232131E+04   0.185657E+02   0.000000E+00  -0.113776E+03   0.748120E-08   0.105336E-04  -0.664198E-06
   783   0.232714E+04   0.183132E+02   0.000000E+00  -0.112686E+03   0.746473E-08   0.105196E-04  -0.655592E-06
   784   0.233283E+04   0.180630E+02   0.000000E+00  -0.111567E+03   0.744832E-08   0.105051E-04  -0.646951E-06
   785   0.233839E+04   0.178154E+02   0.000000E+00  -0.110419E+03   0.743195E-08   0.104900E-04  -0.638275E-06
   786   0.234380E+04   0.175705E+02   0.000000E+00  -0.109241E+03   0.741564E-08   0.104743E-04  -0.629568E-06
   787   0.234907E+04   0.173283E+02   0.000000E+00  -0.108035E+03   0.739938E-08   0.104581E-04  -0.620829E-06
   788   0.235418E+04   0.170890E+02   0.000000E+00  -0.106800E+03   0.738317E-08   0.104413E-04  -0.612060E-06
   789   0.235913E+04   0.168527E+02   0.000000E+00  -0.105537E+03   0.736701E-08   0.104239E-04  -0.603263E-06
   790   0.236394E+04   0.166195E+02   0.000000E+00  -0.104245E+03   0.735091E-08   0.104061E-04  -0.594440E-06
   791   0.236858E+04   0.163896E+02   0.000000E+00  -0.102928E+03   0.733485E-08   0.103877E-04  -0.585592E-06
   792   0.237306E+04   0.161632E+02   0.000000E+00  -0.101586E+03   0.731885E-08   0.103687E-04  -0.576719E-06
   793   0.237738E+04   0.159403E+02   0.000000E+00  -0.100218E+03   0.730290E-08   0.103492E-04  -0.567825E-06
   794   0.238153E+04   0.157211E+02   0.000000E+00  -0.988265E+02   0.728699E-08   0.103292E-04  -0.558910E-06
   795   0.238551E+04   0.155058E+02   0.000000E+00  -0.974125E+02   0.727114E-08   0.103087E-04  -0.549976E-06
   796   0.238933E+04   0.152943E+02   0.000000E+00  -0.959752E+02   0.725534E-08   0.102876E-04  -0.541024E-06
   797   0.239299E+04   0.150868E+02   0.000000E+00  -0.945160E+02   0.723959E-08   0.102661E-04  -0.532055E-06
   798   0.239648E+04   0.148833E+02   0.000000E+00  -0.930350E+02   0.722388E-08   0.102440E-04  -0.523072E-06
   799   0.239980E+04   0.146839E+02   0.000000E+00  -0.915327E+02   0.720823E-08   0.102214E-04  -0.514076E-06
   800   0.240295E+04   0.144886E+02   0.000000E+00  -0.900085E+02   0.719262E-08   0.101983E-04  -0.505068E-06
   801   0.240593E+04   0.142974E+02   0.000000E+00  -0.884645E+02   0.717706E-08   0.101747E-04  -0.496049E-06
   802   0.240875E+04   0.141104E+02   0.000000E+00  -0.868999E+02   0.716155E-08   0.101506E-04  -0.487020E-06
   803   0.241139E+04   0.139278E+02   0.000000E+00  -0.853154E+02   0.714609E-08   0.101260E-04  -0.477982E-06
   804   0.241386E+04   0.137495E+02   0.000000E+00  -0.837125E+02   0.713067E-08   0.101010E-04  -0.468935E-06
   805   0.241614E+04   0.135759E+02   0.000000E+00  -0.820904E+02   0.711531E-08   0.100755E-04  -0.459880E-06
   806   0.241823E+04   0.134070E+02   0.000000E+00  -0.804512E+02   0.709999E-08   0.100494E-04  -0.450817E-06
   807   0.242013E+04   0.132429E+02   0.000000E+00  -0.787935E+02   0.708471E-08   0.100230E-04  -0.441746E-06
   808   0.242183E+04   0.130838E+02   0.000000E+00  -0.771201E+02   0.706949E-08   0.999606E-05  -0.432669E-06
   809   0.242333E+04   0.129296E+02   0.000000E+00  -0.754303E+02   0.705431E-08   0.996868E-05  -0.423586E-06
   810   0.242463E+04   0.127806E+02   0.000000E+00  -0.737247E+02   0.703918E-08   0.994085E-05  -0.414496E-06
   811   0.242573E+04   0.126368E+02   0.000000E+00  -0.720050E+02   0.702409E-08   0.991259E-05  -0.405402E-06
   812   0.242664E+04   0.124981E+02   0.000000E+00  -0.702718E+02   0.700905E-08   0.988389E-05  -0.396302E-06
   813   0.242735E+04   0.123647E+02   0.000000E+00  -0.685260E+02   0.699406E-08   0.985476E-05  -0.387198E-06
   814   0.242788E+04   0.122365E+02   0.000000E+00  -0.667685E+02   0.697911E-08   0.982521E-05  -0.378091E-06
   815   0.242823E+04   0.121136E+02   0.000000E+00  -0.650000E+02   0.696421E-08   0.979524E-05  -0.368980E-06
   816   0.242840E+04   0.119961E+02   0.000000E+00  -0.632215E+02   0.694935E-08   0.976486E-05  -0.359867E-06
   817   0.242838E+04   0.118840E+02   0.000000E+00  -0.614334E+02   0.693454E-08   0.973407E-05  -0.350751E-06
   818   0.242818E+04   0.117774E+02   0.000000E+00  -0.596359E+02   0.691977E-08   0.970289E-05  -0.341634E-06
   819   0.242778E+04   0.116763E+02   0.000000E+00  -0.578294E+02   0.690505E-08   0.967131E-05  -0.332515E-06
   820   0.242717E+04   0.115810E+02   0.000000E+00  -0.560142E+02   0.689037E-08   0.963934E-05  -0.323396E-06
   821   0.242636E+04   0.114912E+02   0.000000E+00  -0.541909E+02   0.687574E-08   0.960699E-05  -0.314276E-06
   822   0.242533E+04   0.114073E+02   0.000000E+00  -0.523594E+02   0.686115E-08   0.957427E-05  -0.305157E-06
   823   0.242409E+04   0.113292E+02   0.000000E+00  -0.505205E+02   0.684661E-08   0.954117E-05  -0.296038E-06
   824   0.242264E+04   0.112569E+02   0.000000E+00  -0.486750E+02   0.683210E-08   0.950771E-05  -0.286921E-06
   825   0.242098E+04   0.111905E+02   0.000000E+00  -0.468241E+02   0.681765E-08   0.947389E-05  -0.277806E-06
   826   0.241912E+04   0.111301E+02   0.000000E+00  -0.449689E+02   0.680323E-08   0.943973E-05  -0.268693E-06
   827   0.241706E+04   0.110755E+02   0.000000E+00  -0.431106E+02   0.678886E-08   0.940521E-05  -0.259582E-06
   828   0.241481E+04   0.110269E+02   0.000000E+00  -0.412501E+02   0.677454E-08   0.937035E-05  -0.250476E-06
   829   0.241237E+04   0.109842E+02   0.000000E+00  -0.393888E+02   0.676025E-08   0.933516E-05  -0.241373E-06
   830   0.240975E+04   0.109476E+02   0.000000E+00  -0.375276E+02   0.674601E-08   0.929964E-05  -0.232274E-06
   831   0.240695E+04   0.109169E+02   0.000000E+00  -0.356667E+02   0.673181E-08   0.926380E-05  -0.223180E-06
   832   0.240396E+04   0.108923E+02   0.000000E+00  -0.338068E+02   0.671765E-08   0.922764E-05  -0.214092E-06
   833   0.240078E+04   0.108738E+02   0.000000E+00  -0.319479E+02   0.670354E-08   0.919117E-05  -0.205010E-06
   834   0.239740E+04   0.108613E+02   0.000000E+00  -0.300904E+02   0.668946E-08   0.915439E-05  -0.195934E-06
   835   0.239382E+04   0.108550E+02   0.000000E+00  -0.282348E+02   0.667543E-08   0.911732E-05  -0.186864E-06
   836   0.239003E+04   0.108549E+02   0.000000E+00  -0.263811E+02   0.666144E-08   0.907995E-05  -0.177803E-06
   837   0.238603E+04   0.108609E+02   0.000000E+00  -0.245299E+02   0.664749E-08   0.904229E-05  -0.168749E-06
   838   0.238183E+04   0.108732E+02   0.000000E+00  -0.226819E+02   0.663358E-08   0.900436E-05  -0.159703E-06
   839   0.237742E+04   0.108915E+02   0.000000E+00  -0.208383E+02   0.661972E-08   0.896614E-05  -0.150667E-06
   840   0.237283E+04   0.109160E+02   0.000000E+00  -0.189997E+02   0.660589E-08   0.892766E-05  -0.141640E-06
   841   0.236804E+04   0.109465E+02   0.000000E+00  -0.171674E+02   0.659211E-08   0.888892E-05  -0.132623E-06
   842   0.236308E+04   0.109831E+02   0.000000E+00  -0.153421E+02   0.657836E-08   0.884991E-05  -0.123616E-06
   843   0.235792E+04   0.110256E+02   0.000000E+00  -0.135249E+02   0.656465E-08   0.881066E-05  -0.114621E-06
   844   0.235261E+04   0.110741E+02   0.000000E+00  -0.117167E+02   0.655099E-08   0.877115E-05  -0.105637E-06
   845   0.234712E+04   0.111285E+02   0.000000E+00  -0.991790E+01   0.653736E-08   0.873141E-05  -0.966645E-07
   846   0.234145E+04   0.111889E+02   0.000000E+00  -0.812923E+01   0.652378E-08   0.869143E-05  -0.877048E-07
   847   0.233560E+04   0.112553E+02   0.000000E+00  -0.635110E+01   0.651023E-08   0.865123E-05  -0.787582E-07
   848   0.232957E+04   0.113277E+02   0.000000E+00  -0.458409E+01   0.649672E-08   0.861080E-05  -0.698251E-07
   849   0.232336E+04   0.114062E+02   0.000000E+00  -0.282870E+01   0.648325E-08   0.857016E-05  -0.609060E-07
   850   0.231696E+04   0.114907E+02   0.000000E+00  -0.108547E+01   0.646982E-08   0.852930E-05  -0.520014E-07
   851   0.231037E+04   0.115814E+02   0.000000E+00   0.645092E+00   0.645643E-08   0.848824E-05  -0.431120E-07
   852   0.230361E+04   0.116780E+02   0.000000E+00   0.236248E+01   0.644308E-08   0.844697E-05  -0.342388E-07
   853   0.229666E+04   0.117805E+02   0.000000E+00   0.406618E+01   0.642976E-08   0.840551E-05  -0.253831E-07
   854   0.228954E+04   0.118888E+02   0.000000E+00   0.575570E+01   0.641648E-08   0.836386E-05  -0.165460E-07
   855   0.228226E+04   0.120028E+02   0.000000E+00   0.743053E+01   0.640324E-08   0.832200E-05  -0.772888E-08
   856   0.227481E+04   0.121224E+02   0.000000E+00   0.909020E+01   0.639004E-08   0.827996E-05   0.106721E-08
   857   0.226721E+04   0.122475E+02   0.000000E+00   0.107342E+02   0.637688E-08   0.823773E-05   0.984099E-08
   858   0.225946E+04   0.123781E+02   0.000000E+00   0.123619E+02   0.636375E-08   0.819532E-05   0.185913E-07
   859   0.225156E+04   0.125141E+02   0.000000E+00   0.139726E+02   0.635067E-08   0.815273E-05   0.273168E-07
   860   0.224351E+04   0.126556E+02   0.000000E+00   0.155654E+02   0.633761E-08   0.810995E-05   0.360165E-07
   861   0.223532E+04   0.128025E+02   0.000000E+00   0.171394E+02   0.632460E-08   0.806701E-05   0.446890E-07
   862   0.222698E+04   0.129546E+02   0.000000E+00   0.186938E+02   0.631162E-08   0.802388E-05   0.533331E-07
   863   0.221850E+04   0.131123E+02   0.000000E+00   0.202278E+02   0.629868E-08   0.798059E-05   0.619477E-07
   864   0.220988E+04   0.132753E+02   0.000000E+00   0.217403E+02   0.628578E-08   0.793714E-05   0.705315E-07
   865   0.220111E+04   0.134437E+02   0.000000E+00   0.232307E+02   0.627291E-08   0.789351E-05   0.790834E-07
   866   0.219222E+04   0.136174E+02   0.000000E+00   0.246987E+02   0.626008E-08   0.784973E-05   0.876021E-07
   867   0.218318E+04   0.137963E+02   0.000000E+00   0.261443E+02   0.624729E-08   0.780579E-05   0.960863E-07
   868   0.217400E+04   0.139803E+02   0.000000E+00   0.275671E+02   0.623453E-08   0.776170E-05   0.104535E-06
   869   0.216469E+04   0.141693E+02   0.000000E+00   0.289671E+02   0.622181E-08   0.771745E-05   0.112947E-06
   870   0.215525E+04   0.143633E+02   0.000000E+00   0.303440E+02   0.620912E-08   0.767305E-05   0.121321E-06
   871   0.214567E+04   0.145621E+02   0.000000E+00   0.316978E+02   0.619647E-08   0.762851E-05   0.129655E-06
   872   0.213597E+04   0.147657E+02   0.000000E+00   0.330282E+02   0.618386E-08   0.758382E-05   0.137949E-06
   873   0.212614E+04   0.149739E+02   0.000000E+00   0.343347E+02   0.617128E-08   0.753899E-05   0.146202E-06
   874   0.211619E+04   0.151867E+02   0.000000E+00   0.356168E+02   0.615873E-08   0.749403E-05   0.154412E-06
   875   0.210613E+04   0.154039E+02   0.000000E+00   0.368738E+02   0.614623E-08   0.744893E-05   0.162577E-06
   876   0.209595E+04   0.156255E+02   0.000000E+00   0.381054E+02   0.613375E-08   0.740370E-05   0.170697E-06
   877   0.208567E+04   0.158513E+02   0.000000E+00   0.393108E+02   0.612131E-08   0.735834E-05   0.178771E-06
   878   0.207529E+04   0.160813E+02   0.000000E+00   0.404895E+02   0.610891E-08   0.731285E-05   0.186797E-06
   879   0.206482E+04   0.163152E+02   0.000000E+00   0.416410E+02   0.609654E-08   0.726724E-05   0.194774E-06
   880   0.205425E+04   0.165531E+02   0.000000E+00   0.427649E+02   0.608421E-08   0.722152E-05   0.202701E-06
   881   0.204359E+04   0.167949E+02   0.000000E+00   0.438605E+02   0.607190E-08   0.717567E-05   0.210577E-06
   882   0.203285E+04   0.170405E+02   0.000000E+00   0.449275E+02   0.605964E-08   0.712971E-05   0.218400E-06
   883   0.202202E+04   0.172898E+02   0.000000E+00   0.459653E+02   0.604741E-08   0.708364E-05   0.226170E-06
   884   0.201110E+04   0.175428E+02   0.000000E+00   0.469735E+02   0.603521E-08   0.703746E-05   0.233884E-06
   885   0.200009E+04   0.177994E+02   0.000000E+00   0.479516E+02   0.602304E-08   0.699118E-05   0.241543E-06
   886   0.198901E+04   0.180594E+02   0.000000E+00   0.488991E+02   0.601091E-08   0.694479E-05   0.249143E-06
   887   0.197784E+04   0.183229E+02   0.000000E+00   0.498159E+02   0.599881E-08   0.689830E-05   0.256686E-06
   888   0.196660E+04   0.185897E+02   0.000000E+00   0.507020E+02   0.598675E-08   0.685172E-05   0.264168E-06
   889   0.195528E+04   0.188596E+02   0.000000E+00   0.515574E+02   0.597472E-08   0.680505E-05   0.271590E-06
   890   0.194389E+04   0.191326E+02   0.000000E+00   0.523820E+02   0.596272E-08   0.675828E-05   0.278949E-06
   891   0.193244E+04   0.194086E+02   0.000000E+00   0.531758E+02   0.595076E-08   0.671142E-05   0.286245E-06
   892   0.192093E+04   0.196875E+02   0.000000E+00   0.539386E+02   0.593883E-08   0.666448E-05   0.293476E-06
   893   0.190935E+04   0.199691E+02   0.000000E+00   0.546705E+02   0.592693E-08   0.661746E-05   0.300641E-06
   894   0.189772E+04   0.202531E+02   0.000000E+00   0.553713E+02   0.591506E-08   0.657036E-05   0.307740E-06
   895   0.188604E+04   0.205398E+02   0.000000E+00   0.560409E+02   0.590323E-08   0.652319E-05   0.314770E-06
   896   0.187431E+04   0.208287E+02   0.000000E+00   0.566791E+02   0.589142E-08   0.647594E-05   0.321730E-06
   897   0.186253E+04   0.211198E+02   0.000000E+00   0.572859E+02   0.587965E-08   0.642862E-05   0.328620E-06
   898   0.185071E+04   0.214129E+02   0.000000E+00   0.578611E+02   0.586791E-08   0.638123E-05   0.335438E-06
   899   0.183886E+04   0.217079E+02   0.000000E+00   0.584045E+02   0.585621E-08   0.633378E-05   0.342183E-06
   900   0.182697E+04   0.220048E+02   0.000000E+00   0.589161E+02   0.584454E-08   0.628626E-05   0.348854E-06
   901   0.181505E+04   0.223032E+02   0.000000E+00   0.593956E+02   0.583289E-08   0.623869E-05   0.355449E-06
   902   0.180311E+04   0.226033E+02   0.000000E+00   0.598431E+02   0.582128E-08   0.619107E-05   0.361969E-06
   903   0.179115E+04   0.229047E+02   0.000000E+00   0.602582E+02   0.580970E-08   0.614339E-05   0.368413E-06
   904   0.177917E+04   0.232074E+02   0.000000E+00   0.606409E+02   0.579815E-08   0.609567E-05   0.374781E-06
