#    L    TT             EE             BB             TE             PP             TP             EP          
  1111   0.117521E+04   0.159738E+02   0.000000E+00  -0.653987E+02   0.376885E-08  -0.749181E-07   0.280103E-06
  1112   0.117681E+04   0.157614E+02   0.000000E+00  -0.646343E+02   0.376192E-08  -0.777731E-07   0.275336E-06
  1113   0.117835E+04   0.155530E+02   0.000000E+00  -0.638564E+02   0.375502E-08  -0.803938E-07   0.270563E-06
  1114   0.117980E+04   0.153486E+02   0.000000E+00  -0.630651E+02   0.374813E-08  -0.827822E-07   0.265784E-06
  1115   0.118119E+04   0.151484E+02   0.000000E+00  -0.622610E+02   0.374126E-08  -0.849401E-07   0.260999E-06
  1116   0.118249E+04   0.149523E+02   0.000000E+00  -0.614445E+02   0.373441E-08  -0.868692E-07   0.256208E-06
  1117   0.118373E+04   0.147604E+02   0.000000E+00  -0.606159E+02   0.372757E-08  -0.885713E-07   0.251413E-06
  1118   0.118488E+04   0.145728E+02   0.000000E+00  -0.597756E+02   0.372075E-08  -0.900483E-07   0.246614E-06
  1119   0.118596E+04   0.143896E+02   0.000000E+00  -0.589241E+02   0.371395E-08  -0.913019E-07   0.241812E-06
  1120   0.118694E+04   0.142107E+02   0.000000E+00  -0.580617E+02   0.370716E-08  -0.923340E-07   0.237006E-06
  1121   0.118786E+04   0.140364E+02   0.000000E+00  -0.571890E+02   0.370039E-08  -0.931463E-07   0.232198E-06
  1122   0.118869E+04   0.138665E+02   0.000000E+00  -0.563061E+02   0.369363E-08  -0.937407E-07   0.227387E-06
  1123   0.118944E+04   0.137012E+02   0.000000E+00  -0.554137E+02   0.368689E-08  -0.941189E-07   0.222575E-06
  1124   0.119011E+04   0.135405E+02   0.000000E+00  -0.545120E+02   0.368017E-08  -0.942828E-07   0.217762E-06
  1125   0.119069E+04   0.133845E+02   0.000000E+00  -0.536015E+02   0.367346E-08  -0.942341E-07   0.212948E-06
  1126   0.119117E+04   0.132331E+02   0.000000E+00  -0.526828E+02   0.366677E-08  -0.939747E-07   0.208135E-06
  1127   0.119159E+04   0.130866E+02   0.000000E+00  -0.517562E+02   0.366010E-08  -0.935063E-07   0.203321E-06
  1128   0.119192E+04   0.129448E+02   0.000000E+00  -0.508224E+02   0.365344E-08  -0.928309E-07   0.198509E-06
  1129   0.119215E+04   0.128079E+02   0.000000E+00  -0.498816E+02   0.364680E-08  -0.919500E-07   0.193698E-06
  1130   0.119232E+04   0.126758E+02   0.000000E+00  -0.489345E+02   0.364018E-08  -0.908657E-07   0.188889E-06
  1131   0.119239E+04   0.125487E+02   0.000000E+00  -0.479814E+02   0.363357E-08  -0.895796E-07   0.184083E-06
  1132   0.119237E+04   0.124265E+02   0.000000E+00  -0.470229E+02   0.362697E-08  -0.880935E-07   0.179279E-06
  1133   0.119227E+04   0.123094E+02   0.000000E+00  -0.460592E+02   0.362040E-08  -0.864094E-07   0.174480E-06
  1134   0.119208E+04   0.121972E+02   0.000000E+00  -0.450910E+02   0.361383E-08  -0.845289E-07   0.169684E-06
  1135   0.119181E+04   0.120900E+02   0.000000E+00  -0.441185E+02   0.360729E-08  -0.824538E-07   0.164892E-06
  1136   0.119145E+04   0.119879E+02   0.000000E+00  -0.431421E+02   0.360076E-08  -0.801860E-07   0.160106E-06
  1137   0.119101E+04   0.118909E+02   0.000000E+00  -0.421624E+02   0.359424E-08  -0.777274E-07   0.155325E-06
  1138   0.119047E+04   0.117989E+02   0.000000E+00  -0.411797E+02   0.358774E-08  -0.750795E-07   0.150550E-06
  1139   0.118985E+04   0.117120E+02   0.000000E+00  -0.401944E+02   0.358126E-08  -0.722444E-07   0.145782E-06
  1140   0.118914E+04   0.116302E+02   0.000000E+00  -0.392070E+02   0.357479E-08  -0.692237E-07   0.141021E-06
  1141   0.118834E+04   0.115536E+02   0.000000E+00  -0.382180E+02   0.356834E-08  -0.660193E-07   0.136267E-06
  1142   0.118746E+04   0.114820E+02   0.000000E+00  -0.372278E+02   0.356190E-08  -0.626330E-07   0.131522E-06
  1143   0.118649E+04   0.114156E+02   0.000000E+00  -0.362369E+02   0.355548E-08  -0.590666E-07   0.126785E-06
  1144   0.118543E+04   0.113544E+02   0.000000E+00  -0.352456E+02   0.354908E-08  -0.553218E-07   0.122057E-06
  1145   0.118428E+04   0.112983E+02   0.000000E+00  -0.342545E+02   0.354269E-08  -0.514006E-07   0.117338E-06
  1146   0.118305E+04   0.112474E+02   0.000000E+00  -0.332640E+02   0.353631E-08  -0.473046E-07   0.112630E-06
  1147   0.118174E+04   0.112016E+02   0.000000E+00  -0.322744E+02   0.352995E-08  -0.430357E-07   0.107933E-06
  1148   0.118033E+04   0.111609E+02   0.000000E+00  -0.312862E+02   0.352360E-08  -0.385956E-07   0.103246E-06
  1149   0.117884E+04   0.111254E+02   0.000000E+00  -0.302999E+02   0.351728E-08  -0.339863E-07   0.985713E-07
  1150   0.117726E+04   0.110949E+02   0.000000E+00  -0.293157E+02   0.351096E-08  -0.292094E-07   0.939086E-07
  1151   0.117560E+04   0.110696E+02   0.000000E+00  -0.283342E+02   0.350466E-08  -0.242669E-07   0.892586E-07
  1152   0.117385E+04   0.110493E+02   0.000000E+00  -0.273557E+02   0.349838E-08  -0.191603E-07   0.846213E-07
  1153   0.117202E+04   0.110342E+02   0.000000E+00  -0.263807E+02   0.349211E-08  -0.138914E-07   0.799969E-07
  1154   0.117011E+04   0.110241E+02   0.000000E+00  -0.254097E+02   0.348585E-08  -0.846195E-08   0.753857E-07
  1155   0.116811E+04   0.110190E+02   0.000000E+00  -0.244430E+02   0.347961E-08  -0.287361E-08   0.707877E-07
  1156   0.116603E+04   0.110190E+02   0.000000E+00  -0.234812E+02   0.347339E-08   0.287190E-08   0.662030E-07
  1157   0.116387E+04   0.110240E+02   0.000000E+00  -0.225245E+02   0.346718E-08   0.877287E-08   0.616319E-07
  1158   0.116163E+04   0.110341E+02   0.000000E+00  -0.215736E+02   0.346098E-08   0.148276E-07   0.570745E-07
  1159   0.115932E+04   0.110491E+02   0.000000E+00  -0.206288E+02   0.345480E-08   0.210344E-07   0.525309E-07
  1160   0.115692E+04   0.110690E+02   0.000000E+00  -0.196904E+02   0.344864E-08   0.273915E-07   0.480012E-07
  1161   0.115445E+04   0.110939E+02   0.000000E+00  -0.187590E+02   0.344248E-08   0.338972E-07   0.434857E-07
  1162   0.115190E+04   0.111236E+02   0.000000E+00  -0.178348E+02   0.343635E-08   0.405499E-07   0.389845E-07
  1163   0.114928E+04   0.111583E+02   0.000000E+00  -0.169182E+02   0.343022E-08   0.473478E-07   0.344976E-07
  1164   0.114658E+04   0.111977E+02   0.000000E+00  -0.160097E+02   0.342412E-08   0.542891E-07   0.300254E-07
  1165   0.114382E+04   0.112420E+02   0.000000E+00  -0.151095E+02   0.341802E-08   0.613723E-07   0.255678E-07
  1166   0.114097E+04   0.112910E+02   0.000000E+00  -0.142182E+02   0.341194E-08   0.685956E-07   0.211251E-07
  1167   0.113805E+04   0.113447E+02   0.000000E+00  -0.133360E+02   0.340588E-08   0.759572E-07   0.166974E-07
  1168   0.113506E+04   0.114031E+02   0.000000E+00  -0.124633E+02   0.339983E-08   0.834555E-07   0.122848E-07
  1169   0.113200E+04   0.114661E+02   0.000000E+00  -0.116004E+02   0.339379E-08   0.910888E-07   0.788750E-08
  1170   0.112887E+04   0.115337E+02   0.000000E+00  -0.107477E+02   0.338777E-08   0.988554E-07   0.350566E-08
  1171   0.112568E+04   0.116058E+02   0.000000E+00  -0.990564E+01   0.338177E-08   0.106753E-06  -0.860585E-09
  1172   0.112242E+04   0.116825E+02   0.000000E+00  -0.907443E+01   0.337577E-08   0.114781E-06  -0.521110E-08
  1173   0.111909E+04   0.117636E+02   0.000000E+00  -0.825450E+01   0.336979E-08   0.122937E-06  -0.954573E-08
  1174   0.111570E+04   0.118490E+02   0.000000E+00  -0.744618E+01   0.336383E-08   0.131220E-06  -0.138643E-07
  1175   0.111224E+04   0.119389E+02   0.000000E+00  -0.664972E+01   0.335788E-08   0.139627E-06  -0.181668E-07
  1176   0.110873E+04   0.120329E+02   0.000000E+00  -0.586546E+01   0.335194E-08   0.148157E-06  -0.224529E-07
  1177   0.110516E+04   0.121312E+02   0.000000E+00  -0.509366E+01   0.334602E-08   0.156809E-06  -0.267225E-07
  1178   0.110152E+04   0.122337E+02   0.000000E+00  -0.433466E+01   0.334011E-08   0.165580E-06  -0.309755E-07
  1179   0.109782E+04   0.123403E+02   0.000000E+00  -0.358873E+01   0.333421E-08   0.174469E-06  -0.352118E-07
  1180   0.109407E+04   0.124510E+02   0.000000E+00  -0.285620E+01   0.332833E-08   0.183474E-06  -0.394311E-07
  1181   0.109026E+04   0.125655E+02   0.000000E+00  -0.213732E+01   0.332247E-08   0.192594E-06  -0.436334E-07
  1182   0.108640E+04   0.126841E+02   0.000000E+00  -0.143236E+01   0.331661E-08   0.201826E-06  -0.478185E-07
  1183   0.108249E+04   0.128064E+02   0.000000E+00  -0.741601E+00   0.331077E-08   0.211170E-06  -0.519863E-07
  1184   0.107852E+04   0.129326E+02   0.000000E+00  -0.652928E-01   0.330495E-08   0.220622E-06  -0.561365E-07
  1185   0.107450E+04   0.130624E+02   0.000000E+00   0.596288E+00   0.329913E-08   0.230183E-06  -0.602691E-07
  1186   0.107043E+04   0.131959E+02   0.000000E+00   0.124288E+01   0.329333E-08   0.239849E-06  -0.643839E-07
  1187   0.106632E+04   0.133329E+02   0.000000E+00   0.187422E+01   0.328755E-08   0.249620E-06  -0.684808E-07
  1188   0.106216E+04   0.134734E+02   0.000000E+00   0.249012E+01   0.328178E-08   0.259493E-06  -0.725595E-07
  1189   0.105795E+04   0.136174E+02   0.000000E+00   0.309036E+01   0.327602E-08   0.269467E-06  -0.766201E-07
  1190   0.105369E+04   0.137647E+02   0.000000E+00   0.367477E+01   0.327027E-08   0.279540E-06  -0.806622E-07
  1191   0.104940E+04   0.139151E+02   0.000000E+00   0.424314E+01   0.326454E-08   0.289710E-06  -0.846859E-07
  1192   0.104507E+04   0.140688E+02   0.000000E+00   0.479528E+01   0.325882E-08   0.299976E-06  -0.886908E-07
  1193   0.104069E+04   0.142257E+02   0.000000E+00   0.533100E+01   0.325312E-08   0.310336E-06  -0.926770E-07
  1194   0.103629E+04   0.143855E+02   0.000000E+00   0.585011E+01   0.324743E-08   0.320788E-06  -0.966442E-07
  1195   0.103184E+04   0.145482E+02   0.000000E+00   0.635246E+01   0.324175E-08   0.331331E-06  -0.100592E-06
  1196   0.102736E+04   0.147138E+02   0.000000E+00   0.683790E+01   0.323608E-08   0.341963E-06  -0.104521E-06
  1197   0.102285E+04   0.148822E+02   0.000000E+00   0.730629E+01   0.323043E-08   0.352682E-06  -0.108430E-06
  1198   0.101831E+04   0.150532E+02   0.000000E+00   0.775751E+01   0.322479E-08   0.363486E-06  -0.112320E-06
  1199   0.101374E+04   0.152268E+02   0.000000E+00   0.819131E+01   0.321917E-08   0.374374E-06  -0.116190E-06
  1200   0.100913E+04   0.154029E+02   0.000000E+00   0.860771E+01   0.321355E-08   0.385344E-06  -0.120041E-06
  1201   0.100451E+04   0.155815E+02   0.000000E+00   0.900641E+01   0.320795E-08   0.396393E-06  -0.123871E-06
  1202   0.999855E+03   0.157623E+02   0.000000E+00   0.938747E+01   0.320237E-08   0.407511E-06  -0.127680E-06
  1203   0.995178E+03   0.159454E+02   0.000000E+00   0.975065E+01   0.319679E-08   0.418686E-06  -0.131469E-06
  1204   0.990484E+03   0.161307E+02   0.000000E+00   0.100959E+02   0.319123E-08   0.429907E-06  -0.135235E-06
  1205   0.985764E+03   0.163180E+02   0.000000E+00   0.104231E+02   0.318568E-08   0.441163E-06  -0.138978E-06
  1206   0.981027E+03   0.165073E+02   0.000000E+00   0.107322E+02   0.318015E-08   0.452443E-06  -0.142697E-06
  1207   0.976272E+03   0.166984E+02   0.000000E+00   0.110231E+02   0.317462E-08   0.463734E-06  -0.146393E-06
  1208   0.971507E+03   0.168914E+02   0.000000E+00   0.112956E+02   0.316911E-08   0.475027E-06  -0.150064E-06
  1209   0.966732E+03   0.170860E+02   0.000000E+00   0.115498E+02   0.316362E-08   0.486308E-06  -0.153709E-06
  1210   0.961939E+03   0.172822E+02   0.000000E+00   0.117855E+02   0.315813E-08   0.497567E-06  -0.157327E-06
  1211   0.957135E+03   0.174799E+02   0.000000E+00   0.120029E+02   0.315266E-08   0.508793E-06  -0.160919E-06
  1212   0.952328E+03   0.176791E+02   0.000000E+00   0.122018E+02   0.314720E-08   0.519974E-06  -0.164483E-06
  1213   0.947510E+03   0.178795E+02   0.000000E+00   0.123821E+02   0.314175E-08   0.531099E-06  -0.168019E-06
  1214   0.942689E+03   0.180813E+02   0.000000E+00   0.125439E+02   0.313632E-08   0.542156E-06  -0.171525E-06
  1215   0.937872E+03   0.182841E+02   0.000000E+00   0.126871E+02   0.313090E-08   0.553134E-06  -0.175002E-06
  1216   0.933044E+03   0.184880E+02   0.000000E+00   0.128117E+02   0.312549E-08   0.564022E-06  -0.178448E-06
  1217   0.928220E+03   0.186928E+02   0.000000E+00   0.129178E+02   0.312009E-08   0.574808E-06  -0.181863E-06
  1218   0.923400E+03   0.188985E+02   0.000000E+00   0.130052E+02   0.311470E-08   0.585480E-06  -0.185247E-06
  1219   0.918584E+03   0.191049E+02   0.000000E+00   0.130740E+02   0.310933E-08   0.596029E-06  -0.188597E-06
  1220   0.913764E+03   0.193119E+02   0.000000E+00   0.131243E+02   0.310397E-08   0.606441E-06  -0.191914E-06
  1221   0.908962E+03   0.195195E+02   0.000000E+00   0.131558E+02   0.309862E-08   0.616706E-06  -0.195198E-06
  1222   0.904157E+03   0.197275E+02   0.000000E+00   0.131688E+02   0.309329E-08   0.626812E-06  -0.198446E-06
  1223   0.899369E+03   0.199359E+02   0.000000E+00   0.131633E+02   0.308796E-08   0.636748E-06  -0.201660E-06
  1224   0.894586E+03   0.201445E+02   0.000000E+00   0.131394E+02   0.308265E-08   0.646503E-06  -0.204837E-06
  1225   0.889820E+03   0.203534E+02   0.000000E+00   0.130972E+02   0.307735E-08   0.656065E-06  -0.207977E-06
  1226   0.885065E+03   0.205623E+02   0.000000E+00   0.130367E+02   0.307206E-08   0.665422E-06  -0.211080E-06
  1227   0.880328E+03   0.207711E+02   0.000000E+00   0.129580E+02   0.306679E-08   0.674565E-06  -0.214144E-06
  1228   0.875610E+03   0.209799E+02   0.000000E+00   0.128615E+02   0.306152E-08   0.683480E-06  -0.217170E-06
  1229   0.870916E+03   0.211886E+02   0.000000E+00   0.127469E+02   0.305627E-08   0.692156E-06  -0.220156E-06
  1230   0.866241E+03   0.213969E+02   0.000000E+00   0.126146E+02   0.305103E-08   0.700583E-06  -0.223102E-06
  1231   0.861583E+03   0.216049E+02   0.000000E+00   0.124644E+02   0.304580E-08   0.708749E-06  -0.226007E-06
  1232   0.856950E+03   0.218125E+02   0.000000E+00   0.122968E+02   0.304059E-08   0.716643E-06  -0.228870E-06
  1233   0.852350E+03   0.220194E+02   0.000000E+00   0.121116E+02   0.303538E-08   0.724252E-06  -0.231690E-06
  1234   0.847767E+03   0.222257E+02   0.000000E+00   0.119091E+02   0.303019E-08   0.731567E-06  -0.234468E-06
  1235   0.843217E+03   0.224312E+02   0.000000E+00   0.116892E+02   0.302501E-08   0.738574E-06  -0.237202E-06
  1236   0.838692E+03   0.226360E+02   0.000000E+00   0.114522E+02   0.301984E-08   0.745264E-06  -0.239891E-06
  1237   0.834198E+03   0.228397E+02   0.000000E+00   0.111982E+02   0.301468E-08   0.751625E-06  -0.242535E-06
  1238   0.829737E+03   0.230425E+02   0.000000E+00   0.109274E+02   0.300954E-08   0.757644E-06  -0.245134E-06
  1239   0.825308E+03   0.232441E+02   0.000000E+00   0.106399E+02   0.300440E-08   0.763312E-06  -0.247685E-06
  1240   0.820911E+03   0.234445E+02   0.000000E+00   0.103359E+02   0.299928E-08   0.768616E-06  -0.250190E-06
  1241   0.816554E+03   0.236436E+02   0.000000E+00   0.100156E+02   0.299417E-08   0.773545E-06  -0.252646E-06
  1242   0.812235E+03   0.238414E+02   0.000000E+00   0.967921E+01   0.298907E-08   0.778087E-06  -0.255054E-06
  1243   0.807949E+03   0.240377E+02   0.000000E+00   0.932689E+01   0.298398E-08   0.782232E-06  -0.257412E-06
  1244   0.803702E+03   0.242324E+02   0.000000E+00   0.895873E+01   0.297890E-08   0.785968E-06  -0.259720E-06
  1245   0.799493E+03   0.244255E+02   0.000000E+00   0.857507E+01   0.297384E-08   0.789284E-06  -0.261977E-06
  1246   0.795332E+03   0.246169E+02   0.000000E+00   0.817607E+01   0.296878E-08   0.792168E-06  -0.264183E-06
  1247   0.791209E+03   0.248064E+02   0.000000E+00   0.776192E+01   0.296374E-08   0.794608E-06  -0.266337E-06
  1248   0.787132E+03   0.249941E+02   0.000000E+00   0.733284E+01   0.295871E-08   0.796594E-06  -0.268438E-06
  1249   0.783094E+03   0.251798E+02   0.000000E+00   0.688901E+01   0.295369E-08   0.798114E-06  -0.270485E-06
  1250   0.779110E+03   0.253633E+02   0.000000E+00   0.643067E+01   0.294868E-08   0.799157E-06  -0.272478E-06
  1251   0.775165E+03   0.255449E+02   0.000000E+00   0.595808E+01   0.294368E-08   0.799717E-06  -0.274416E-06
  1252   0.771265E+03   0.257241E+02   0.000000E+00   0.547153E+01   0.293869E-08   0.799808E-06  -0.276299E-06
  1253   0.767420E+03   0.259011E+02   0.000000E+00   0.497130E+01   0.293372E-08   0.799451E-06  -0.278129E-06
  1254   0.763620E+03   0.260758E+02   0.000000E+00   0.445765E+01   0.292875E-08   0.798667E-06  -0.279906E-06
  1255   0.759874E+03   0.262480E+02   0.000000E+00   0.393089E+01   0.292380E-08   0.797477E-06  -0.281630E-06
  1256   0.756182E+03   0.264178E+02   0.000000E+00   0.339128E+01   0.291885E-08   0.795900E-06  -0.283302E-06
  1257   0.752544E+03   0.265850E+02   0.000000E+00   0.283912E+01   0.291392E-08   0.793957E-06  -0.284922E-06
  1258   0.748960E+03   0.267496E+02   0.000000E+00   0.227467E+01   0.290900E-08   0.791669E-06  -0.286492E-06
  1259   0.745422E+03   0.269115E+02   0.000000E+00   0.169822E+01   0.290409E-08   0.789056E-06  -0.288011E-06
  1260   0.741953E+03   0.270707E+02   0.000000E+00   0.111006E+01   0.289919E-08   0.786138E-06  -0.289480E-06
  1261   0.738531E+03   0.272271E+02   0.000000E+00   0.510457E+00   0.289430E-08   0.782937E-06  -0.290901E-06
  1262   0.735170E+03   0.273805E+02   0.000000E+00  -0.100307E+00   0.288942E-08   0.779472E-06  -0.292273E-06
  1263   0.731870E+03   0.275309E+02   0.000000E+00  -0.721953E+00   0.288455E-08   0.775764E-06  -0.293597E-06
  1264   0.728625E+03   0.276784E+02   0.000000E+00  -0.135418E+01   0.287970E-08   0.771834E-06  -0.294873E-06
  1265   0.725442E+03   0.278228E+02   0.000000E+00  -0.199669E+01   0.287485E-08   0.767701E-06  -0.296103E-06
  1266   0.722312E+03   0.279639E+02   0.000000E+00  -0.264915E+01   0.287002E-08   0.763387E-06  -0.297287E-06
  1267   0.719252E+03   0.281019E+02   0.000000E+00  -0.331126E+01   0.286519E-08   0.758912E-06  -0.298425E-06
  1268   0.716254E+03   0.282366E+02   0.000000E+00  -0.398267E+01   0.286038E-08   0.754296E-06  -0.299518E-06
  1269   0.713317E+03   0.283680E+02   0.000000E+00  -0.466306E+01   0.285557E-08   0.749560E-06  -0.300566E-06
  1270   0.710443E+03   0.284961E+02   0.000000E+00  -0.535215E+01   0.285078E-08   0.744725E-06  -0.301571E-06
  1271   0.707630E+03   0.286207E+02   0.000000E+00  -0.604954E+01   0.284600E-08   0.739810E-06  -0.302533E-06
  1272   0.704887E+03   0.287419E+02   0.000000E+00  -0.675503E+01   0.284122E-08   0.734837E-06  -0.303451E-06
  1273   0.702206E+03   0.288594E+02   0.000000E+00  -0.746812E+01   0.283646E-08   0.729825E-06  -0.304328E-06
  1274   0.699586E+03   0.289735E+02   0.000000E+00  -0.818863E+01   0.283171E-08   0.724796E-06  -0.305163E-06
  1275   0.697035E+03   0.290840E+02   0.000000E+00  -0.891613E+01   0.282697E-08   0.719769E-06  -0.305958E-06
  1276   0.694550E+03   0.291908E+02   0.000000E+00  -0.965036E+01   0.282224E-08   0.714765E-06  -0.306712E-06
  1277   0.692133E+03   0.292939E+02   0.000000E+00  -0.103910E+02   0.281752E-08   0.709805E-06  -0.307426E-06
  1278   0.689782E+03   0.293933E+02   0.000000E+00  -0.111375E+02   0.281281E-08   0.704910E-06  -0.308101E-06
  1279   0.687497E+03   0.294889E+02   0.000000E+00  -0.118899E+02   0.280811E-08   0.700098E-06  -0.308738E-06
  1280   0.685281E+03   0.295807E+02   0.000000E+00  -0.126476E+02   0.280342E-08   0.695392E-06  -0.309337E-06
  1281   0.683132E+03   0.296686E+02   0.000000E+00  -0.134103E+02   0.279874E-08   0.690812E-06  -0.309898E-06
  1282   0.681051E+03   0.297526E+02   0.000000E+00  -0.141777E+02   0.279407E-08   0.686377E-06  -0.310423E-06
  1283   0.679037E+03   0.298326E+02   0.000000E+00  -0.149496E+02   0.278941E-08   0.682109E-06  -0.310911E-06
  1284   0.677091E+03   0.299086E+02   0.000000E+00  -0.157254E+02   0.278476E-08   0.678028E-06  -0.311364E-06
  1285   0.675214E+03   0.299806E+02   0.000000E+00  -0.165049E+02   0.278012E-08   0.674154E-06  -0.311781E-06
  1286   0.673405E+03   0.300486E+02   0.000000E+00  -0.172877E+02   0.277549E-08   0.670508E-06  -0.312164E-06
  1287   0.671664E+03   0.301125E+02   0.000000E+00  -0.180736E+02   0.277087E-08   0.667111E-06  -0.312514E-06
  1288   0.669991E+03   0.301723E+02   0.000000E+00  -0.188621E+02   0.276626E-08   0.663982E-06  -0.312830E-06
  1289   0.668387E+03   0.302280E+02   0.000000E+00  -0.196528E+02   0.276166E-08   0.661143E-06  -0.313113E-06
  1290   0.666852E+03   0.302796E+02   0.000000E+00  -0.204455E+02   0.275707E-08   0.658614E-06  -0.313365E-06
  1291   0.665385E+03   0.303271E+02   0.000000E+00  -0.212398E+02   0.275249E-08   0.656415E-06  -0.313585E-06
  1292   0.663986E+03   0.303705E+02   0.000000E+00  -0.220354E+02   0.274792E-08   0.654566E-06  -0.313774E-06
  1293   0.662656E+03   0.304098E+02   0.000000E+00  -0.228317E+02   0.274336E-08   0.653089E-06  -0.313932E-06
  1294   0.661394E+03   0.304449E+02   0.000000E+00  -0.236288E+02   0.273881E-08   0.652004E-06  -0.314061E-06
  1295   0.660199E+03   0.304759E+02   0.000000E+00  -0.244261E+02   0.273427E-08   0.651330E-06  -0.314161E-06
  1296   0.659073E+03   0.305027E+02   0.000000E+00  -0.252232E+02   0.272974E-08   0.651090E-06  -0.314232E-06
  1297   0.658014E+03   0.305253E+02   0.000000E+00  -0.260200E+02   0.272522E-08   0.651302E-06  -0.314275E-06
  1298   0.657022E+03   0.305437E+02   0.000000E+00  -0.268160E+02   0.272071E-08   0.651988E-06  -0.314291E-06
  1299   0.656097E+03   0.305578E+02   0.000000E+00  -0.276110E+02   0.271620E-08   0.653168E-06  -0.314280E-06
  1300   0.655238E+03   0.305678E+02   0.000000E+00  -0.284045E+02   0.271171E-08   0.654863E-06  -0.314242E-06
  1301   0.654445E+03   0.305735E+02   0.000000E+00  -0.291963E+02   0.270723E-08   0.657085E-06  -0.314179E-06
  1302   0.653718E+03   0.305750E+02   0.000000E+00  -0.299860E+02   0.270275E-08   0.659819E-06  -0.314091E-06
  1303   0.653056E+03   0.305724E+02   0.000000E+00  -0.307734E+02   0.269829E-08   0.663040E-06  -0.313976E-06
  1304   0.652459E+03   0.305655E+02   0.000000E+00  -0.315580E+02   0.269383E-08   0.666724E-06  -0.313835E-06
  1305   0.651928E+03   0.305545E+02   0.000000E+00  -0.323395E+02   0.268939E-08   0.670848E-06  -0.313668E-06
  1306   0.651460E+03   0.305393E+02   0.000000E+00  -0.331176E+02   0.268495E-08   0.675388E-06  -0.313474E-06
  1307   0.651056E+03   0.305199E+02   0.000000E+00  -0.338919E+02   0.268053E-08   0.680320E-06  -0.313254E-06
  1308   0.650716E+03   0.304964E+02   0.000000E+00  -0.346621E+02   0.267611E-08   0.685621E-06  -0.313008E-06
  1309   0.650438E+03   0.304687E+02   0.000000E+00  -0.354280E+02   0.267170E-08   0.691266E-06  -0.312734E-06
  1310   0.650222E+03   0.304369E+02   0.000000E+00  -0.361890E+02   0.266730E-08   0.697231E-06  -0.312433E-06
  1311   0.650069E+03   0.304009E+02   0.000000E+00  -0.369449E+02   0.266291E-08   0.703494E-06  -0.312105E-06
  1312   0.649976E+03   0.303608E+02   0.000000E+00  -0.376955E+02   0.265853E-08   0.710029E-06  -0.311750E-06
  1313   0.649943E+03   0.303165E+02   0.000000E+00  -0.384402E+02   0.265416E-08   0.716814E-06  -0.311368E-06
  1314   0.649970E+03   0.302682E+02   0.000000E+00  -0.391790E+02   0.264980E-08   0.723824E-06  -0.310957E-06
  1315   0.650056E+03   0.302158E+02   0.000000E+00  -0.399113E+02   0.264544E-08   0.731036E-06  -0.310519E-06
  1316   0.650201E+03   0.301594E+02   0.000000E+00  -0.406371E+02   0.264110E-08   0.738425E-06  -0.310053E-06
  1317   0.650403E+03   0.300990E+02   0.000000E+00  -0.413559E+02   0.263677E-08   0.745968E-06  -0.309559E-06
  1318   0.650662E+03   0.300347E+02   0.000000E+00  -0.420675E+02   0.263244E-08   0.753642E-06  -0.309037E-06
  1319   0.650978E+03   0.299665E+02   0.000000E+00  -0.427715E+02   0.262812E-08   0.761422E-06  -0.308486E-06
  1320   0.651349E+03   0.298944E+02   0.000000E+00  -0.434678E+02   0.262382E-08   0.769285E-06  -0.307907E-06
  1321   0.651776E+03   0.298186E+02   0.000000E+00  -0.441560E+02   0.261952E-08   0.777206E-06  -0.307299E-06
  1322   0.652257E+03   0.297389E+02   0.000000E+00  -0.448358E+02   0.261523E-08   0.785162E-06  -0.306662E-06
  1323   0.652790E+03   0.296555E+02   0.000000E+00  -0.455069E+02   0.261095E-08   0.793129E-06  -0.305996E-06
  1324   0.653376E+03   0.295684E+02   0.000000E+00  -0.461692E+02   0.260668E-08   0.801083E-06  -0.305301E-06
  1325   0.654013E+03   0.294775E+02   0.000000E+00  -0.468222E+02   0.260241E-08   0.809001E-06  -0.304576E-06
  1326   0.654701E+03   0.293830E+02   0.000000E+00  -0.474658E+02   0.259816E-08   0.816859E-06  -0.303823E-06
  1327   0.655439E+03   0.292849E+02   0.000000E+00  -0.480998E+02   0.259391E-08   0.824632E-06  -0.303039E-06
  1328   0.656225E+03   0.291831E+02   0.000000E+00  -0.487237E+02   0.258968E-08   0.832297E-06  -0.302226E-06
  1329   0.657059E+03   0.290778E+02   0.000000E+00  -0.493374E+02   0.258545E-08   0.839831E-06  -0.301382E-06
  1330   0.657939E+03   0.289690E+02   0.000000E+00  -0.499408E+02   0.258123E-08   0.847208E-06  -0.300509E-06
  1331   0.658866E+03   0.288567E+02   0.000000E+00  -0.505335E+02   0.257702E-08   0.854407E-06  -0.299605E-06
  1332   0.659837E+03   0.287410E+02   0.000000E+00  -0.511153E+02   0.257282E-08   0.861402E-06  -0.298671E-06
  1333   0.660852E+03   0.286220E+02   0.000000E+00  -0.516860E+02   0.256862E-08   0.868170E-06  -0.297707E-06
  1334   0.661910E+03   0.284997E+02   0.000000E+00  -0.522453E+02   0.256444E-08   0.874688E-06  -0.296711E-06
  1335   0.663009E+03   0.283741E+02   0.000000E+00  -0.527930E+02   0.256026E-08   0.880930E-06  -0.295685E-06
  1336   0.664150E+03   0.282453E+02   0.000000E+00  -0.533291E+02   0.255610E-08   0.886874E-06  -0.294628E-06
