#    L    TT             EE             BB             TE             PP             TP             EP          
   534   0.249999E+04   0.635277E+01   0.000000E+00  -0.191507E+02   0.140770E-07   0.241369E-05   0.270027E-06
   535   0.250054E+04   0.638890E+01   0.000000E+00  -0.178558E+02   0.140343E-07   0.241345E-05   0.255036E-06
   536   0.250084E+04   0.643011E+01   0.000000E+00  -0.165628E+02   0.139917E-07   0.241441E-05   0.240099E-06
   537   0.250093E+04   0.647639E+01   0.000000E+00  -0.152724E+02   0.139494E-07   0.241654E-05   0.225214E-06
   538   0.250078E+04   0.652777E+01   0.000000E+00  -0.139854E+02   0.139072E-07   0.241983E-05   0.210377E-06
   539   0.250041E+04   0.658424E+01   0.000000E+00  -0.127024E+02   0.138652E-07   0.242426E-05   0.195587E-06
   540   0.249981E+04   0.664581E+01   0.000000E+00  -0.114242E+02   0.138233E-07   0.242982E-05   0.180839E-06
   541   0.249898E+04   0.671248E+01   0.000000E+00  -0.101515E+02   0.137817E-07   0.243648E-05   0.166130E-06
   542   0.249794E+04   0.678426E+01   0.000000E+00  -0.888505E+01   0.137402E-07   0.244424E-05   0.151458E-06
   543   0.249666E+04   0.686114E+01   0.000000E+00  -0.762550E+01   0.136989E-07   0.245307E-05   0.136819E-06
   544   0.249516E+04   0.694312E+01   0.000000E+00  -0.637356E+01   0.136577E-07   0.246296E-05   0.122211E-06
   545   0.249345E+04   0.703017E+01   0.000000E+00  -0.512988E+01   0.136168E-07   0.247389E-05   0.107630E-06
   546   0.249151E+04   0.712230E+01   0.000000E+00  -0.389513E+01   0.135760E-07   0.248584E-05   0.930728E-07
   547   0.248936E+04   0.721949E+01   0.000000E+00  -0.266997E+01   0.135353E-07   0.249881E-05   0.785368E-07
   548   0.248699E+04   0.732165E+01   0.000000E+00  -0.145505E+01   0.134949E-07   0.251276E-05   0.640188E-07
   549   0.248441E+04   0.742893E+01   0.000000E+00  -0.251055E+00   0.134546E-07   0.252769E-05   0.495157E-07
   550   0.248161E+04   0.754111E+01   0.000000E+00   0.941369E+00   0.134145E-07   0.254358E-05   0.350244E-07
   551   0.247860E+04   0.765835E+01   0.000000E+00   0.212153E+01   0.133745E-07   0.256041E-05   0.205428E-07
   552   0.247538E+04   0.778049E+01   0.000000E+00   0.328871E+01   0.133347E-07   0.257818E-05   0.607202E-08
   553   0.247196E+04   0.790754E+01   0.000000E+00   0.444221E+01   0.132951E-07   0.259686E-05  -0.838583E-08
   554   0.246834E+04   0.803951E+01   0.000000E+00   0.558132E+01   0.132557E-07   0.261645E-05  -0.228286E-07
   555   0.246452E+04   0.817634E+01   0.000000E+00   0.670532E+01   0.132164E-07   0.263694E-05  -0.372544E-07
   556   0.246050E+04   0.831801E+01   0.000000E+00   0.781349E+01   0.131773E-07   0.265832E-05  -0.516609E-07
   557   0.245629E+04   0.846447E+01   0.000000E+00   0.890520E+01   0.131383E-07   0.268057E-05  -0.660461E-07
   558   0.245189E+04   0.861573E+01   0.000000E+00   0.997969E+01   0.130995E-07   0.270369E-05  -0.804079E-07
   559   0.244730E+04   0.877170E+01   0.000000E+00   0.110365E+02   0.130609E-07   0.272766E-05  -0.947443E-07
   560   0.244252E+04   0.893241E+01   0.000000E+00   0.120748E+02   0.130224E-07   0.275248E-05  -0.109053E-06
   561   0.243756E+04   0.909770E+01   0.000000E+00   0.130942E+02   0.129841E-07   0.277814E-05  -0.123332E-06
   562   0.243242E+04   0.926765E+01   0.000000E+00   0.140940E+02   0.129459E-07   0.280461E-05  -0.137580E-06
   563   0.242710E+04   0.944213E+01   0.000000E+00   0.150736E+02   0.129079E-07   0.283190E-05  -0.151794E-06
   564   0.242161E+04   0.962113E+01   0.000000E+00   0.160323E+02   0.128701E-07   0.285999E-05  -0.165971E-06
   565   0.241594E+04   0.980460E+01   0.000000E+00   0.169697E+02   0.128324E-07   0.288887E-05  -0.180111E-06
   566   0.241011E+04   0.999253E+01   0.000000E+00   0.178852E+02   0.127949E-07   0.291852E-05  -0.194211E-06
   567   0.240411E+04   0.101847E+02   0.000000E+00   0.187782E+02   0.127575E-07   0.294895E-05  -0.208269E-06
   568   0.239794E+04   0.103812E+02   0.000000E+00   0.196483E+02   0.127203E-07   0.298014E-05  -0.222282E-06
   569   0.239161E+04   0.105820E+02   0.000000E+00   0.204949E+02   0.126832E-07   0.301207E-05  -0.236249E-06
   570   0.238512E+04   0.107868E+02   0.000000E+00   0.213176E+02   0.126463E-07   0.304474E-05  -0.250168E-06
   571   0.237847E+04   0.109958E+02   0.000000E+00   0.221157E+02   0.126096E-07   0.307813E-05  -0.264036E-06
   572   0.237168E+04   0.112088E+02   0.000000E+00   0.228889E+02   0.125730E-07   0.311224E-05  -0.277851E-06
   573   0.236474E+04   0.114258E+02   0.000000E+00   0.236367E+02   0.125366E-07   0.314705E-05  -0.291612E-06
   574   0.235765E+04   0.116467E+02   0.000000E+00   0.243587E+02   0.125003E-07   0.318255E-05  -0.305317E-06
   575   0.235043E+04   0.118713E+02   0.000000E+00   0.250546E+02   0.124641E-07   0.321874E-05  -0.318962E-06
   576   0.234307E+04   0.120997E+02   0.000000E+00   0.257240E+02   0.124281E-07   0.325560E-05  -0.332546E-06
   577   0.233560E+04   0.123318E+02   0.000000E+00   0.263664E+02   0.123923E-07   0.329312E-05  -0.346068E-06
   578   0.232800E+04   0.125674E+02   0.000000E+00   0.269814E+02   0.123566E-07   0.333129E-05  -0.359524E-06
   579   0.232028E+04   0.128066E+02   0.000000E+00   0.275687E+02   0.123210E-07   0.337009E-05  -0.372913E-06
   580   0.231244E+04   0.130492E+02   0.000000E+00   0.281280E+02   0.122856E-07   0.340953E-05  -0.386233E-06
   581   0.230450E+04   0.132951E+02   0.000000E+00   0.286587E+02   0.122504E-07   0.344958E-05  -0.399481E-06
   582   0.229646E+04   0.135442E+02   0.000000E+00   0.291606E+02   0.122153E-07   0.349024E-05  -0.412656E-06
   583   0.228831E+04   0.137965E+02   0.000000E+00   0.296332E+02   0.121803E-07   0.353150E-05  -0.425756E-06
   584   0.228007E+04   0.140519E+02   0.000000E+00   0.300763E+02   0.121455E-07   0.357334E-05  -0.438778E-06
   585   0.227174E+04   0.143102E+02   0.000000E+00   0.304894E+02   0.121108E-07   0.361575E-05  -0.451720E-06
   586   0.226332E+04   0.145714E+02   0.000000E+00   0.308723E+02   0.120763E-07   0.365873E-05  -0.464580E-06
   587   0.225481E+04   0.148355E+02   0.000000E+00   0.312247E+02   0.120419E-07   0.370226E-05  -0.477357E-06
   588   0.224623E+04   0.151021E+02   0.000000E+00   0.315464E+02   0.120076E-07   0.374633E-05  -0.490047E-06
   589   0.223757E+04   0.153714E+02   0.000000E+00   0.318372E+02   0.119735E-07   0.379094E-05  -0.502650E-06
   590   0.222885E+04   0.156432E+02   0.000000E+00   0.320968E+02   0.119395E-07   0.383606E-05  -0.515162E-06
   591   0.222006E+04   0.159174E+02   0.000000E+00   0.323250E+02   0.119057E-07   0.388169E-05  -0.527583E-06
   592   0.221121E+04   0.161939E+02   0.000000E+00   0.325215E+02   0.118720E-07   0.392782E-05  -0.539908E-06
   593   0.220231E+04   0.164725E+02   0.000000E+00   0.326862E+02   0.118385E-07   0.397444E-05  -0.552138E-06
   594   0.219334E+04   0.167532E+02   0.000000E+00   0.328190E+02   0.118051E-07   0.402154E-05  -0.564269E-06
   595   0.218434E+04   0.170359E+02   0.000000E+00   0.329196E+02   0.117718E-07   0.406910E-05  -0.576299E-06
   596   0.217530E+04   0.173205E+02   0.000000E+00   0.329881E+02   0.117386E-07   0.411712E-05  -0.588227E-06
   597   0.216621E+04   0.176068E+02   0.000000E+00   0.330241E+02   0.117056E-07   0.416558E-05  -0.600050E-06
   598   0.215709E+04   0.178947E+02   0.000000E+00   0.330276E+02   0.116727E-07   0.421448E-05  -0.611767E-06
   599   0.214794E+04   0.181842E+02   0.000000E+00   0.329985E+02   0.116400E-07   0.426380E-05  -0.623374E-06
   600   0.213876E+04   0.184751E+02   0.000000E+00   0.329368E+02   0.116074E-07   0.431353E-05  -0.634870E-06
   601   0.212957E+04   0.187673E+02   0.000000E+00   0.328424E+02   0.115749E-07   0.436366E-05  -0.646254E-06
   602   0.212035E+04   0.190607E+02   0.000000E+00   0.327154E+02   0.115426E-07   0.441418E-05  -0.657524E-06
   603   0.211114E+04   0.193552E+02   0.000000E+00   0.325556E+02   0.115103E-07   0.446508E-05  -0.668679E-06
   604   0.210191E+04   0.196506E+02   0.000000E+00   0.323631E+02   0.114783E-07   0.451635E-05  -0.679720E-06
   605   0.209267E+04   0.199469E+02   0.000000E+00   0.321378E+02   0.114463E-07   0.456797E-05  -0.690646E-06
   606   0.208344E+04   0.202439E+02   0.000000E+00   0.318797E+02   0.114145E-07   0.461993E-05  -0.701455E-06
   607   0.207421E+04   0.205416E+02   0.000000E+00   0.315888E+02   0.113828E-07   0.467223E-05  -0.712148E-06
   608   0.206500E+04   0.208398E+02   0.000000E+00   0.312651E+02   0.113512E-07   0.472485E-05  -0.722724E-06
   609   0.205582E+04   0.211383E+02   0.000000E+00   0.309089E+02   0.113198E-07   0.477777E-05  -0.733182E-06
   610   0.204664E+04   0.214372E+02   0.000000E+00   0.305199E+02   0.112885E-07   0.483100E-05  -0.743521E-06
   611   0.203749E+04   0.217360E+02   0.000000E+00   0.300984E+02   0.112573E-07   0.488451E-05  -0.753742E-06
   612   0.202837E+04   0.220349E+02   0.000000E+00   0.296442E+02   0.112262E-07   0.493829E-05  -0.763843E-06
   613   0.201928E+04   0.223337E+02   0.000000E+00   0.291576E+02   0.111953E-07   0.499234E-05  -0.773824E-06
   614   0.201025E+04   0.226323E+02   0.000000E+00   0.286388E+02   0.111645E-07   0.504663E-05  -0.783685E-06
   615   0.200124E+04   0.229305E+02   0.000000E+00   0.280878E+02   0.111338E-07   0.510117E-05  -0.793424E-06
   616   0.199229E+04   0.232282E+02   0.000000E+00   0.275051E+02   0.111032E-07   0.515593E-05  -0.803041E-06
   617   0.198340E+04   0.235254E+02   0.000000E+00   0.268907E+02   0.110728E-07   0.521091E-05  -0.812536E-06
   618   0.197456E+04   0.238220E+02   0.000000E+00   0.262451E+02   0.110425E-07   0.526610E-05  -0.821908E-06
   619   0.196578E+04   0.241177E+02   0.000000E+00   0.255683E+02   0.110123E-07   0.532148E-05  -0.831156E-06
   620   0.195707E+04   0.244126E+02   0.000000E+00   0.248607E+02   0.109822E-07   0.537704E-05  -0.840280E-06
   621   0.194844E+04   0.247066E+02   0.000000E+00   0.241224E+02   0.109522E-07   0.543277E-05  -0.849279E-06
   622   0.193988E+04   0.249993E+02   0.000000E+00   0.233538E+02   0.109224E-07   0.548866E-05  -0.858153E-06
   623   0.193140E+04   0.252909E+02   0.000000E+00   0.225551E+02   0.108927E-07   0.554469E-05  -0.866901E-06
   624   0.192301E+04   0.255811E+02   0.000000E+00   0.217265E+02   0.108631E-07   0.560086E-05  -0.875523E-06
   625   0.191470E+04   0.258699E+02   0.000000E+00   0.208683E+02   0.108336E-07   0.565715E-05  -0.884017E-06
   626   0.190649E+04   0.261570E+02   0.000000E+00   0.199809E+02   0.108043E-07   0.571356E-05  -0.892383E-06
   627   0.189837E+04   0.264424E+02   0.000000E+00   0.190644E+02   0.107750E-07   0.577006E-05  -0.900622E-06
   628   0.189035E+04   0.267259E+02   0.000000E+00   0.181191E+02   0.107459E-07   0.582666E-05  -0.908731E-06
   629   0.188244E+04   0.270075E+02   0.000000E+00   0.171455E+02   0.107169E-07   0.588333E-05  -0.916711E-06
   630   0.187463E+04   0.272870E+02   0.000000E+00   0.161440E+02   0.106880E-07   0.594007E-05  -0.924561E-06
   631   0.186693E+04   0.275643E+02   0.000000E+00   0.151149E+02   0.106592E-07   0.599687E-05  -0.932281E-06
   632   0.185934E+04   0.278394E+02   0.000000E+00   0.140587E+02   0.106306E-07   0.605370E-05  -0.939869E-06
   633   0.185188E+04   0.281120E+02   0.000000E+00   0.129757E+02   0.106020E-07   0.611057E-05  -0.947325E-06
   634   0.184453E+04   0.283820E+02   0.000000E+00   0.118663E+02   0.105736E-07   0.616745E-05  -0.954649E-06
   635   0.183731E+04   0.286495E+02   0.000000E+00   0.107310E+02   0.105453E-07   0.622435E-05  -0.961840E-06
   636   0.183022E+04   0.289141E+02   0.000000E+00   0.957023E+01   0.105170E-07   0.628124E-05  -0.968897E-06
   637   0.182326E+04   0.291760E+02   0.000000E+00   0.838446E+01   0.104889E-07   0.633812E-05  -0.975821E-06
   638   0.181643E+04   0.294349E+02   0.000000E+00   0.717418E+01   0.104610E-07   0.639497E-05  -0.982609E-06
   639   0.180974E+04   0.296908E+02   0.000000E+00   0.593983E+01   0.104331E-07   0.645178E-05  -0.989263E-06
   640   0.180319E+04   0.299435E+02   0.000000E+00   0.468191E+01   0.104053E-07   0.650854E-05  -0.995780E-06
   641   0.179679E+04   0.301929E+02   0.000000E+00   0.340087E+01   0.103777E-07   0.656524E-05  -0.100216E-05
   642   0.179052E+04   0.304390E+02   0.000000E+00   0.209729E+01   0.103501E-07   0.662187E-05  -0.100840E-05
   643   0.178441E+04   0.306816E+02   0.000000E+00   0.771705E+00   0.103227E-07   0.667841E-05  -0.101451E-05
   644   0.177845E+04   0.309207E+02   0.000000E+00  -0.575313E+00   0.102953E-07   0.673486E-05  -0.102048E-05
   645   0.177264E+04   0.311559E+02   0.000000E+00  -0.194321E+01   0.102681E-07   0.679120E-05  -0.102631E-05
   646   0.176699E+04   0.313874E+02   0.000000E+00  -0.333144E+01   0.102410E-07   0.684741E-05  -0.103200E-05
   647   0.176149E+04   0.316150E+02   0.000000E+00  -0.473937E+01   0.102140E-07   0.690350E-05  -0.103755E-05
   648   0.175616E+04   0.318386E+02   0.000000E+00  -0.616656E+01   0.101870E-07   0.695945E-05  -0.104296E-05
   649   0.175098E+04   0.320581E+02   0.000000E+00  -0.761224E+01   0.101602E-07   0.701524E-05  -0.104822E-05
   650   0.174598E+04   0.322734E+02   0.000000E+00  -0.907592E+01   0.101335E-07   0.707087E-05  -0.105335E-05
   651   0.174114E+04   0.324845E+02   0.000000E+00  -0.105569E+02   0.101069E-07   0.712632E-05  -0.105833E-05
   652   0.173647E+04   0.326913E+02   0.000000E+00  -0.120545E+02   0.100805E-07   0.718159E-05  -0.106318E-05
   653   0.173197E+04   0.328938E+02   0.000000E+00  -0.135683E+02   0.100541E-07   0.723667E-05  -0.106788E-05
   654   0.172765E+04   0.330919E+02   0.000000E+00  -0.150975E+02   0.100278E-07   0.729155E-05  -0.107244E-05
   655   0.172351E+04   0.332854E+02   0.000000E+00  -0.166416E+02   0.100016E-07   0.734623E-05  -0.107685E-05
   656   0.171953E+04   0.334744E+02   0.000000E+00  -0.181998E+02   0.997550E-08   0.740069E-05  -0.108113E-05
   657   0.171574E+04   0.336588E+02   0.000000E+00  -0.197715E+02   0.994951E-08   0.745494E-05  -0.108527E-05
   658   0.171213E+04   0.338385E+02   0.000000E+00  -0.213560E+02   0.992362E-08   0.750897E-05  -0.108927E-05
   659   0.170871E+04   0.340133E+02   0.000000E+00  -0.229527E+02   0.989784E-08   0.756276E-05  -0.109312E-05
   660   0.170547E+04   0.341832E+02   0.000000E+00  -0.245609E+02   0.987215E-08   0.761632E-05  -0.109684E-05
   661   0.170241E+04   0.343482E+02   0.000000E+00  -0.261798E+02   0.984656E-08   0.766964E-05  -0.110042E-05
   662   0.169955E+04   0.345080E+02   0.000000E+00  -0.278089E+02   0.982107E-08   0.772270E-05  -0.110386E-05
   663   0.169686E+04   0.346627E+02   0.000000E+00  -0.294474E+02   0.979568E-08   0.777551E-05  -0.110716E-05
   664   0.169437E+04   0.348122E+02   0.000000E+00  -0.310945E+02   0.977039E-08   0.782805E-05  -0.111033E-05
   665   0.169207E+04   0.349565E+02   0.000000E+00  -0.327497E+02   0.974519E-08   0.788032E-05  -0.111336E-05
   666   0.168996E+04   0.350955E+02   0.000000E+00  -0.344122E+02   0.972009E-08   0.793232E-05  -0.111624E-05
   667   0.168803E+04   0.352291E+02   0.000000E+00  -0.360813E+02   0.969509E-08   0.798403E-05  -0.111900E-05
   668   0.168631E+04   0.353572E+02   0.000000E+00  -0.377563E+02   0.967018E-08   0.803545E-05  -0.112161E-05
   669   0.168477E+04   0.354798E+02   0.000000E+00  -0.394364E+02   0.964536E-08   0.808657E-05  -0.112409E-05
   670   0.168343E+04   0.355970E+02   0.000000E+00  -0.411211E+02   0.962064E-08   0.813739E-05  -0.112644E-05
   671   0.168228E+04   0.357086E+02   0.000000E+00  -0.428094E+02   0.959602E-08   0.818789E-05  -0.112864E-05
   672   0.168133E+04   0.358145E+02   0.000000E+00  -0.445009E+02   0.957149E-08   0.823808E-05  -0.113072E-05
   673   0.168057E+04   0.359148E+02   0.000000E+00  -0.461947E+02   0.954705E-08   0.828795E-05  -0.113265E-05
   674   0.168000E+04   0.360094E+02   0.000000E+00  -0.478902E+02   0.952270E-08   0.833749E-05  -0.113446E-05
   675   0.167963E+04   0.360982E+02   0.000000E+00  -0.495865E+02   0.949845E-08   0.838669E-05  -0.113613E-05
   676   0.167946E+04   0.361812E+02   0.000000E+00  -0.512830E+02   0.947429E-08   0.843554E-05  -0.113766E-05
   677   0.167948E+04   0.362585E+02   0.000000E+00  -0.529790E+02   0.945022E-08   0.848404E-05  -0.113906E-05
   678   0.167968E+04   0.363299E+02   0.000000E+00  -0.546736E+02   0.942624E-08   0.853219E-05  -0.114033E-05
   679   0.168009E+04   0.363953E+02   0.000000E+00  -0.563661E+02   0.940235E-08   0.857997E-05  -0.114146E-05
   680   0.168069E+04   0.364548E+02   0.000000E+00  -0.580558E+02   0.937855E-08   0.862738E-05  -0.114247E-05
   681   0.168147E+04   0.365082E+02   0.000000E+00  -0.597418E+02   0.935485E-08   0.867441E-05  -0.114334E-05
   682   0.168245E+04   0.365557E+02   0.000000E+00  -0.614234E+02   0.933123E-08   0.872106E-05  -0.114408E-05
   683   0.168361E+04   0.365969E+02   0.000000E+00  -0.630998E+02   0.930769E-08   0.876732E-05  -0.114468E-05
   684   0.168498E+04   0.366321E+02   0.000000E+00  -0.647705E+02   0.928425E-08   0.881318E-05  -0.114516E-05
   685   0.168652E+04   0.366613E+02   0.000000E+00  -0.664347E+02   0.926090E-08   0.885863E-05  -0.114550E-05
   686   0.168825E+04   0.366845E+02   0.000000E+00  -0.680913E+02   0.923763E-08   0.890368E-05  -0.114571E-05
   687   0.169017E+04   0.367017E+02   0.000000E+00  -0.697406E+02   0.921444E-08   0.894830E-05  -0.114580E-05
   688   0.169227E+04   0.367128E+02   0.000000E+00  -0.713818E+02   0.919135E-08   0.899251E-05  -0.114575E-05
   689   0.169457E+04   0.367179E+02   0.000000E+00  -0.730135E+02   0.916834E-08   0.903628E-05  -0.114558E-05
   690   0.169704E+04   0.367173E+02   0.000000E+00  -0.746350E+02   0.914542E-08   0.907961E-05  -0.114527E-05
   691   0.169969E+04   0.367106E+02   0.000000E+00  -0.762463E+02   0.912258E-08   0.912250E-05  -0.114484E-05
   692   0.170253E+04   0.366980E+02   0.000000E+00  -0.778468E+02   0.909982E-08   0.916494E-05  -0.114427E-05
   693   0.170555E+04   0.366794E+02   0.000000E+00  -0.794356E+02   0.907715E-08   0.920692E-05  -0.114358E-05
   694   0.170874E+04   0.366550E+02   0.000000E+00  -0.810115E+02   0.905456E-08   0.924843E-05  -0.114276E-05
   695   0.171211E+04   0.366246E+02   0.000000E+00  -0.825744E+02   0.903206E-08   0.928948E-05  -0.114182E-05
   696   0.171564E+04   0.365882E+02   0.000000E+00  -0.841228E+02   0.900963E-08   0.933004E-05  -0.114074E-05
   697   0.171935E+04   0.365461E+02   0.000000E+00  -0.856569E+02   0.898729E-08   0.937012E-05  -0.113954E-05
   698   0.172322E+04   0.364980E+02   0.000000E+00  -0.871751E+02   0.896503E-08   0.940971E-05  -0.113821E-05
   699   0.172727E+04   0.364440E+02   0.000000E+00  -0.886775E+02   0.894286E-08   0.944881E-05  -0.113676E-05
   700   0.173148E+04   0.363842E+02   0.000000E+00  -0.901635E+02   0.892076E-08   0.948740E-05  -0.113518E-05
   701   0.173585E+04   0.363187E+02   0.000000E+00  -0.916322E+02   0.889874E-08   0.952547E-05  -0.113348E-05
   702   0.174037E+04   0.362473E+02   0.000000E+00  -0.930830E+02   0.887681E-08   0.956303E-05  -0.113165E-05
   703   0.174505E+04   0.361703E+02   0.000000E+00  -0.945158E+02   0.885495E-08   0.960007E-05  -0.112969E-05
   704   0.174989E+04   0.360875E+02   0.000000E+00  -0.959285E+02   0.883317E-08   0.963659E-05  -0.112762E-05
   705   0.175487E+04   0.359992E+02   0.000000E+00  -0.973217E+02   0.881147E-08   0.967257E-05  -0.112542E-05
   706   0.176001E+04   0.359052E+02   0.000000E+00  -0.986941E+02   0.878985E-08   0.970802E-05  -0.112310E-05
   707   0.176529E+04   0.358057E+02   0.000000E+00  -0.100046E+03   0.876830E-08   0.974292E-05  -0.112066E-05
   708   0.177071E+04   0.357007E+02   0.000000E+00  -0.101376E+03   0.874683E-08   0.977728E-05  -0.111810E-05
   709   0.177628E+04   0.355903E+02   0.000000E+00  -0.102684E+03   0.872545E-08   0.981110E-05  -0.111542E-05
   710   0.178198E+04   0.354744E+02   0.000000E+00  -0.103969E+03   0.870413E-08   0.984435E-05  -0.111262E-05
   711   0.178782E+04   0.353533E+02   0.000000E+00  -0.105231E+03   0.868290E-08   0.987705E-05  -0.110971E-05
   712   0.179379E+04   0.352268E+02   0.000000E+00  -0.106468E+03   0.866174E-08   0.990918E-05  -0.110668E-05
   713   0.179989E+04   0.350951E+02   0.000000E+00  -0.107681E+03   0.864065E-08   0.994074E-05  -0.110354E-05
   714   0.180611E+04   0.349582E+02   0.000000E+00  -0.108868E+03   0.861965E-08   0.997173E-05  -0.110028E-05
   715   0.181245E+04   0.348162E+02   0.000000E+00  -0.110030E+03   0.859871E-08   0.100021E-04  -0.109690E-05
   716   0.181891E+04   0.346690E+02   0.000000E+00  -0.111166E+03   0.857785E-08   0.100320E-04  -0.109342E-05
   717   0.182548E+04   0.345167E+02   0.000000E+00  -0.112275E+03   0.855707E-08   0.100612E-04  -0.108982E-05
   718   0.183217E+04   0.343593E+02   0.000000E+00  -0.113356E+03   0.853636E-08   0.100898E-04  -0.108611E-05
   719   0.183896E+04   0.341971E+02   0.000000E+00  -0.114408E+03   0.851572E-08   0.101179E-04  -0.108230E-05
   720   0.184585E+04   0.340300E+02   0.000000E+00  -0.115433E+03   0.849516E-08   0.101453E-04  -0.107837E-05
   721   0.185284E+04   0.338582E+02   0.000000E+00  -0.116429E+03   0.847467E-08   0.101721E-04  -0.107434E-05
   722   0.185994E+04   0.336818E+02   0.000000E+00  -0.117396E+03   0.845425E-08   0.101984E-04  -0.107019E-05
   723   0.186713E+04   0.335008E+02   0.000000E+00  -0.118334E+03   0.843390E-08   0.102240E-04  -0.106594E-05
   724   0.187441E+04   0.333155E+02   0.000000E+00  -0.119243E+03   0.841363E-08   0.102489E-04  -0.106159E-05
   725   0.188179E+04   0.331258E+02   0.000000E+00  -0.120120E+03   0.839343E-08   0.102733E-04  -0.105713E-05
   726   0.188925E+04   0.329318E+02   0.000000E+00  -0.120968E+03   0.837330E-08   0.102970E-04  -0.105257E-05
   727   0.189679E+04   0.327337E+02   0.000000E+00  -0.121785E+03   0.835323E-08   0.103201E-04  -0.104790E-05
   728   0.190443E+04   0.325315E+02   0.000000E+00  -0.122571E+03   0.833324E-08   0.103425E-04  -0.104313E-05
   729   0.191212E+04   0.323254E+02   0.000000E+00  -0.123325E+03   0.831332E-08   0.103643E-04  -0.103826E-05
   730   0.191989E+04   0.321152E+02   0.000000E+00  -0.124047E+03   0.829347E-08   0.103854E-04  -0.103329E-05
   731   0.192774E+04   0.319013E+02   0.000000E+00  -0.124738E+03   0.827369E-08   0.104059E-04  -0.102822E-05
   732   0.193564E+04   0.316836E+02   0.000000E+00  -0.125394E+03   0.825398E-08   0.104257E-04  -0.102305E-05
   733   0.194361E+04   0.314623E+02   0.000000E+00  -0.126019E+03   0.823433E-08   0.104448E-04  -0.101779E-05
   734   0.195163E+04   0.312373E+02   0.000000E+00  -0.126609E+03   0.821475E-08   0.104633E-04  -0.101242E-05
   735   0.195970E+04   0.310089E+02   0.000000E+00  -0.127166E+03   0.819524E-08   0.104811E-04  -0.100696E-05
   736   0.196783E+04   0.307773E+02   0.000000E+00  -0.127689E+03   0.817580E-08   0.104982E-04  -0.100141E-05
   737   0.197599E+04   0.305423E+02   0.000000E+00  -0.128178E+03   0.815643E-08   0.105147E-04  -0.995757E-06
   738   0.198419E+04   0.303043E+02   0.000000E+00  -0.128633E+03   0.813712E-08   0.105304E-04  -0.990014E-06
   739   0.199243E+04   0.300632E+02   0.000000E+00  -0.129053E+03   0.811788E-08   0.105455E-04  -0.984178E-06
   740   0.200071E+04   0.298192E+02   0.000000E+00  -0.129437E+03   0.809870E-08   0.105598E-04  -0.978250E-06
   741   0.200900E+04   0.295725E+02   0.000000E+00  -0.129787E+03   0.807959E-08   0.105734E-04  -0.972231E-06
   742   0.201731E+04   0.293231E+02   0.000000E+00  -0.130102E+03   0.806055E-08   0.105864E-04  -0.966122E-06
   743   0.202565E+04   0.290712E+02   0.000000E+00  -0.130381E+03   0.804157E-08   0.105986E-04  -0.959924E-06
   744   0.203400E+04   0.288168E+02   0.000000E+00  -0.130625E+03   0.802265E-08   0.106101E-04  -0.953638E-06
   745   0.204235E+04   0.285603E+02   0.000000E+00  -0.130833E+03   0.800380E-08   0.106208E-04  -0.947264E-06
   746   0.205071E+04   0.283015E+02   0.000000E+00  -0.131007E+03   0.798502E-08   0.106309E-04  -0.940803E-06
   747   0.205907E+04   0.280406E+02   0.000000E+00  -0.131144E+03   0.796629E-08   0.106402E-04  -0.934257E-06
   748   0.206742E+04   0.277778E+02   0.000000E+00  -0.131245E+03   0.794763E-08   0.106487E-04  -0.927625E-06
   749   0.207576E+04   0.275132E+02   0.000000E+00  -0.131311E+03   0.792903E-08   0.106565E-04  -0.920910E-06
   750   0.208410E+04   0.272468E+02   0.000000E+00  -0.131341E+03   0.791050E-08   0.106636E-04  -0.914111E-06
   751   0.209241E+04   0.269789E+02   0.000000E+00  -0.131334E+03   0.789202E-08   0.106699E-04  -0.907230E-06
   752   0.210070E+04   0.267094E+02   0.000000E+00  -0.131291E+03   0.787361E-08   0.106755E-04  -0.900268E-06
   753   0.210897E+04   0.264385E+02   0.000000E+00  -0.131214E+03   0.785526E-08   0.106803E-04  -0.893227E-06
   754   0.211721E+04   0.261663E+02   0.000000E+00  -0.131100E+03   0.783697E-08   0.106844E-04  -0.886108E-06
   755   0.212541E+04   0.258931E+02   0.000000E+00  -0.130950E+03   0.781874E-08   0.106877E-04  -0.878913E-06
   756   0.213358E+04   0.256189E+02   0.000000E+00  -0.130764E+03   0.780057E-08   0.106904E-04  -0.871643E-06
   757   0.214172E+04   0.253438E+02   0.000000E+00  -0.130542E+03   0.778246E-08   0.106923E-04  -0.864300E-06
   758   0.214982E+04   0.250680E+02   0.000000E+00  -0.130286E+03   0.776442E-08   0.106935E-04  -0.856884E-06
   759   0.215787E+04   0.247917E+02   0.000000E+00  -0.129994E+03   0.774643E-08   0.106940E-04  -0.849399E-06
   760   0.216588E+04   0.245150E+02   0.000000E+00  -0.129667E+03   0.772850E-08   0.106938E-04  -0.841844E-06
   761   0.217384E+04   0.242380E+02   0.000000E+00  -0.129304E+03   0.771063E-08   0.106929E-04  -0.834222E-06
   762   0.218174E+04   0.239608E+02   0.000000E+00  -0.128906E+03   0.769282E-08   0.106913E-04  -0.826535E-06
   763   0.218959E+04   0.236835E+02   0.000000E+00  -0.128474E+03   0.767507E-08   0.106891E-04  -0.818782E-06
