#    L    TT             EE             BB             TE             PP             TP             EP          
  4373   0.821124E+00   0.240646E-01   0.000000E+00  -0.299309E-01   0.218112E-09   0.340336E-07  -0.239642E-09
  4374   0.818760E+00   0.240220E-01   0.000000E+00  -0.296984E-01   0.217998E-09   0.340281E-07  -0.239553E-09
  4375   0.816394E+00   0.239807E-01   0.000000E+00  -0.294699E-01   0.217883E-09   0.340223E-07  -0.239432E-09
  4376   0.814034E+00   0.239405E-01   0.000000E+00  -0.292455E-01   0.217768E-09   0.340165E-07  -0.239277E-09
  4377   0.811672E+00   0.239014E-01   0.000000E+00  -0.290253E-01   0.217654E-09   0.340105E-07  -0.239090E-09
  4378   0.809315E+00   0.238635E-01   0.000000E+00  -0.288091E-01   0.217540E-09   0.340044E-07  -0.238870E-09
  4379   0.806964E+00   0.238268E-01   0.000000E+00  -0.285971E-01   0.217425E-09   0.339982E-07  -0.238617E-09
  4380   0.804612E+00   0.237910E-01   0.000000E+00  -0.283892E-01   0.217311E-09   0.339918E-07  -0.238332E-09
  4381   0.802265E+00   0.237564E-01   0.000000E+00  -0.281856E-01   0.217197E-09   0.339853E-07  -0.238013E-09
  4382   0.799916E+00   0.237228E-01   0.000000E+00  -0.279861E-01   0.217083E-09   0.339787E-07  -0.237663E-09
  4383   0.797580E+00   0.236903E-01   0.000000E+00  -0.277909E-01   0.216969E-09   0.339719E-07  -0.237279E-09
  4384   0.795242E+00   0.236588E-01   0.000000E+00  -0.275999E-01   0.216855E-09   0.339650E-07  -0.236863E-09
  4385   0.792910E+00   0.236282E-01   0.000000E+00  -0.274132E-01   0.216741E-09   0.339580E-07  -0.236415E-09
  4386   0.790577E+00   0.235987E-01   0.000000E+00  -0.272308E-01   0.216628E-09   0.339508E-07  -0.235934E-09
  4387   0.788256E+00   0.235700E-01   0.000000E+00  -0.270526E-01   0.216514E-09   0.339435E-07  -0.235421E-09
  4388   0.785933E+00   0.235424E-01   0.000000E+00  -0.268787E-01   0.216400E-09   0.339361E-07  -0.234876E-09
  4389   0.783624E+00   0.235155E-01   0.000000E+00  -0.267090E-01   0.216287E-09   0.339285E-07  -0.234298E-09
  4390   0.781313E+00   0.234896E-01   0.000000E+00  -0.265437E-01   0.216174E-09   0.339207E-07  -0.233688E-09
  4391   0.779007E+00   0.234645E-01   0.000000E+00  -0.263826E-01   0.216060E-09   0.339128E-07  -0.233046E-09
  4392   0.776707E+00   0.234404E-01   0.000000E+00  -0.262258E-01   0.215947E-09   0.339048E-07  -0.232371E-09
  4393   0.774420E+00   0.234170E-01   0.000000E+00  -0.260733E-01   0.215834E-09   0.338966E-07  -0.231665E-09
  4394   0.772132E+00   0.233943E-01   0.000000E+00  -0.259251E-01   0.215721E-09   0.338883E-07  -0.230926E-09
  4395   0.769849E+00   0.233725E-01   0.000000E+00  -0.257811E-01   0.215608E-09   0.338798E-07  -0.230156E-09
  4396   0.767579E+00   0.233514E-01   0.000000E+00  -0.256415E-01   0.215495E-09   0.338712E-07  -0.229353E-09
  4397   0.765307E+00   0.233310E-01   0.000000E+00  -0.255060E-01   0.215382E-09   0.338624E-07  -0.228519E-09
  4398   0.763049E+00   0.233113E-01   0.000000E+00  -0.253749E-01   0.215269E-09   0.338535E-07  -0.227653E-09
  4399   0.760796E+00   0.232924E-01   0.000000E+00  -0.252479E-01   0.215157E-09   0.338444E-07  -0.226755E-09
  4400   0.758549E+00   0.232740E-01   0.000000E+00  -0.251253E-01   0.215044E-09   0.338352E-07  -0.225825E-09
  4401   0.756315E+00   0.232563E-01   0.000000E+00  -0.250068E-01   0.214932E-09   0.338258E-07  -0.224863E-09
  4402   0.754079E+00   0.232392E-01   0.000000E+00  -0.248925E-01   0.214819E-09   0.338163E-07  -0.223870E-09
  4403   0.751857E+00   0.232227E-01   0.000000E+00  -0.247824E-01   0.214707E-09   0.338066E-07  -0.222846E-09
  4404   0.749640E+00   0.232067E-01   0.000000E+00  -0.246765E-01   0.214595E-09   0.337967E-07  -0.221791E-09
  4405   0.747437E+00   0.231914E-01   0.000000E+00  -0.245746E-01   0.214483E-09   0.337867E-07  -0.220706E-09
  4406   0.745239E+00   0.231765E-01   0.000000E+00  -0.244769E-01   0.214371E-09   0.337765E-07  -0.219590E-09
  4407   0.743047E+00   0.231621E-01   0.000000E+00  -0.243834E-01   0.214259E-09   0.337662E-07  -0.218445E-09
  4408   0.740869E+00   0.231481E-01   0.000000E+00  -0.242938E-01   0.214147E-09   0.337557E-07  -0.217270E-09
  4409   0.738697E+00   0.231346E-01   0.000000E+00  -0.242083E-01   0.214035E-09   0.337451E-07  -0.216066E-09
  4410   0.736538E+00   0.231215E-01   0.000000E+00  -0.241268E-01   0.213923E-09   0.337343E-07  -0.214833E-09
  4411   0.734385E+00   0.231089E-01   0.000000E+00  -0.240492E-01   0.213812E-09   0.337234E-07  -0.213571E-09
  4412   0.732238E+00   0.230966E-01   0.000000E+00  -0.239756E-01   0.213700E-09   0.337122E-07  -0.212281E-09
  4413   0.730105E+00   0.230847E-01   0.000000E+00  -0.239058E-01   0.213588E-09   0.337010E-07  -0.210963E-09
  4414   0.727985E+00   0.230731E-01   0.000000E+00  -0.238400E-01   0.213477E-09   0.336895E-07  -0.209617E-09
  4415   0.725872E+00   0.230617E-01   0.000000E+00  -0.237779E-01   0.213366E-09   0.336780E-07  -0.208244E-09
  4416   0.723764E+00   0.230507E-01   0.000000E+00  -0.237196E-01   0.213254E-09   0.336662E-07  -0.206844E-09
  4417   0.721678E+00   0.230399E-01   0.000000E+00  -0.236651E-01   0.213143E-09   0.336543E-07  -0.205418E-09
  4418   0.719591E+00   0.230293E-01   0.000000E+00  -0.236142E-01   0.213032E-09   0.336423E-07  -0.203964E-09
  4419   0.717524E+00   0.230189E-01   0.000000E+00  -0.235670E-01   0.212921E-09   0.336300E-07  -0.202485E-09
  4420   0.715460E+00   0.230087E-01   0.000000E+00  -0.235234E-01   0.212810E-09   0.336177E-07  -0.200980E-09
  4421   0.713410E+00   0.229987E-01   0.000000E+00  -0.234834E-01   0.212699E-09   0.336051E-07  -0.199449E-09
  4422   0.711371E+00   0.229888E-01   0.000000E+00  -0.234469E-01   0.212589E-09   0.335924E-07  -0.197894E-09
  4423   0.709344E+00   0.229791E-01   0.000000E+00  -0.234138E-01   0.212478E-09   0.335796E-07  -0.196313E-09
  4424   0.707328E+00   0.229694E-01   0.000000E+00  -0.233842E-01   0.212367E-09   0.335665E-07  -0.194708E-09
  4425   0.705323E+00   0.229598E-01   0.000000E+00  -0.233580E-01   0.212257E-09   0.335534E-07  -0.193078E-09
  4426   0.703330E+00   0.229502E-01   0.000000E+00  -0.233351E-01   0.212146E-09   0.335400E-07  -0.191425E-09
  4427   0.701348E+00   0.229407E-01   0.000000E+00  -0.233155E-01   0.212036E-09   0.335265E-07  -0.189748E-09
  4428   0.699377E+00   0.229312E-01   0.000000E+00  -0.232992E-01   0.211926E-09   0.335129E-07  -0.188048E-09
  4429   0.697419E+00   0.229216E-01   0.000000E+00  -0.232860E-01   0.211815E-09   0.334990E-07  -0.186325E-09
  4430   0.695472E+00   0.229121E-01   0.000000E+00  -0.232760E-01   0.211705E-09   0.334851E-07  -0.184579E-09
  4431   0.693538E+00   0.229024E-01   0.000000E+00  -0.232690E-01   0.211595E-09   0.334709E-07  -0.182811E-09
  4432   0.691615E+00   0.228927E-01   0.000000E+00  -0.232652E-01   0.211485E-09   0.334566E-07  -0.181021E-09
  4433   0.689705E+00   0.228829E-01   0.000000E+00  -0.232643E-01   0.211375E-09   0.334421E-07  -0.179209E-09
  4434   0.687807E+00   0.228730E-01   0.000000E+00  -0.232663E-01   0.211266E-09   0.334275E-07  -0.177375E-09
  4435   0.685923E+00   0.228630E-01   0.000000E+00  -0.232713E-01   0.211156E-09   0.334127E-07  -0.175521E-09
  4436   0.684050E+00   0.228528E-01   0.000000E+00  -0.232791E-01   0.211046E-09   0.333978E-07  -0.173646E-09
  4437   0.682190E+00   0.228424E-01   0.000000E+00  -0.232897E-01   0.210937E-09   0.333826E-07  -0.171750E-09
  4438   0.680343E+00   0.228319E-01   0.000000E+00  -0.233030E-01   0.210827E-09   0.333673E-07  -0.169834E-09
  4439   0.678508E+00   0.228212E-01   0.000000E+00  -0.233191E-01   0.210718E-09   0.333519E-07  -0.167898E-09
  4440   0.676687E+00   0.228103E-01   0.000000E+00  -0.233377E-01   0.210608E-09   0.333363E-07  -0.165943E-09
  4441   0.674878E+00   0.227991E-01   0.000000E+00  -0.233589E-01   0.210499E-09   0.333205E-07  -0.163969E-09
  4442   0.673082E+00   0.227876E-01   0.000000E+00  -0.233827E-01   0.210390E-09   0.333046E-07  -0.161975E-09
  4443   0.671299E+00   0.227759E-01   0.000000E+00  -0.234089E-01   0.210281E-09   0.332885E-07  -0.159963E-09
  4444   0.669528E+00   0.227640E-01   0.000000E+00  -0.234376E-01   0.210172E-09   0.332722E-07  -0.157933E-09
  4445   0.667770E+00   0.227517E-01   0.000000E+00  -0.234685E-01   0.210063E-09   0.332558E-07  -0.155885E-09
  4446   0.666025E+00   0.227391E-01   0.000000E+00  -0.235018E-01   0.209954E-09   0.332392E-07  -0.153819E-09
  4447   0.664293E+00   0.227262E-01   0.000000E+00  -0.235372E-01   0.209845E-09   0.332224E-07  -0.151735E-09
  4448   0.662574E+00   0.227130E-01   0.000000E+00  -0.235749E-01   0.209736E-09   0.332055E-07  -0.149635E-09
  4449   0.660868E+00   0.226994E-01   0.000000E+00  -0.236147E-01   0.209628E-09   0.331884E-07  -0.147518E-09
  4450   0.659175E+00   0.226854E-01   0.000000E+00  -0.236565E-01   0.209519E-09   0.331712E-07  -0.145385E-09
  4451   0.657495E+00   0.226710E-01   0.000000E+00  -0.237002E-01   0.209411E-09   0.331537E-07  -0.143235E-09
  4452   0.655827E+00   0.226563E-01   0.000000E+00  -0.237460E-01   0.209302E-09   0.331362E-07  -0.141070E-09
  4453   0.654173E+00   0.226412E-01   0.000000E+00  -0.237936E-01   0.209194E-09   0.331184E-07  -0.138889E-09
  4454   0.652532E+00   0.226256E-01   0.000000E+00  -0.238430E-01   0.209086E-09   0.331005E-07  -0.136693E-09
  4455   0.650903E+00   0.226096E-01   0.000000E+00  -0.238941E-01   0.208978E-09   0.330824E-07  -0.134483E-09
  4456   0.649288E+00   0.225931E-01   0.000000E+00  -0.239469E-01   0.208870E-09   0.330642E-07  -0.132258E-09
  4457   0.647685E+00   0.225762E-01   0.000000E+00  -0.240013E-01   0.208761E-09   0.330457E-07  -0.130019E-09
  4458   0.646094E+00   0.225588E-01   0.000000E+00  -0.240573E-01   0.208654E-09   0.330272E-07  -0.127767E-09
  4459   0.644517E+00   0.225409E-01   0.000000E+00  -0.241146E-01   0.208546E-09   0.330084E-07  -0.125501E-09
  4460   0.642951E+00   0.225225E-01   0.000000E+00  -0.241734E-01   0.208438E-09   0.329895E-07  -0.123222E-09
  4461   0.641399E+00   0.225036E-01   0.000000E+00  -0.242334E-01   0.208330E-09   0.329704E-07  -0.120930E-09
  4462   0.639858E+00   0.224842E-01   0.000000E+00  -0.242948E-01   0.208223E-09   0.329512E-07  -0.118627E-09
  4463   0.638330E+00   0.224643E-01   0.000000E+00  -0.243572E-01   0.208115E-09   0.329318E-07  -0.116311E-09
  4464   0.636813E+00   0.224437E-01   0.000000E+00  -0.244208E-01   0.208008E-09   0.329122E-07  -0.113983E-09
  4465   0.635309E+00   0.224226E-01   0.000000E+00  -0.244853E-01   0.207900E-09   0.328925E-07  -0.111645E-09
  4466   0.633817E+00   0.224010E-01   0.000000E+00  -0.245509E-01   0.207793E-09   0.328726E-07  -0.109295E-09
  4467   0.632338E+00   0.223788E-01   0.000000E+00  -0.246173E-01   0.207686E-09   0.328525E-07  -0.106935E-09
  4468   0.630870E+00   0.223560E-01   0.000000E+00  -0.246845E-01   0.207578E-09   0.328323E-07  -0.104564E-09
  4469   0.629414E+00   0.223327E-01   0.000000E+00  -0.247526E-01   0.207471E-09   0.328119E-07  -0.102184E-09
  4470   0.627970E+00   0.223087E-01   0.000000E+00  -0.248212E-01   0.207364E-09   0.327914E-07  -0.997942E-10
  4471   0.626538E+00   0.222841E-01   0.000000E+00  -0.248906E-01   0.207257E-09   0.327707E-07  -0.973951E-10
  4472   0.625118E+00   0.222590E-01   0.000000E+00  -0.249605E-01   0.207151E-09   0.327498E-07  -0.949872E-10
  4473   0.623710E+00   0.222332E-01   0.000000E+00  -0.250308E-01   0.207044E-09   0.327287E-07  -0.925708E-10
  4474   0.622313E+00   0.222068E-01   0.000000E+00  -0.251016E-01   0.206937E-09   0.327075E-07  -0.901462E-10
  4475   0.620927E+00   0.221797E-01   0.000000E+00  -0.251727E-01   0.206830E-09   0.326861E-07  -0.877138E-10
  4476   0.619553E+00   0.221521E-01   0.000000E+00  -0.252441E-01   0.206724E-09   0.326646E-07  -0.852739E-10
  4477   0.618190E+00   0.221238E-01   0.000000E+00  -0.253157E-01   0.206617E-09   0.326429E-07  -0.828268E-10
  4478   0.616837E+00   0.220948E-01   0.000000E+00  -0.253875E-01   0.206511E-09   0.326210E-07  -0.803730E-10
  4479   0.615496E+00   0.220652E-01   0.000000E+00  -0.254593E-01   0.206405E-09   0.325990E-07  -0.779127E-10
  4480   0.614166E+00   0.220349E-01   0.000000E+00  -0.255312E-01   0.206298E-09   0.325768E-07  -0.754464E-10
  4481   0.612846E+00   0.220039E-01   0.000000E+00  -0.256031E-01   0.206192E-09   0.325545E-07  -0.729742E-10
  4482   0.611537E+00   0.219722E-01   0.000000E+00  -0.256748E-01   0.206086E-09   0.325320E-07  -0.704967E-10
  4483   0.610239E+00   0.219399E-01   0.000000E+00  -0.257464E-01   0.205980E-09   0.325093E-07  -0.680141E-10
  4484   0.608951E+00   0.219069E-01   0.000000E+00  -0.258178E-01   0.205874E-09   0.324864E-07  -0.655268E-10
  4485   0.607674E+00   0.218732E-01   0.000000E+00  -0.258889E-01   0.205768E-09   0.324634E-07  -0.630351E-10
  4486   0.606406E+00   0.218389E-01   0.000000E+00  -0.259597E-01   0.205663E-09   0.324403E-07  -0.605394E-10
  4487   0.605149E+00   0.218038E-01   0.000000E+00  -0.260301E-01   0.205557E-09   0.324169E-07  -0.580400E-10
  4488   0.603901E+00   0.217681E-01   0.000000E+00  -0.261001E-01   0.205451E-09   0.323934E-07  -0.555373E-10
  4489   0.602663E+00   0.217317E-01   0.000000E+00  -0.261695E-01   0.205346E-09   0.323698E-07  -0.530315E-10
  4490   0.601435E+00   0.216945E-01   0.000000E+00  -0.262384E-01   0.205240E-09   0.323460E-07  -0.505231E-10
  4491   0.600217E+00   0.216567E-01   0.000000E+00  -0.263067E-01   0.205135E-09   0.323220E-07  -0.480124E-10
  4492   0.599007E+00   0.216181E-01   0.000000E+00  -0.263743E-01   0.205029E-09   0.322978E-07  -0.454998E-10
  4493   0.597807E+00   0.215789E-01   0.000000E+00  -0.264412E-01   0.204924E-09   0.322735E-07  -0.429855E-10
  4494   0.596615E+00   0.215390E-01   0.000000E+00  -0.265074E-01   0.204819E-09   0.322491E-07  -0.404699E-10
  4495   0.595433E+00   0.214983E-01   0.000000E+00  -0.265728E-01   0.204714E-09   0.322244E-07  -0.379535E-10
  4496   0.594260E+00   0.214571E-01   0.000000E+00  -0.266373E-01   0.204609E-09   0.321996E-07  -0.354364E-10
  4497   0.593096E+00   0.214151E-01   0.000000E+00  -0.267009E-01   0.204504E-09   0.321747E-07  -0.329191E-10
  4498   0.591939E+00   0.213724E-01   0.000000E+00  -0.267636E-01   0.204399E-09   0.321496E-07  -0.304019E-10
  4499   0.590793E+00   0.213291E-01   0.000000E+00  -0.268253E-01   0.204294E-09   0.321243E-07  -0.278852E-10
  4500   0.589654E+00   0.212851E-01   0.000000E+00  -0.268859E-01   0.204189E-09   0.320988E-07  -0.253692E-10
  4501   0.588524E+00   0.212404E-01   0.000000E+00  -0.269455E-01   0.204085E-09   0.320732E-07  -0.228544E-10
  4502   0.587401E+00   0.211950E-01   0.000000E+00  -0.270039E-01   0.203980E-09   0.320475E-07  -0.203411E-10
  4503   0.586287E+00   0.211490E-01   0.000000E+00  -0.270612E-01   0.203876E-09   0.320216E-07  -0.178296E-10
  4504   0.585180E+00   0.211022E-01   0.000000E+00  -0.271173E-01   0.203771E-09   0.319955E-07  -0.153202E-10
  4505   0.584080E+00   0.210549E-01   0.000000E+00  -0.271720E-01   0.203667E-09   0.319693E-07  -0.128132E-10
  4506   0.582987E+00   0.210069E-01   0.000000E+00  -0.272255E-01   0.203563E-09   0.319429E-07  -0.103091E-10
  4507   0.581902E+00   0.209581E-01   0.000000E+00  -0.272776E-01   0.203458E-09   0.319164E-07  -0.780804E-11
  4508   0.580824E+00   0.209089E-01   0.000000E+00  -0.273282E-01   0.203354E-09   0.318897E-07  -0.531045E-11
  4509   0.579752E+00   0.208589E-01   0.000000E+00  -0.273775E-01   0.203250E-09   0.318629E-07  -0.281663E-11
  4510   0.578687E+00   0.208082E-01   0.000000E+00  -0.274252E-01   0.203146E-09   0.318359E-07  -0.326916E-12
  4511   0.577629E+00   0.207570E-01   0.000000E+00  -0.274714E-01   0.203042E-09   0.318088E-07   0.215836E-11
  4512   0.576576E+00   0.207051E-01   0.000000E+00  -0.275160E-01   0.202938E-09   0.317816E-07   0.463888E-11
  4513   0.575529E+00   0.206527E-01   0.000000E+00  -0.275590E-01   0.202835E-09   0.317542E-07   0.711431E-11
  4514   0.574488E+00   0.205996E-01   0.000000E+00  -0.276004E-01   0.202731E-09   0.317267E-07   0.958431E-11
  4515   0.573453E+00   0.205459E-01   0.000000E+00  -0.276400E-01   0.202627E-09   0.316990E-07   0.120486E-10
  4516   0.572422E+00   0.204916E-01   0.000000E+00  -0.276780E-01   0.202524E-09   0.316713E-07   0.145067E-10
  4517   0.571397E+00   0.204368E-01   0.000000E+00  -0.277141E-01   0.202420E-09   0.316433E-07   0.169585E-10
  4518   0.570376E+00   0.203813E-01   0.000000E+00  -0.277484E-01   0.202317E-09   0.316153E-07   0.194035E-10
  4519   0.569360E+00   0.203252E-01   0.000000E+00  -0.277809E-01   0.202213E-09   0.315872E-07   0.218415E-10
  4520   0.568348E+00   0.202687E-01   0.000000E+00  -0.278115E-01   0.202110E-09   0.315589E-07   0.242721E-10
  4521   0.567340E+00   0.202114E-01   0.000000E+00  -0.278401E-01   0.202007E-09   0.315305E-07   0.266949E-10
  4522   0.566337E+00   0.201537E-01   0.000000E+00  -0.278668E-01   0.201904E-09   0.315020E-07   0.291097E-10
  4523   0.565336E+00   0.200954E-01   0.000000E+00  -0.278915E-01   0.201801E-09   0.314733E-07   0.315161E-10
  4524   0.564340E+00   0.200366E-01   0.000000E+00  -0.279142E-01   0.201698E-09   0.314446E-07   0.339137E-10
  4525   0.563347E+00   0.199773E-01   0.000000E+00  -0.279349E-01   0.201595E-09   0.314157E-07   0.363024E-10
  4526   0.562359E+00   0.199175E-01   0.000000E+00  -0.279535E-01   0.201492E-09   0.313868E-07   0.386817E-10
  4527   0.561373E+00   0.198571E-01   0.000000E+00  -0.279700E-01   0.201389E-09   0.313577E-07   0.410512E-10
  4528   0.560390E+00   0.197963E-01   0.000000E+00  -0.279843E-01   0.201287E-09   0.313285E-07   0.434108E-10
  4529   0.559409E+00   0.197350E-01   0.000000E+00  -0.279966E-01   0.201184E-09   0.312992E-07   0.457599E-10
  4530   0.558432E+00   0.196732E-01   0.000000E+00  -0.280067E-01   0.201082E-09   0.312698E-07   0.480984E-10
  4531   0.557457E+00   0.196109E-01   0.000000E+00  -0.280145E-01   0.200979E-09   0.312403E-07   0.504259E-10
  4532   0.556484E+00   0.195481E-01   0.000000E+00  -0.280202E-01   0.200877E-09   0.312108E-07   0.527420E-10
  4533   0.555513E+00   0.194849E-01   0.000000E+00  -0.280236E-01   0.200774E-09   0.311811E-07   0.550465E-10
  4534   0.554544E+00   0.194213E-01   0.000000E+00  -0.280249E-01   0.200672E-09   0.311513E-07   0.573389E-10
  4535   0.553577E+00   0.193573E-01   0.000000E+00  -0.280238E-01   0.200570E-09   0.311214E-07   0.596190E-10
  4536   0.552611E+00   0.192927E-01   0.000000E+00  -0.280204E-01   0.200468E-09   0.310915E-07   0.618864E-10
  4537   0.551647E+00   0.192279E-01   0.000000E+00  -0.280148E-01   0.200366E-09   0.310614E-07   0.641409E-10
  4538   0.550684E+00   0.191625E-01   0.000000E+00  -0.280068E-01   0.200264E-09   0.310313E-07   0.663820E-10
  4539   0.549722E+00   0.190969E-01   0.000000E+00  -0.279965E-01   0.200162E-09   0.310011E-07   0.686095E-10
  4540   0.548762E+00   0.190307E-01   0.000000E+00  -0.279838E-01   0.200060E-09   0.309708E-07   0.708230E-10
  4541   0.547801E+00   0.189643E-01   0.000000E+00  -0.279689E-01   0.199958E-09   0.309404E-07   0.730221E-10
  4542   0.546842E+00   0.188975E-01   0.000000E+00  -0.279515E-01   0.199857E-09   0.309100E-07   0.752067E-10
  4543   0.545883E+00   0.188304E-01   0.000000E+00  -0.279319E-01   0.199755E-09   0.308795E-07   0.773762E-10
  4544   0.544925E+00   0.187629E-01   0.000000E+00  -0.279098E-01   0.199654E-09   0.308489E-07   0.795305E-10
  4545   0.543966E+00   0.186951E-01   0.000000E+00  -0.278854E-01   0.199552E-09   0.308182E-07   0.816691E-10
  4546   0.543008E+00   0.186269E-01   0.000000E+00  -0.278586E-01   0.199451E-09   0.307875E-07   0.837918E-10
  4547   0.542049E+00   0.185584E-01   0.000000E+00  -0.278294E-01   0.199350E-09   0.307567E-07   0.858982E-10
  4548   0.541090E+00   0.184897E-01   0.000000E+00  -0.277978E-01   0.199248E-09   0.307258E-07   0.879880E-10
  4549   0.540130E+00   0.184207E-01   0.000000E+00  -0.277639E-01   0.199147E-09   0.306949E-07   0.900608E-10
  4550   0.539170E+00   0.183514E-01   0.000000E+00  -0.277275E-01   0.199046E-09   0.306639E-07   0.921164E-10
  4551   0.538209E+00   0.182818E-01   0.000000E+00  -0.276887E-01   0.198945E-09   0.306328E-07   0.941544E-10
  4552   0.537247E+00   0.182120E-01   0.000000E+00  -0.276477E-01   0.198844E-09   0.306017E-07   0.961750E-10
  4553   0.536284E+00   0.181420E-01   0.000000E+00  -0.276042E-01   0.198743E-09   0.305706E-07   0.981781E-10
  4554   0.535321E+00   0.180718E-01   0.000000E+00  -0.275584E-01   0.198642E-09   0.305394E-07   0.100164E-09
  4555   0.534356E+00   0.180013E-01   0.000000E+00  -0.275102E-01   0.198542E-09   0.305081E-07   0.102133E-09
  4556   0.533390E+00   0.179307E-01   0.000000E+00  -0.274596E-01   0.198441E-09   0.304767E-07   0.104084E-09
  4557   0.532422E+00   0.178599E-01   0.000000E+00  -0.274067E-01   0.198340E-09   0.304454E-07   0.106019E-09
  4558   0.531452E+00   0.177889E-01   0.000000E+00  -0.273515E-01   0.198240E-09   0.304139E-07   0.107936E-09
  4559   0.530481E+00   0.177178E-01   0.000000E+00  -0.272940E-01   0.198139E-09   0.303824E-07   0.109837E-09
  4560   0.529508E+00   0.176466E-01   0.000000E+00  -0.272341E-01   0.198039E-09   0.303508E-07   0.111722E-09
  4561   0.528533E+00   0.175752E-01   0.000000E+00  -0.271720E-01   0.197939E-09   0.303192E-07   0.113589E-09
  4562   0.527556E+00   0.175037E-01   0.000000E+00  -0.271077E-01   0.197839E-09   0.302876E-07   0.115440E-09
  4563   0.526576E+00   0.174321E-01   0.000000E+00  -0.270409E-01   0.197738E-09   0.302558E-07   0.117275E-09
  4564   0.525594E+00   0.173605E-01   0.000000E+00  -0.269720E-01   0.197638E-09   0.302241E-07   0.119094E-09
  4565   0.524609E+00   0.172888E-01   0.000000E+00  -0.269009E-01   0.197538E-09   0.301922E-07   0.120896E-09
  4566   0.523620E+00   0.172170E-01   0.000000E+00  -0.268275E-01   0.197438E-09   0.301604E-07   0.122683E-09
  4567   0.522630E+00   0.171451E-01   0.000000E+00  -0.267518E-01   0.197338E-09   0.301284E-07   0.124453E-09
  4568   0.521635E+00   0.170733E-01   0.000000E+00  -0.266740E-01   0.197239E-09   0.300964E-07   0.126208E-09
  4569   0.520638E+00   0.170014E-01   0.000000E+00  -0.265940E-01   0.197139E-09   0.300644E-07   0.127946E-09
  4570   0.519637E+00   0.169295E-01   0.000000E+00  -0.265119E-01   0.197039E-09   0.300323E-07   0.129670E-09
  4571   0.518634E+00   0.168577E-01   0.000000E+00  -0.264276E-01   0.196939E-09   0.300002E-07   0.131377E-09
  4572   0.517626E+00   0.167858E-01   0.000000E+00  -0.263411E-01   0.196840E-09   0.299680E-07   0.133069E-09
  4573   0.516615E+00   0.167140E-01   0.000000E+00  -0.262526E-01   0.196740E-09   0.299357E-07   0.134746E-09
  4574   0.515599E+00   0.166422E-01   0.000000E+00  -0.261620E-01   0.196641E-09   0.299034E-07   0.136408E-09
  4575   0.514581E+00   0.165706E-01   0.000000E+00  -0.260694E-01   0.196542E-09   0.298711E-07   0.138054E-09
  4576   0.513557E+00   0.164989E-01   0.000000E+00  -0.259747E-01   0.196442E-09   0.298387E-07   0.139686E-09
  4577   0.512530E+00   0.164274E-01   0.000000E+00  -0.258780E-01   0.196343E-09   0.298063E-07   0.141302E-09
  4578   0.511498E+00   0.163559E-01   0.000000E+00  -0.257791E-01   0.196244E-09   0.297738E-07   0.142904E-09
  4579   0.510462E+00   0.162846E-01   0.000000E+00  -0.256784E-01   0.196145E-09   0.297412E-07   0.144491E-09
  4580   0.509421E+00   0.162134E-01   0.000000E+00  -0.255757E-01   0.196046E-09   0.297086E-07   0.146063E-09
  4581   0.508375E+00   0.161423E-01   0.000000E+00  -0.254710E-01   0.195947E-09   0.296760E-07   0.147621E-09
  4582   0.507324E+00   0.160713E-01   0.000000E+00  -0.253644E-01   0.195848E-09   0.296433E-07   0.149164E-09
  4583   0.506269E+00   0.160005E-01   0.000000E+00  -0.252559E-01   0.195750E-09   0.296106E-07   0.150693E-09
  4584   0.505208E+00   0.159299E-01   0.000000E+00  -0.251455E-01   0.195651E-09   0.295778E-07   0.152208E-09
  4585   0.504141E+00   0.158594E-01   0.000000E+00  -0.250333E-01   0.195552E-09   0.295450E-07   0.153709E-09
  4586   0.503071E+00   0.157891E-01   0.000000E+00  -0.249192E-01   0.195454E-09   0.295121E-07   0.155196E-09
  4587   0.501995E+00   0.157190E-01   0.000000E+00  -0.248034E-01   0.195355E-09   0.294792E-07   0.156669E-09
  4588   0.500914E+00   0.156492E-01   0.000000E+00  -0.246859E-01   0.195257E-09   0.294462E-07   0.158128E-09
  4589   0.499829E+00   0.155795E-01   0.000000E+00  -0.245666E-01   0.195158E-09   0.294132E-07   0.159573E-09
  4590   0.498739E+00   0.155101E-01   0.000000E+00  -0.244456E-01   0.195060E-09   0.293801E-07   0.161005E-09
  4591   0.497644E+00   0.154409E-01   0.000000E+00  -0.243230E-01   0.194962E-09   0.293470E-07   0.162424E-09
  4592   0.496543E+00   0.153720E-01   0.000000E+00  -0.241988E-01   0.194864E-09   0.293139E-07   0.163829E-09
  4593   0.495438E+00   0.153033E-01   0.000000E+00  -0.240730E-01   0.194766E-09   0.292807E-07   0.165220E-09
  4594   0.494328E+00   0.152349E-01   0.000000E+00  -0.239456E-01   0.194668E-09   0.292474E-07   0.166599E-09
  4595   0.493212E+00   0.151669E-01   0.000000E+00  -0.238167E-01   0.194570E-09   0.292142E-07   0.167964E-09
  4596   0.492091E+00   0.150990E-01   0.000000E+00  -0.236862E-01   0.194472E-09   0.291808E-07   0.169317E-09
  4597   0.490964E+00   0.150315E-01   0.000000E+00  -0.235543E-01   0.194374E-09   0.291475E-07   0.170657E-09
  4598   0.489832E+00   0.149642E-01   0.000000E+00  -0.234210E-01   0.194276E-09   0.291141E-07   0.171983E-09
