#    L    TT             EE             BB             TE             PP             TP             EP          
  2414   0.948950E+02   0.217343E+01   0.000000E+00  -0.438871E+01   0.819334E-09   0.141272E-06   0.891117E-10
  2415   0.946553E+02   0.216510E+01   0.000000E+00  -0.431527E+01   0.818605E-09   0.141903E-06  -0.179133E-09
  2416   0.944125E+02   0.215722E+01   0.000000E+00  -0.424229E+01   0.817876E-09   0.142537E-06  -0.445618E-09
  2417   0.941661E+02   0.214979E+01   0.000000E+00  -0.416980E+01   0.817149E-09   0.143174E-06  -0.710335E-09
  2418   0.939167E+02   0.214282E+01   0.000000E+00  -0.409783E+01   0.816423E-09   0.143814E-06  -0.973276E-09
  2419   0.936635E+02   0.213629E+01   0.000000E+00  -0.402639E+01   0.815697E-09   0.144457E-06  -0.123443E-08
  2420   0.934080E+02   0.213020E+01   0.000000E+00  -0.395553E+01   0.814972E-09   0.145104E-06  -0.149380E-08
  2421   0.931488E+02   0.212456E+01   0.000000E+00  -0.388525E+01   0.814249E-09   0.145753E-06  -0.175137E-08
  2422   0.928865E+02   0.211936E+01   0.000000E+00  -0.381558E+01   0.813526E-09   0.146405E-06  -0.200713E-08
  2423   0.926220E+02   0.211459E+01   0.000000E+00  -0.374655E+01   0.812804E-09   0.147059E-06  -0.226107E-08
  2424   0.923537E+02   0.211025E+01   0.000000E+00  -0.367817E+01   0.812083E-09   0.147716E-06  -0.251319E-08
  2425   0.920830E+02   0.210635E+01   0.000000E+00  -0.361047E+01   0.811363E-09   0.148376E-06  -0.276348E-08
  2426   0.918093E+02   0.210287E+01   0.000000E+00  -0.354347E+01   0.810644E-09   0.149038E-06  -0.301193E-08
  2427   0.915325E+02   0.209981E+01   0.000000E+00  -0.347718E+01   0.809926E-09   0.149703E-06  -0.325853E-08
  2428   0.912534E+02   0.209717E+01   0.000000E+00  -0.341164E+01   0.809209E-09   0.150370E-06  -0.350327E-08
  2429   0.909720E+02   0.209495E+01   0.000000E+00  -0.334685E+01   0.808492E-09   0.151039E-06  -0.374615E-08
  2430   0.906874E+02   0.209313E+01   0.000000E+00  -0.328284E+01   0.807777E-09   0.151710E-06  -0.398716E-08
  2431   0.904005E+02   0.209172E+01   0.000000E+00  -0.321964E+01   0.807062E-09   0.152383E-06  -0.422629E-08
  2432   0.901112E+02   0.209071E+01   0.000000E+00  -0.315725E+01   0.806348E-09   0.153059E-06  -0.446353E-08
  2433   0.898196E+02   0.209010E+01   0.000000E+00  -0.309570E+01   0.805635E-09   0.153736E-06  -0.469887E-08
  2434   0.895262E+02   0.208988E+01   0.000000E+00  -0.303500E+01   0.804923E-09   0.154415E-06  -0.493232E-08
  2435   0.892298E+02   0.209005E+01   0.000000E+00  -0.297517E+01   0.804212E-09   0.155095E-06  -0.516385E-08
  2436   0.889317E+02   0.209061E+01   0.000000E+00  -0.291623E+01   0.803502E-09   0.155778E-06  -0.539346E-08
  2437   0.886312E+02   0.209153E+01   0.000000E+00  -0.285820E+01   0.802793E-09   0.156461E-06  -0.562114E-08
  2438   0.883290E+02   0.209284E+01   0.000000E+00  -0.280108E+01   0.802085E-09   0.157147E-06  -0.584688E-08
  2439   0.880244E+02   0.209451E+01   0.000000E+00  -0.274490E+01   0.801377E-09   0.157833E-06  -0.607068E-08
  2440   0.877180E+02   0.209655E+01   0.000000E+00  -0.268967E+01   0.800670E-09   0.158522E-06  -0.629253E-08
  2441   0.874100E+02   0.209894E+01   0.000000E+00  -0.263540E+01   0.799965E-09   0.159211E-06  -0.651242E-08
  2442   0.871003E+02   0.210169E+01   0.000000E+00  -0.258212E+01   0.799260E-09   0.159901E-06  -0.673034E-08
  2443   0.867881E+02   0.210478E+01   0.000000E+00  -0.252982E+01   0.798556E-09   0.160593E-06  -0.694629E-08
  2444   0.864749E+02   0.210821E+01   0.000000E+00  -0.247852E+01   0.797852E-09   0.161285E-06  -0.716025E-08
  2445   0.861607E+02   0.211198E+01   0.000000E+00  -0.242825E+01   0.797150E-09   0.161978E-06  -0.737222E-08
  2446   0.858441E+02   0.211608E+01   0.000000E+00  -0.237899E+01   0.796449E-09   0.162673E-06  -0.758219E-08
  2447   0.855271E+02   0.212050E+01   0.000000E+00  -0.233079E+01   0.795748E-09   0.163368E-06  -0.779015E-08
  2448   0.852084E+02   0.212524E+01   0.000000E+00  -0.228363E+01   0.795049E-09   0.164063E-06  -0.799610E-08
  2449   0.848880E+02   0.213029E+01   0.000000E+00  -0.223753E+01   0.794350E-09   0.164759E-06  -0.820002E-08
  2450   0.845672E+02   0.213565E+01   0.000000E+00  -0.219250E+01   0.793652E-09   0.165456E-06  -0.840191E-08
  2451   0.842447E+02   0.214131E+01   0.000000E+00  -0.214855E+01   0.792955E-09   0.166153E-06  -0.860176E-08
  2452   0.839218E+02   0.214725E+01   0.000000E+00  -0.210569E+01   0.792259E-09   0.166850E-06  -0.879956E-08
  2453   0.835972E+02   0.215348E+01   0.000000E+00  -0.206393E+01   0.791564E-09   0.167548E-06  -0.899533E-08
  2454   0.832722E+02   0.216000E+01   0.000000E+00  -0.202329E+01   0.790869E-09   0.168246E-06  -0.918905E-08
  2455   0.829462E+02   0.216678E+01   0.000000E+00  -0.198376E+01   0.790175E-09   0.168943E-06  -0.938072E-08
  2456   0.826199E+02   0.217383E+01   0.000000E+00  -0.194536E+01   0.789483E-09   0.169641E-06  -0.957034E-08
  2457   0.822933E+02   0.218113E+01   0.000000E+00  -0.190809E+01   0.788791E-09   0.170339E-06  -0.975792E-08
  2458   0.819656E+02   0.218869E+01   0.000000E+00  -0.187197E+01   0.788100E-09   0.171037E-06  -0.994344E-08
  2459   0.816369E+02   0.219649E+01   0.000000E+00  -0.183701E+01   0.787410E-09   0.171734E-06  -0.101269E-07
  2460   0.813086E+02   0.220452E+01   0.000000E+00  -0.180319E+01   0.786720E-09   0.172431E-06  -0.103083E-07
  2461   0.809800E+02   0.221279E+01   0.000000E+00  -0.177054E+01   0.786032E-09   0.173127E-06  -0.104877E-07
  2462   0.806503E+02   0.222128E+01   0.000000E+00  -0.173906E+01   0.785344E-09   0.173823E-06  -0.106650E-07
  2463   0.803218E+02   0.222998E+01   0.000000E+00  -0.170874E+01   0.784658E-09   0.174519E-06  -0.108402E-07
  2464   0.799922E+02   0.223890E+01   0.000000E+00  -0.167961E+01   0.783971E-09   0.175213E-06  -0.110134E-07
  2465   0.796630E+02   0.224802E+01   0.000000E+00  -0.165165E+01   0.783287E-09   0.175907E-06  -0.111845E-07
  2466   0.793335E+02   0.225732E+01   0.000000E+00  -0.162487E+01   0.782602E-09   0.176601E-06  -0.113536E-07
  2467   0.790045E+02   0.226681E+01   0.000000E+00  -0.159928E+01   0.781919E-09   0.177293E-06  -0.115205E-07
  2468   0.786758E+02   0.227649E+01   0.000000E+00  -0.157487E+01   0.781236E-09   0.177984E-06  -0.116855E-07
  2469   0.783476E+02   0.228633E+01   0.000000E+00  -0.155165E+01   0.780555E-09   0.178674E-06  -0.118483E-07
  2470   0.780190E+02   0.229635E+01   0.000000E+00  -0.152962E+01   0.779874E-09   0.179363E-06  -0.120091E-07
  2471   0.776915E+02   0.230651E+01   0.000000E+00  -0.150877E+01   0.779194E-09   0.180051E-06  -0.121678E-07
  2472   0.773645E+02   0.231682E+01   0.000000E+00  -0.148911E+01   0.778515E-09   0.180737E-06  -0.123244E-07
  2473   0.770379E+02   0.232728E+01   0.000000E+00  -0.147064E+01   0.777836E-09   0.181422E-06  -0.124789E-07
  2474   0.767117E+02   0.233787E+01   0.000000E+00  -0.145336E+01   0.777159E-09   0.182105E-06  -0.126314E-07
  2475   0.763866E+02   0.234859E+01   0.000000E+00  -0.143726E+01   0.776482E-09   0.182787E-06  -0.127818E-07
  2476   0.760619E+02   0.235943E+01   0.000000E+00  -0.142235E+01   0.775806E-09   0.183467E-06  -0.129301E-07
  2477   0.757384E+02   0.237038E+01   0.000000E+00  -0.140862E+01   0.775131E-09   0.184145E-06  -0.130763E-07
  2478   0.754160E+02   0.238143E+01   0.000000E+00  -0.139606E+01   0.774457E-09   0.184822E-06  -0.132205E-07
  2479   0.750948E+02   0.239258E+01   0.000000E+00  -0.138467E+01   0.773784E-09   0.185496E-06  -0.133625E-07
  2480   0.747739E+02   0.240382E+01   0.000000E+00  -0.137445E+01   0.773111E-09   0.186169E-06  -0.135025E-07
  2481   0.744549E+02   0.241515E+01   0.000000E+00  -0.136538E+01   0.772439E-09   0.186839E-06  -0.136404E-07
  2482   0.741371E+02   0.242656E+01   0.000000E+00  -0.135747E+01   0.771769E-09   0.187507E-06  -0.137762E-07
  2483   0.738204E+02   0.243804E+01   0.000000E+00  -0.135072E+01   0.771098E-09   0.188173E-06  -0.139099E-07
  2484   0.735048E+02   0.244958E+01   0.000000E+00  -0.134511E+01   0.770429E-09   0.188837E-06  -0.140414E-07
  2485   0.731911E+02   0.246117E+01   0.000000E+00  -0.134063E+01   0.769761E-09   0.189498E-06  -0.141710E-07
  2486   0.728792E+02   0.247282E+01   0.000000E+00  -0.133729E+01   0.769093E-09   0.190157E-06  -0.142984E-07
  2487   0.725685E+02   0.248449E+01   0.000000E+00  -0.133507E+01   0.768426E-09   0.190813E-06  -0.144237E-07
  2488   0.722596E+02   0.249621E+01   0.000000E+00  -0.133397E+01   0.767760E-09   0.191466E-06  -0.145469E-07
  2489   0.719519E+02   0.250796E+01   0.000000E+00  -0.133398E+01   0.767095E-09   0.192117E-06  -0.146680E-07
  2490   0.716460E+02   0.251971E+01   0.000000E+00  -0.133510E+01   0.766431E-09   0.192764E-06  -0.147870E-07
  2491   0.713428E+02   0.253149E+01   0.000000E+00  -0.133730E+01   0.765767E-09   0.193409E-06  -0.149038E-07
  2492   0.710406E+02   0.254327E+01   0.000000E+00  -0.134059E+01   0.765105E-09   0.194051E-06  -0.150186E-07
  2493   0.707403E+02   0.255505E+01   0.000000E+00  -0.134496E+01   0.764443E-09   0.194690E-06  -0.151313E-07
  2494   0.704423E+02   0.256683E+01   0.000000E+00  -0.135038E+01   0.763782E-09   0.195325E-06  -0.152419E-07
  2495   0.701461E+02   0.257858E+01   0.000000E+00  -0.135686E+01   0.763121E-09   0.195957E-06  -0.153503E-07
  2496   0.698522E+02   0.259032E+01   0.000000E+00  -0.136438E+01   0.762462E-09   0.196586E-06  -0.154566E-07
  2497   0.695603E+02   0.260203E+01   0.000000E+00  -0.137293E+01   0.761803E-09   0.197212E-06  -0.155609E-07
  2498   0.692706E+02   0.261371E+01   0.000000E+00  -0.138250E+01   0.761145E-09   0.197834E-06  -0.156630E-07
  2499   0.689830E+02   0.262534E+01   0.000000E+00  -0.139308E+01   0.760488E-09   0.198452E-06  -0.157629E-07
  2500   0.686978E+02   0.263693E+01   0.000000E+00  -0.140466E+01   0.759832E-09   0.199067E-06  -0.158608E-07
  2501   0.684148E+02   0.264846E+01   0.000000E+00  -0.141722E+01   0.759176E-09   0.199678E-06  -0.159565E-07
  2502   0.681343E+02   0.265992E+01   0.000000E+00  -0.143075E+01   0.758521E-09   0.200285E-06  -0.160502E-07
  2503   0.678560E+02   0.267132E+01   0.000000E+00  -0.144525E+01   0.757867E-09   0.200888E-06  -0.161417E-07
  2504   0.675803E+02   0.268264E+01   0.000000E+00  -0.146069E+01   0.757214E-09   0.201487E-06  -0.162310E-07
  2505   0.673071E+02   0.269388E+01   0.000000E+00  -0.147706E+01   0.756562E-09   0.202082E-06  -0.163183E-07
  2506   0.670363E+02   0.270502E+01   0.000000E+00  -0.149435E+01   0.755910E-09   0.202673E-06  -0.164035E-07
  2507   0.667682E+02   0.271607E+01   0.000000E+00  -0.151253E+01   0.755260E-09   0.203260E-06  -0.164865E-07
  2508   0.665028E+02   0.272703E+01   0.000000E+00  -0.153161E+01   0.754610E-09   0.203843E-06  -0.165674E-07
  2509   0.662400E+02   0.273787E+01   0.000000E+00  -0.155156E+01   0.753961E-09   0.204422E-06  -0.166463E-07
  2510   0.659800E+02   0.274860E+01   0.000000E+00  -0.157236E+01   0.753312E-09   0.204996E-06  -0.167230E-07
  2511   0.657227E+02   0.275922E+01   0.000000E+00  -0.159401E+01   0.752665E-09   0.205566E-06  -0.167976E-07
  2512   0.654684E+02   0.276970E+01   0.000000E+00  -0.161647E+01   0.752018E-09   0.206131E-06  -0.168701E-07
  2513   0.652167E+02   0.278005E+01   0.000000E+00  -0.163975E+01   0.751372E-09   0.206692E-06  -0.169406E-07
  2514   0.649680E+02   0.279026E+01   0.000000E+00  -0.166382E+01   0.750727E-09   0.207249E-06  -0.170089E-07
  2515   0.647223E+02   0.280034E+01   0.000000E+00  -0.168866E+01   0.750082E-09   0.207801E-06  -0.170751E-07
  2516   0.644794E+02   0.281026E+01   0.000000E+00  -0.171426E+01   0.749438E-09   0.208348E-06  -0.171393E-07
  2517   0.642396E+02   0.282002E+01   0.000000E+00  -0.174061E+01   0.748795E-09   0.208890E-06  -0.172013E-07
  2518   0.640026E+02   0.282963E+01   0.000000E+00  -0.176769E+01   0.748153E-09   0.209428E-06  -0.172613E-07
  2519   0.637688E+02   0.283907E+01   0.000000E+00  -0.179546E+01   0.747512E-09   0.209961E-06  -0.173192E-07
  2520   0.635380E+02   0.284834E+01   0.000000E+00  -0.182394E+01   0.746871E-09   0.210489E-06  -0.173750E-07
  2521   0.633102E+02   0.285743E+01   0.000000E+00  -0.185308E+01   0.746231E-09   0.211012E-06  -0.174287E-07
  2522   0.630857E+02   0.286634E+01   0.000000E+00  -0.188288E+01   0.745592E-09   0.211530E-06  -0.174803E-07
  2523   0.628641E+02   0.287508E+01   0.000000E+00  -0.191331E+01   0.744954E-09   0.212043E-06  -0.175299E-07
  2524   0.626458E+02   0.288362E+01   0.000000E+00  -0.194437E+01   0.744317E-09   0.212551E-06  -0.175774E-07
  2525   0.624306E+02   0.289197E+01   0.000000E+00  -0.197602E+01   0.743680E-09   0.213054E-06  -0.176228E-07
  2526   0.622186E+02   0.290011E+01   0.000000E+00  -0.200824E+01   0.743044E-09   0.213551E-06  -0.176661E-07
  2527   0.620098E+02   0.290806E+01   0.000000E+00  -0.204103E+01   0.742409E-09   0.214044E-06  -0.177074E-07
  2528   0.618043E+02   0.291580E+01   0.000000E+00  -0.207437E+01   0.741774E-09   0.214530E-06  -0.177466E-07
  2529   0.616020E+02   0.292333E+01   0.000000E+00  -0.210822E+01   0.741140E-09   0.215012E-06  -0.177837E-07
  2530   0.614030E+02   0.293064E+01   0.000000E+00  -0.214258E+01   0.740507E-09   0.215488E-06  -0.178188E-07
  2531   0.612072E+02   0.293775E+01   0.000000E+00  -0.217742E+01   0.739875E-09   0.215958E-06  -0.178518E-07
  2532   0.610147E+02   0.294462E+01   0.000000E+00  -0.221272E+01   0.739244E-09   0.216423E-06  -0.178828E-07
  2533   0.608254E+02   0.295127E+01   0.000000E+00  -0.224848E+01   0.738613E-09   0.216882E-06  -0.179117E-07
  2534   0.606395E+02   0.295770E+01   0.000000E+00  -0.228465E+01   0.737983E-09   0.217336E-06  -0.179385E-07
  2535   0.604568E+02   0.296388E+01   0.000000E+00  -0.232125E+01   0.737354E-09   0.217783E-06  -0.179633E-07
  2536   0.602774E+02   0.296983E+01   0.000000E+00  -0.235822E+01   0.736726E-09   0.218225E-06  -0.179861E-07
  2537   0.601014E+02   0.297554E+01   0.000000E+00  -0.239556E+01   0.736098E-09   0.218661E-06  -0.180068E-07
  2538   0.599286E+02   0.298101E+01   0.000000E+00  -0.243326E+01   0.735471E-09   0.219091E-06  -0.180254E-07
  2539   0.597590E+02   0.298623E+01   0.000000E+00  -0.247129E+01   0.734845E-09   0.219515E-06  -0.180420E-07
  2540   0.595928E+02   0.299119E+01   0.000000E+00  -0.250962E+01   0.734220E-09   0.219933E-06  -0.180566E-07
  2541   0.594300E+02   0.299591E+01   0.000000E+00  -0.254825E+01   0.733595E-09   0.220345E-06  -0.180691E-07
  2542   0.592703E+02   0.300037E+01   0.000000E+00  -0.258715E+01   0.732971E-09   0.220751E-06  -0.180796E-07
  2543   0.591141E+02   0.300459E+01   0.000000E+00  -0.262630E+01   0.732348E-09   0.221150E-06  -0.180880E-07
  2544   0.589611E+02   0.300854E+01   0.000000E+00  -0.266568E+01   0.731725E-09   0.221543E-06  -0.180944E-07
  2545   0.588114E+02   0.301225E+01   0.000000E+00  -0.270528E+01   0.731104E-09   0.221930E-06  -0.180988E-07
  2546   0.586650E+02   0.301569E+01   0.000000E+00  -0.274506E+01   0.730483E-09   0.222310E-06  -0.181012E-07
  2547   0.585219E+02   0.301887E+01   0.000000E+00  -0.278503E+01   0.729863E-09   0.222684E-06  -0.181015E-07
  2548   0.583819E+02   0.302178E+01   0.000000E+00  -0.282515E+01   0.729243E-09   0.223052E-06  -0.180998E-07
  2549   0.582453E+02   0.302444E+01   0.000000E+00  -0.286540E+01   0.728624E-09   0.223412E-06  -0.180960E-07
  2550   0.581119E+02   0.302682E+01   0.000000E+00  -0.290577E+01   0.728007E-09   0.223766E-06  -0.180903E-07
  2551   0.579817E+02   0.302894E+01   0.000000E+00  -0.294624E+01   0.727389E-09   0.224114E-06  -0.180825E-07
  2552   0.578547E+02   0.303078E+01   0.000000E+00  -0.298678E+01   0.726773E-09   0.224454E-06  -0.180728E-07
  2553   0.577309E+02   0.303234E+01   0.000000E+00  -0.302739E+01   0.726157E-09   0.224788E-06  -0.180610E-07
  2554   0.576102E+02   0.303364E+01   0.000000E+00  -0.306803E+01   0.725542E-09   0.225116E-06  -0.180472E-07
  2555   0.574927E+02   0.303465E+01   0.000000E+00  -0.310868E+01   0.724927E-09   0.225436E-06  -0.180315E-07
  2556   0.573782E+02   0.303539E+01   0.000000E+00  -0.314933E+01   0.724314E-09   0.225749E-06  -0.180138E-07
  2557   0.572670E+02   0.303585E+01   0.000000E+00  -0.318995E+01   0.723701E-09   0.226056E-06  -0.179942E-07
  2558   0.571587E+02   0.303603E+01   0.000000E+00  -0.323053E+01   0.723089E-09   0.226356E-06  -0.179726E-07
  2559   0.570536E+02   0.303594E+01   0.000000E+00  -0.327105E+01   0.722478E-09   0.226649E-06  -0.179491E-07
  2560   0.569516E+02   0.303556E+01   0.000000E+00  -0.331149E+01   0.721867E-09   0.226935E-06  -0.179238E-07
  2561   0.568525E+02   0.303490E+01   0.000000E+00  -0.335181E+01   0.721257E-09   0.227214E-06  -0.178965E-07
  2562   0.567565E+02   0.303395E+01   0.000000E+00  -0.339203E+01   0.720648E-09   0.227486E-06  -0.178673E-07
  2563   0.566633E+02   0.303273E+01   0.000000E+00  -0.343210E+01   0.720039E-09   0.227751E-06  -0.178362E-07
  2564   0.565731E+02   0.303122E+01   0.000000E+00  -0.347201E+01   0.719431E-09   0.228009E-06  -0.178033E-07
  2565   0.564858E+02   0.302942E+01   0.000000E+00  -0.351175E+01   0.718824E-09   0.228260E-06  -0.177686E-07
  2566   0.564013E+02   0.302734E+01   0.000000E+00  -0.355128E+01   0.718218E-09   0.228504E-06  -0.177320E-07
  2567   0.563197E+02   0.302498E+01   0.000000E+00  -0.359060E+01   0.717612E-09   0.228741E-06  -0.176936E-07
  2568   0.562410E+02   0.302234E+01   0.000000E+00  -0.362969E+01   0.717007E-09   0.228970E-06  -0.176534E-07
  2569   0.561650E+02   0.301940E+01   0.000000E+00  -0.366853E+01   0.716403E-09   0.229193E-06  -0.176113E-07
  2570   0.560917E+02   0.301620E+01   0.000000E+00  -0.370711E+01   0.715800E-09   0.229408E-06  -0.175675E-07
  2571   0.560212E+02   0.301271E+01   0.000000E+00  -0.374540E+01   0.715197E-09   0.229617E-06  -0.175219E-07
  2572   0.559533E+02   0.300894E+01   0.000000E+00  -0.378339E+01   0.714595E-09   0.229818E-06  -0.174746E-07
  2573   0.558881E+02   0.300491E+01   0.000000E+00  -0.382107E+01   0.713993E-09   0.230012E-06  -0.174255E-07
  2574   0.558256E+02   0.300060E+01   0.000000E+00  -0.385842E+01   0.713393E-09   0.230198E-06  -0.173747E-07
  2575   0.557656E+02   0.299601E+01   0.000000E+00  -0.389542E+01   0.712793E-09   0.230377E-06  -0.173221E-07
  2576   0.557082E+02   0.299116E+01   0.000000E+00  -0.393205E+01   0.712193E-09   0.230549E-06  -0.172678E-07
  2577   0.556532E+02   0.298603E+01   0.000000E+00  -0.396831E+01   0.711595E-09   0.230714E-06  -0.172119E-07
  2578   0.556007E+02   0.298064E+01   0.000000E+00  -0.400416E+01   0.710997E-09   0.230871E-06  -0.171542E-07
  2579   0.555506E+02   0.297498E+01   0.000000E+00  -0.403960E+01   0.710400E-09   0.231021E-06  -0.170949E-07
  2580   0.555029E+02   0.296905E+01   0.000000E+00  -0.407463E+01   0.709803E-09   0.231164E-06  -0.170338E-07
  2581   0.554575E+02   0.296286E+01   0.000000E+00  -0.410920E+01   0.709208E-09   0.231299E-06  -0.169712E-07
  2582   0.554144E+02   0.295641E+01   0.000000E+00  -0.414332E+01   0.708613E-09   0.231427E-06  -0.169069E-07
  2583   0.553736E+02   0.294970E+01   0.000000E+00  -0.417697E+01   0.708019E-09   0.231547E-06  -0.168410E-07
  2584   0.553350E+02   0.294273E+01   0.000000E+00  -0.421014E+01   0.707425E-09   0.231659E-06  -0.167734E-07
  2585   0.552985E+02   0.293550E+01   0.000000E+00  -0.424281E+01   0.706832E-09   0.231765E-06  -0.167043E-07
  2586   0.552641E+02   0.292803E+01   0.000000E+00  -0.427498E+01   0.706240E-09   0.231862E-06  -0.166336E-07
  2587   0.552318E+02   0.292031E+01   0.000000E+00  -0.430662E+01   0.705648E-09   0.231952E-06  -0.165613E-07
  2588   0.552016E+02   0.291233E+01   0.000000E+00  -0.433772E+01   0.705057E-09   0.232035E-06  -0.164874E-07
  2589   0.551733E+02   0.290411E+01   0.000000E+00  -0.436828E+01   0.704467E-09   0.232110E-06  -0.164120E-07
  2590   0.551469E+02   0.289565E+01   0.000000E+00  -0.439827E+01   0.703878E-09   0.232177E-06  -0.163350E-07
  2591   0.551225E+02   0.288695E+01   0.000000E+00  -0.442769E+01   0.703289E-09   0.232237E-06  -0.162565E-07
  2592   0.550998E+02   0.287802E+01   0.000000E+00  -0.445653E+01   0.702701E-09   0.232289E-06  -0.161765E-07
  2593   0.550789E+02   0.286883E+01   0.000000E+00  -0.448476E+01   0.702113E-09   0.232333E-06  -0.160950E-07
  2594   0.550598E+02   0.285943E+01   0.000000E+00  -0.451239E+01   0.701527E-09   0.232369E-06  -0.160120E-07
  2595   0.550423E+02   0.284979E+01   0.000000E+00  -0.453940E+01   0.700941E-09   0.232398E-06  -0.159275E-07
  2596   0.550264E+02   0.283993E+01   0.000000E+00  -0.456578E+01   0.700355E-09   0.232419E-06  -0.158416E-07
  2597   0.550122E+02   0.282984E+01   0.000000E+00  -0.459153E+01   0.699771E-09   0.232432E-06  -0.157541E-07
  2598   0.549994E+02   0.281954E+01   0.000000E+00  -0.461663E+01   0.699187E-09   0.232437E-06  -0.156653E-07
  2599   0.549882E+02   0.280902E+01   0.000000E+00  -0.464107E+01   0.698603E-09   0.232435E-06  -0.155750E-07
  2600   0.549784E+02   0.279829E+01   0.000000E+00  -0.466485E+01   0.698021E-09   0.232424E-06  -0.154833E-07
  2601   0.549700E+02   0.278734E+01   0.000000E+00  -0.468796E+01   0.697439E-09   0.232406E-06  -0.153902E-07
  2602   0.549629E+02   0.277621E+01   0.000000E+00  -0.471038E+01   0.696858E-09   0.232380E-06  -0.152957E-07
  2603   0.549572E+02   0.276487E+01   0.000000E+00  -0.473212E+01   0.696277E-09   0.232346E-06  -0.151998E-07
  2604   0.549526E+02   0.275334E+01   0.000000E+00  -0.475316E+01   0.695697E-09   0.232304E-06  -0.151026E-07
  2605   0.549492E+02   0.274161E+01   0.000000E+00  -0.477348E+01   0.695118E-09   0.232255E-06  -0.150041E-07
  2606   0.549469E+02   0.272969E+01   0.000000E+00  -0.479309E+01   0.694539E-09   0.232198E-06  -0.149042E-07
  2607   0.549457E+02   0.271759E+01   0.000000E+00  -0.481197E+01   0.693961E-09   0.232133E-06  -0.148031E-07
  2608   0.549455E+02   0.270531E+01   0.000000E+00  -0.483012E+01   0.693384E-09   0.232060E-06  -0.147007E-07
  2609   0.549462E+02   0.269285E+01   0.000000E+00  -0.484752E+01   0.692808E-09   0.231980E-06  -0.145970E-07
  2610   0.549478E+02   0.268021E+01   0.000000E+00  -0.486418E+01   0.692232E-09   0.231892E-06  -0.144921E-07
  2611   0.549503E+02   0.266741E+01   0.000000E+00  -0.488008E+01   0.691657E-09   0.231797E-06  -0.143860E-07
  2612   0.549535E+02   0.265444E+01   0.000000E+00  -0.489522E+01   0.691082E-09   0.231694E-06  -0.142787E-07
  2613   0.549575E+02   0.264131E+01   0.000000E+00  -0.490960E+01   0.690508E-09   0.231584E-06  -0.141702E-07
  2614   0.549621E+02   0.262802E+01   0.000000E+00  -0.492320E+01   0.689935E-09   0.231467E-06  -0.140605E-07
  2615   0.549674E+02   0.261458E+01   0.000000E+00  -0.493602E+01   0.689363E-09   0.231342E-06  -0.139497E-07
  2616   0.549732E+02   0.260099E+01   0.000000E+00  -0.494807E+01   0.688791E-09   0.231209E-06  -0.138378E-07
  2617   0.549795E+02   0.258726E+01   0.000000E+00  -0.495934E+01   0.688219E-09   0.231070E-06  -0.137248E-07
  2618   0.549863E+02   0.257339E+01   0.000000E+00  -0.496981E+01   0.687649E-09   0.230923E-06  -0.136107E-07
  2619   0.549935E+02   0.255938E+01   0.000000E+00  -0.497950E+01   0.687079E-09   0.230769E-06  -0.134956E-07
  2620   0.550012E+02   0.254525E+01   0.000000E+00  -0.498839E+01   0.686510E-09   0.230607E-06  -0.133794E-07
  2621   0.550090E+02   0.253100E+01   0.000000E+00  -0.499649E+01   0.685941E-09   0.230439E-06  -0.132622E-07
  2622   0.550172E+02   0.251661E+01   0.000000E+00  -0.500379E+01   0.685373E-09   0.230263E-06  -0.131439E-07
  2623   0.550255E+02   0.250212E+01   0.000000E+00  -0.501029E+01   0.684806E-09   0.230080E-06  -0.130247E-07
  2624   0.550341E+02   0.248751E+01   0.000000E+00  -0.501599E+01   0.684239E-09   0.229891E-06  -0.129045E-07
  2625   0.550426E+02   0.247280E+01   0.000000E+00  -0.502089E+01   0.683674E-09   0.229694E-06  -0.127834E-07
  2626   0.550513E+02   0.245799E+01   0.000000E+00  -0.502498E+01   0.683108E-09   0.229490E-06  -0.126614E-07
  2627   0.550600E+02   0.244307E+01   0.000000E+00  -0.502826E+01   0.682544E-09   0.229279E-06  -0.125384E-07
  2628   0.550685E+02   0.242806E+01   0.000000E+00  -0.503074E+01   0.681980E-09   0.229062E-06  -0.124145E-07
  2629   0.550770E+02   0.241297E+01   0.000000E+00  -0.503241E+01   0.681416E-09   0.228837E-06  -0.122898E-07
  2630   0.550852E+02   0.239778E+01   0.000000E+00  -0.503326E+01   0.680854E-09   0.228606E-06  -0.121642E-07
  2631   0.550932E+02   0.238252E+01   0.000000E+00  -0.503331E+01   0.680291E-09   0.228368E-06  -0.120378E-07
  2632   0.551010E+02   0.236719E+01   0.000000E+00  -0.503256E+01   0.679730E-09   0.228123E-06  -0.119106E-07
  2633   0.551086E+02   0.235178E+01   0.000000E+00  -0.503102E+01   0.679169E-09   0.227871E-06  -0.117826E-07
  2634   0.551157E+02   0.233632E+01   0.000000E+00  -0.502868E+01   0.678609E-09   0.227613E-06  -0.116538E-07
  2635   0.551225E+02   0.232080E+01   0.000000E+00  -0.502554E+01   0.678050E-09   0.227348E-06  -0.115242E-07
  2636   0.551289E+02   0.230523E+01   0.000000E+00  -0.502162E+01   0.677491E-09   0.227077E-06  -0.113939E-07
  2637   0.551348E+02   0.228961E+01   0.000000E+00  -0.501691E+01   0.676933E-09   0.226798E-06  -0.112629E-07
  2638   0.551402E+02   0.227394E+01   0.000000E+00  -0.501141E+01   0.676375E-09   0.226514E-06  -0.111312E-07
